id,name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
203,Gusto,7,CHE,2,DEF,4.2,1.7,2.6,39,100.0,Available,7.1,1056,1824,2.32661,0.86968,1.53797,0.86968,0.0,0.0,2.10974,0.86968,2.30411,0.86968,1.69212,0.86968,2.66822,0.86968,2.33188,0.86968,2.16313,0.86968,2.58285,0.86968,1.91873,0.86968,1.96318,0.86968,2.42842,0.86968,2.54488,0.86968,2.44343,0.86968
206,James,7,CHE,2,DEF,5.3,0.0,1.1,9,0.0,Injured,2.9,11,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Lukaku,7,CHE,4,FWD,6.8,0.0,0.0,0,0.0,Unavailable,0.3,0,8,3.18595,0.0,2.93575,0.0,0.0,0.0,3.13732,0.0,3.02785,0.0,3.35546,0.0,3.09206,0.0,3.32765,0.0,3.37617,0.0,3.43907,0.0,3.45952,0.0,3.09463,0.0,3.3088,0.0,3.4291,0.0,3.36412,0.0
208,Madueke,7,CHE,3,MID,5.3,0.7,2.1,23,100.0,Available,0.1,41,139,2.06259,0.79457,1.9768,0.79457,0.0,0.0,2.26467,0.79457,2.40865,0.79457,2.13281,0.79457,2.38515,0.79457,2.36551,0.79457,2.3479,0.79457,2.39927,0.79457,2.21836,0.79457,2.18426,0.79457,2.34533,0.79457,2.33782,0.79457,2.45798,0.79457
210,Mudryk,7,CHE,3,MID,6.3,0.3,3.1,55,100.0,Available,1.0,80,367,2.93502,0.79604,2.71699,0.79604,0.0,0.0,3.07917,0.79604,3.26442,0.79604,2.83959,0.79604,3.22824,0.79604,3.19799,0.79604,3.17086,0.79604,3.24998,0.79604,2.97135,0.79604,2.91884,0.79604,3.1669,0.79604,3.15533,0.79604,3.34041,0.79604
211,N.Jackson,7,CHE,4,FWD,6.8,0.0,3.5,66,100.0,Available,4.2,231,705,3.97303,0.91827,3.90011,0.91827,0.0,0.0,4.08138,0.91827,4.74744,0.91827,3.79879,0.91827,4.81644,0.91827,4.32209,0.91827,4.62872,0.91827,4.47371,0.91827,4.2245,0.91827,4.1535,0.91827,4.53358,0.91827,4.3042,0.91827,4.15484,0.91827
212,Nkunku,7,CHE,4,FWD,7.4,1.7,3.8,15,100.0,Available,1.8,1630,887,2.65268,0.90302,2.64777,0.90302,0.0,0.0,2.7899,0.90302,3.25744,0.90302,2.62067,0.90302,3.30376,0.90302,2.97193,0.90302,3.17775,0.90302,3.0737,0.90302,2.90642,0.90302,2.85877,0.90302,3.11389,0.90302,2.95993,0.90302,2.85967,0.90302
213,Pulisic,7,CHE,3,MID,5.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,M.Sarr,7,CHE,2,DEF,4.3,0.0,0.0,0,,Available,0.1,7,7,2.48817,7e-05,1.70273,7e-05,0.0,0.0,2.21834,7e-05,2.3927,7e-05,1.82059,7e-05,2.73308,7e-05,2.41866,7e-05,2.26091,7e-05,2.65327,7e-05,2.03244,7e-05,2.07399,7e-05,2.50891,7e-05,2.61777,7e-05,2.52294,7e-05
215,Slonina,7,CHE,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Sterling,7,CHE,3,MID,7.1,2.7,4.5,89,100.0,Available,7.4,401,3895,4.09348,0.84613,3.77854,0.84613,0.0,0.0,4.3802,0.84613,4.69383,0.84613,4.0227,0.84613,4.63667,0.84613,4.58888,0.84613,4.54603,0.84613,4.67101,0.84613,4.23085,0.84613,4.14789,0.84613,4.53976,0.84613,4.5215,0.84613,4.81387,0.84613
217,T.Silva,7,CHE,2,DEF,5.0,1.7,2.7,56,,Available,3.9,305,802,3.12013,0.90822,2.29839,0.90822,0.0,0.0,2.94069,0.90822,3.16452,0.90822,2.50558,0.90822,3.55657,0.90822,3.19443,0.90822,3.01273,0.90822,3.46465,0.90822,2.74958,0.90822,2.79744,0.90822,3.29837,0.90822,3.42377,0.90822,3.31453,0.90822
218,Ziyech,7,CHE,3,MID,5.4,0.0,0.0,0,0.0,Unavailable,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,Palmer,7,CHE,3,MID,5.8,4.0,5.5,104,100.0,Available,38.8,8573,7616,4.72187,0.93489,4.18032,0.93489,0.0,0.0,4.83607,0.93489,5.226,0.93489,4.39917,0.93489,5.15557,0.93489,5.0967,0.93489,5.0439,0.93489,5.19788,0.93489,4.6556,0.93489,4.5534,0.93489,5.03618,0.93489,5.01368,0.93489,5.37388,0.93489
589,Ângelo,7,CHE,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,Maatsen,7,CHE,3,MID,5.1,0.0,0.9,11,0.0,Unavailable,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,Disasi,7,CHE,2,DEF,4.9,1.3,2.8,55,100.0,Available,3.7,144,810,3.26772,0.90539,2.34202,0.90539,0.0,0.0,3.04742,0.90539,3.2951,0.90539,2.56146,0.90539,3.73158,0.90539,3.32839,0.90539,3.12609,0.90539,3.62925,0.90539,2.83312,0.90539,2.8864,0.90539,3.44412,0.90539,3.58372,0.90539,3.46211,0.90539
613,Ugochukwu,7,CHE,3,MID,4.4,0.0,1.1,11,0.0,Injured,0.2,2,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,Burstow,7,CHE,4,FWD,4.5,0.0,1.0,2,0.0,Unavailable,0.1,0,3,1.41911,0.0,1.32563,0.0,0.0,0.0,1.40345,0.0,1.36004,0.0,1.48245,0.0,1.38403,0.0,1.47206,0.0,1.49018,0.0,1.51368,0.0,1.52133,0.0,1.38499,0.0,1.46501,0.0,1.50996,0.0,1.48568,0.0
659,Bergström,7,CHE,1,GKP,3.9,0.0,0.0,0,,Available,0.0,7,1,3.04851,0.002,2.66219,0.002,0.0,0.0,2.94966,0.002,2.90462,0.002,2.97973,0.002,3.03599,0.002,3.15322,0.002,3.0437,0.002,3.18427,0.002,3.09609,0.002,2.91095,0.002,3.27944,0.002,3.12386,0.002,3.05671,0.002
667,Lavia,7,CHE,3,MID,4.9,0.0,1.0,1,0.0,Injured,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,Humphreys,7,CHE,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,1.82682,0.0,1.13358,0.0,0.0,0.0,1.57288,0.0,1.6348,0.0,1.80247,0.0,1.37447,0.0,2.1239,0.0,1.65963,0.0,1.56467,0.0,2.048,0.0,1.47393,0.0,1.50058,0.0,1.97565,0.0,1.85414,0.0
677,Deivid,7,CHE,4,FWD,4.5,0.0,1.0,1,,Available,0.1,13,16,1.37374,0.01332,1.34713,0.01332,0.0,0.0,1.40245,0.01332,1.60569,0.01332,1.31622,0.01332,1.62674,0.01332,1.4759,0.01332,1.56946,0.01332,1.52216,0.01332,1.44612,0.01332,1.42445,0.01332,1.54043,0.01332,1.47044,0.01332,1.42486,0.01332
680,Beach,7,CHE,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002
681,Diego Moreira,7,CHE,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,1.41859,0.0,1.3414,0.0,0.0,0.0,1.45278,0.0,1.43373,0.0,1.46459,0.0,1.37717,0.0,1.45813,0.0,1.48094,0.0,1.45374,0.0,1.49704,0.0,1.42594,0.0,1.39342,0.0,1.4623,0.0,1.5048,0.0
687,Petrović,7,CHE,1,GKP,4.5,4.3,3.9,27,,Available,1.2,999,329,3.50707,0.20717,3.03055,0.10045,0.0,0.0,3.38515,0.07681,3.32958,0.07681,3.42223,0.06799,3.49163,0.06799,3.63623,0.06799,3.50114,0.06799,3.67454,0.06799,3.56577,0.06799,3.33739,0.06799,3.79194,0.06799,3.60003,0.06799,3.51719,0.06799
716,Gilchrist,7,CHE,2,DEF,4.0,0.3,1.0,3,,Available,0.0,13,9,1.49409,0.41009,1.04611,0.41009,0.0,0.0,1.41913,0.41009,1.53338,0.41009,1.15851,0.41009,1.75642,0.41009,1.5504,0.41009,1.44703,0.41009,1.70413,0.41009,1.29732,0.41009,1.32455,0.41009,1.60953,0.41009,1.68086,0.41009,1.61872,0.41009
717,Stutter,7,CHE,4,FWD,4.5,0.0,0.0,0,,Available,0.0,7,15,1.2793,0.00187,1.25551,0.00187,0.0,0.0,1.30497,0.00187,1.48671,0.00187,1.22786,0.00187,1.50553,0.00187,1.37065,0.00187,1.45431,0.00187,1.41202,0.00187,1.34402,0.00187,1.32465,0.00187,1.42835,0.00187,1.36577,0.00187,1.32501,0.00187
718,Matos,7,CHE,3,MID,4.5,0.0,1.0,1,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Brooking,7,CHE,2,DEF,4.0,0.0,0.0,0,,Available,0.0,5,6,1.69398,0.00324,1.10809,0.00324,0.0,0.0,1.4927,0.00324,1.62276,0.00324,1.19601,0.00324,1.87666,0.00324,1.64213,0.00324,1.52445,0.00324,1.81713,0.00324,1.35403,0.00324,1.38503,0.00324,1.70944,0.00324,1.79065,0.00324,1.71991,0.00324
758,Castledine,7,CHE,3,MID,4.5,0.0,0.0,0,,Available,0.0,1,2,1.33657,0.02735,1.27261,0.02735,0.0,0.0,1.37305,0.02735,1.42336,0.02735,1.30298,0.02735,1.4131,0.02735,1.40453,0.02735,1.39685,0.02735,1.41926,0.02735,1.34032,0.02735,1.32544,0.02735,1.39572,0.02735,1.39245,0.02735,1.44489,0.02735
791,Casadei,7,CHE,3,MID,4.5,0.5,1.0,1,,Available,0.0,0,1,1.3136,0.39451,1.27495,0.39451,0.0,0.0,1.38628,0.39451,1.45187,0.39451,1.34206,0.39451,1.44252,0.39451,1.4347,0.39451,1.42769,0.39451,1.44814,0.39451,1.37612,0.39451,1.36254,0.39451,1.42666,0.39451,1.42367,0.39451,1.47151,0.39451
7,Holding,8,CRY,2,DEF,4.3,0.0,0.0,0,0.0,Injured,0.1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Ahamada,8,CRY,3,MID,4.3,0.7,0.9,11,100.0,Available,0.5,25,183,1.01769,0.53819,1.03728,0.53819,1.11015,0.53819,1.08514,0.53819,1.12165,0.53819,1.15123,0.53819,1.1318,0.53819,1.12073,0.53819,1.08348,0.53819,1.07167,0.53819,1.13386,0.53819,1.11242,0.53819,1.1394,0.53819,1.11307,0.53819,1.10459,0.53819
220,Andersen,8,CRY,2,DEF,4.8,1.3,3.2,73,,Available,15.2,943,6979,2.8374,0.94118,3.00881,0.94118,3.84937,0.94118,2.86136,0.94118,3.92528,0.94118,3.4499,0.94118,3.75267,0.94118,3.46606,0.94118,2.62672,0.94118,2.34785,0.94118,3.60622,0.94118,3.41343,0.94118,3.48483,0.94118,3.53615,0.94118,3.33597,0.94118
221,J.Ayew,8,CRY,3,MID,5.4,1.3,3.0,64,100.0,Available,0.3,68,150,3.27509,0.93636,3.24138,0.93636,3.50652,0.93636,3.30151,0.93636,3.43599,0.93636,3.60801,0.93636,3.49501,0.93636,3.43066,0.93636,3.21405,0.93636,3.14537,0.93636,3.50698,0.93636,3.38235,0.93636,3.53919,0.93636,3.38611,0.93636,3.33682,0.93636
222,Clyne,8,CRY,2,DEF,4.4,0.3,1.8,18,,Available,0.1,8,27,2.23566,0.53202,2.32651,0.53202,2.8518,0.53202,2.17233,0.53202,2.86331,0.53202,2.55063,0.53202,2.74978,0.53202,2.56126,0.53202,2.00917,0.53202,1.82574,0.53202,2.65345,0.53202,2.52664,0.53202,2.5736,0.53202,2.60736,0.53202,2.47569,0.53202
223,C.Doucouré,8,CRY,3,MID,4.9,0.0,1.9,21,0.0,Injured,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.531,0.01,2.49638,0.61324
224,Ebiowei,8,CRY,3,MID,4.4,0.0,0.0,0,100.0,Available,0.0,2,7,1.19041,0.0001,1.1697,0.0001,1.2238,0.0001,1.16437,0.0001,1.19131,0.0001,1.23286,0.0001,1.20556,0.0001,1.19002,0.0001,1.13771,0.0001,1.12113,0.0001,1.20846,0.0001,1.17836,0.0001,1.21624,0.0001,1.17927,0.0001,1.16736,0.0001
225,Edouard,8,CRY,4,FWD,5.4,0.7,3.6,61,100.0,Available,1.5,201,623,2.72399,0.81834,3.10365,0.81834,3.25418,0.81834,3.12058,0.81834,3.5156,0.81834,3.30173,0.81834,3.03238,0.81834,3.01514,0.81834,2.82845,0.81834,2.7403,0.81834,3.17177,0.81834,3.09144,0.81834,3.04325,0.81834,3.11582,0.81834,2.99347,0.81834
226,Eze,8,CRY,3,MID,6.0,5.3,4.1,65,25.0,Doubtful,3.4,555,3803,4.53172,0.08,4.31083,0.31,4.57433,0.64,4.12117,0.8501,4.28693,0.91025,4.5425,0.93568,4.37461,0.93568,4.27901,0.93568,3.95719,0.93568,3.85517,0.93568,4.39241,0.93568,4.20724,0.93568,4.44026,0.93568,4.21283,0.93568,4.13959,0.93568
227,Guaita,8,CRY,1,GKP,4.4,0.0,0.0,0,0.0,Unavailable,0.2,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Guéhi,8,CRY,2,DEF,4.4,0.7,2.6,58,75.0,Doubtful,3.2,211,2524,2.80117,0.64,3.00109,0.84101,3.85051,0.90924,2.90185,0.94103,3.96867,0.94103,3.50135,0.94103,3.79899,0.94103,3.51724,0.94103,2.69212,0.94103,2.41797,0.94103,3.65502,0.94103,3.46549,0.94103,3.53569,0.94103,3.58613,0.94103,3.38935,0.94103
229,Hughes,8,CRY,3,MID,4.9,2.0,1.8,32,100.0,Available,0.0,7,2,2.21226,0.85294,2.22825,0.85294,2.37871,0.85294,2.27049,0.85294,2.34088,0.85294,2.43196,0.85294,2.37213,0.85294,2.33806,0.85294,2.22338,0.85294,2.18702,0.85294,2.37847,0.85294,2.31249,0.85294,2.39552,0.85294,2.31448,0.85294,2.28838,0.85294
230,Johnstone,8,CRY,1,GKP,4.5,0.0,3.5,56,100.0,Available,2.3,65,718,3.48013,0.2,3.62937,0.2,3.39677,0.2,3.38908,0.2,3.36432,0.2,3.2499,0.2,3.49501,0.2,3.47687,0.2,3.39895,0.2,3.50142,0.2,3.66895,0.2,3.36353,0.2,3.52783,0.2,3.5108,0.2,3.37069,0.2
231,Lerma,8,CRY,3,MID,4.7,1.7,2.3,41,100.0,Available,0.1,13,26,3.31358,0.93651,3.31173,0.93651,3.6058,0.93651,3.4033,0.93651,3.53599,0.93651,3.71021,0.93651,3.59576,0.93651,3.53059,0.93651,3.3112,0.93651,3.24165,0.93651,3.60789,0.93651,3.48166,0.93651,3.64051,0.93651,3.48547,0.93651,3.43554,0.93651
232,Mateta,8,CRY,4,FWD,4.9,3.3,2.9,58,,Available,0.6,132,508,2.38053,0.93115,2.67971,0.93115,2.77994,0.93115,2.6365,0.93115,2.94991,0.93115,2.77374,0.93115,2.55187,0.93115,2.53766,0.93115,2.38388,0.93115,2.31127,0.93115,2.66669,0.93115,2.60052,0.93115,2.56082,0.93115,2.6206,0.93115,2.51981,0.93115
233,Matthews,8,CRY,1,GKP,3.9,0.0,1.0,1,,Available,0.1,3,8,3.07482,0.0024,3.20563,0.0024,3.00177,0.0024,2.99504,0.0024,2.97333,0.0024,2.87305,0.0024,3.08787,0.0024,3.07198,0.0024,3.00368,0.0024,3.09349,0.0024,3.24031,0.0024,2.97264,0.0024,3.11663,0.0024,3.10171,0.0024,2.97891,0.0024
234,Mitchell,8,CRY,2,DEF,4.6,0.3,2.9,63,100.0,Available,3.3,292,2146,2.62119,0.93847,2.78013,0.93847,3.53208,0.93847,2.66167,0.93847,3.60889,0.93847,3.18771,0.93847,3.45596,0.93847,3.20203,0.93847,2.45839,0.93847,2.21132,0.93847,3.32621,0.93847,3.1554,0.93847,3.21866,0.93847,3.26413,0.93847,3.08678,0.93847
235,O'Brien,8,CRY,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Olise,8,CRY,3,MID,5.9,5.7,6.5,72,75.0,Doubtful,2.2,2211,6012,4.33809,0.64,4.16476,0.84588,4.52362,0.90965,4.16247,0.93793,4.3889,0.93793,4.65233,0.93793,4.47928,0.93793,4.38074,0.93793,4.04902,0.93793,3.94385,0.93793,4.49762,0.93793,4.30676,0.93793,4.54694,0.93793,4.31252,0.93793,4.23702,0.93793
237,Plange,8,CRY,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,C.Richards,8,CRY,2,DEF,3.9,0.3,0.9,13,,Available,0.6,89,156,1.96727,0.89924,2.07983,0.89924,2.61117,0.89924,1.98571,0.89924,2.66108,0.89924,2.36031,0.89924,2.55187,0.89924,2.37053,0.89924,1.83948,0.89924,1.66304,0.89924,2.45922,0.89924,2.33723,0.89924,2.38241,0.89924,2.41488,0.89924,2.28823,0.89924
239,Riedewald,8,CRY,3,MID,4.3,0.0,1.8,7,100.0,Available,0.1,17,18,1.42295,0.08738,1.39957,0.08738,1.46062,0.08738,1.39355,0.08738,1.42396,0.08738,1.47084,0.08738,1.44004,0.08738,1.42251,0.08738,1.36347,0.08738,1.34476,0.08738,1.44331,0.08738,1.40934,0.08738,1.45208,0.08738,1.41037,0.08738,1.39693,0.08738
240,Schlupp,8,CRY,3,MID,4.9,1.3,2.4,47,100.0,Available,0.1,11,34,2.80454,0.88261,2.86049,0.88261,3.131,0.88261,2.99362,0.88261,3.11721,0.88261,3.26159,0.88261,3.16674,0.88261,3.11273,0.88261,2.93093,0.88261,2.87329,0.88261,3.1768,0.88261,3.07219,0.88261,3.20383,0.88261,3.07535,0.88261,3.03397,0.88261
241,Tomkins,8,CRY,2,DEF,4.0,0.0,0.5,1,100.0,Available,0.4,10,45,1.14006,0.14533,1.2017,0.14533,1.59666,0.14533,1.09494,0.14533,1.60516,0.14533,1.37427,0.14533,1.52132,0.14533,1.38212,0.14533,0.97446,0.14533,0.83901,0.14533,1.4502,0.14533,1.35656,0.14533,1.39124,0.14533,1.41616,0.14533,1.31894,0.14533
242,Ward,8,CRY,2,DEF,4.5,0.0,2.2,36,0.0,Injured,0.2,5,36,2.45568,0.74649,2.52244,0.84879,3.16379,0.84879,2.29889,0.87088,3.17845,0.87088,2.78042,0.88168,3.03393,0.88168,2.79396,0.88168,2.0912,0.88168,1.85771,0.88168,2.91131,0.88168,2.74989,0.88168,2.80967,0.88168,2.85264,0.88168,2.68504,0.88168
243,Whitworth,8,CRY,1,GKP,3.9,0.0,0.0,0,,Available,1.0,57,59,3.09352,0.002,3.22575,0.002,3.01967,0.002,3.01286,0.002,2.99092,0.002,2.88955,0.002,3.10671,0.002,3.09064,0.002,3.0216,0.002,3.11239,0.002,3.26081,0.002,2.99022,0.002,3.13578,0.002,3.1207,0.002,2.99657,0.002
385,Henderson,8,CRY,1,GKP,4.4,0.0,1.3,9,100.0,Available,0.3,75,166,3.18954,0.8,3.32816,0.8,3.11212,0.8,3.10498,0.8,3.08197,0.8,2.9757,0.8,3.20336,0.8,3.18652,0.8,3.11414,0.8,3.20931,0.8,3.36491,0.8,3.08124,0.8,3.23384,0.8,3.21803,0.8,3.08789,0.8
615,Matheus França,8,CRY,3,MID,4.8,0.3,0.9,6,100.0,Available,0.0,1,3,1.46821,0.61384,1.49794,0.61384,1.61735,0.61384,1.53946,0.61384,1.59497,0.61384,1.65912,0.61384,1.61698,0.61384,1.59298,0.61384,1.5122,0.61384,1.48659,0.61384,1.62144,0.61384,1.57496,0.61384,1.63346,0.61384,1.57637,0.61384,1.55798,0.61384
657,Rak-Sakyi,8,CRY,3,MID,4.5,0.0,1.3,8,100.0,Available,0.0,3,2,1.24937,0.05516,1.22746,0.05516,1.28467,0.05516,1.22183,0.05516,1.25032,0.05516,1.29424,0.05516,1.26538,0.05516,1.24896,0.05516,1.19365,0.05516,1.17611,0.05516,1.26844,0.05516,1.23662,0.05516,1.27667,0.05516,1.23758,0.05516,1.22499,0.05516
658,Gordon,8,CRY,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,3,1.46622,0.0,1.57687,0.0,1.54499,0.0,1.43639,0.0,1.55318,0.0,1.55676,0.0,1.56043,0.0,1.5385,0.0,1.41917,0.0,1.42011,0.0,1.58793,0.0,1.6706,0.0,1.56553,0.0,1.47666,0.0,1.53287,0.0
720,Ola-Adebomi,8,CRY,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Ozoh,8,CRY,3,MID,4.5,0.7,0.8,5,,Available,0.0,2,2,1.08897,0.47162,1.10835,0.47162,1.19182,0.47162,1.15997,0.47162,1.18304,0.47162,1.21862,0.47162,1.19525,0.47162,1.18194,0.47162,1.13714,0.47162,1.12293,0.47162,1.19772,0.47162,1.17195,0.47162,1.20439,0.47162,1.17273,0.47162,1.16253,0.47162
724,Raymond,8,CRY,3,MID,4.5,0.0,0.0,0,,Available,0.0,4,1,1.27456,0.00336,1.25235,0.00336,1.31036,0.00336,1.24663,0.00336,1.27552,0.00336,1.32007,0.00336,1.2908,0.00336,1.27414,0.00336,1.21805,0.00336,1.20027,0.00336,1.29391,0.00336,1.26163,0.00336,1.30225,0.00336,1.26261,0.00336,1.24984,0.00336
763,Adaramola,8,CRY,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,6,1.49607,0.0,1.60041,0.0,2.05816,0.0,1.44877,0.0,2.07694,0.0,1.79874,0.0,1.89725,0.0,1.77262,0.0,1.28971,0.0,1.13426,0.0,1.85326,0.0,1.73351,0.0,1.78015,0.0,1.84416,0.0,1.70087,0.0
792,Muñoz,8,CRY,2,DEF,4.5,-0.5,-1.0,-1,,Available,0.0,59,32,2.33445,0.73747,2.41363,0.73747,3.05043,0.73747,2.22548,0.73747,3.09345,0.73747,2.70719,0.73747,2.9532,0.73747,2.72032,0.73747,2.03832,0.73747,1.81173,0.73747,2.8342,0.73747,2.67755,0.73747,2.73557,0.73747,2.77726,0.73747,2.61462,0.73747
807,Wharton,8,CRY,3,MID,5.0,2.0,2.0,2,,Available,0.0,91,2,2.39326,0.71054,2.36993,0.71054,2.51629,0.71054,2.40515,0.71054,2.48991,0.71054,2.58413,0.71054,2.52224,0.71054,2.48699,0.71054,2.36835,0.71054,2.33073,0.71054,2.5288,0.71054,2.46053,0.71054,2.54644,0.71054,2.46259,0.71054,2.43559,0.71054
244,André Gomes,9,EVE,3,MID,4.4,0.0,3.0,9,0.0,Injured,0.1,3,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Branthwaite,9,EVE,2,DEF,4.1,6.3,3.2,64,100.0,Available,3.6,5286,574,2.18654,0.90693,3.29783,0.90693,2.52327,0.90693,3.00913,0.90693,2.47163,0.90693,2.4123,0.90693,2.8315,0.90693,2.16648,0.90693,3.19591,0.90693,2.21678,0.90693,3.10768,0.90693,2.93627,0.90693,2.54682,0.90693,3.32796,0.90693,2.18328,0.90693
246,Calvert-Lewin,9,EVE,4,FWD,5.8,3.0,2.8,54,100.0,Available,0.9,451,472,3.98023,0.94053,4.28805,0.94053,4.21838,0.94053,4.45581,0.94053,4.01518,0.94053,4.21472,0.94053,4.17092,0.94053,4.27011,0.94053,4.65939,0.94053,3.99473,0.94053,5.00422,0.94053,4.10649,0.94053,4.23795,0.94053,4.4237,0.94053,3.73988,0.94053
247,Coleman,9,EVE,2,DEF,4.4,2.3,3.5,14,100.0,Available,0.0,14,20,1.42545,0.88366,2.35405,0.88366,1.823,0.88366,2.25623,0.88366,1.91998,0.88366,1.87452,0.88366,2.19572,0.88366,1.68617,0.88366,2.47493,0.88366,1.72471,0.88366,2.40733,0.88366,2.27599,0.88366,1.97759,0.88366,2.57611,0.88366,1.69904,0.88366
