name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
Nkunku,7,CHE,4,FWD,7.4,2.3,3.4,17,100.0,Available,1.7,4881,10682,2.93236,0.91077,2.90596,0.91077,0.0,0.0,3.08808,0.91077,3.52483,0.91077,2.79837,0.91077,3.55763,0.91077,3.20056,0.91077,3.42204,0.91077,3.31008,0.91077,3.13008,0.91077,3.07879,0.91077,3.3385,0.91077,3.18765,0.91077,3.07976,0.91077
Pulisic,7,CHE,3,MID,5.5,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.Sarr,7,CHE,2,DEF,4.3,0.0,0.0,0,,Available,0.1,36,65,2.48817,5e-05,1.70273,5e-05,0.0,0.0,2.22457,5e-05,2.3927,5e-05,1.79742,5e-05,2.73308,5e-05,2.41866,5e-05,2.26091,5e-05,2.65327,5e-05,2.03244,5e-05,2.07399,5e-05,2.47351,5e-05,2.61777,5e-05,2.52294,5e-05
Slonina,7,CHE,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sterling,7,CHE,3,MID,7.0,3.3,4.3,91,100.0,Available,7.1,2215,34212,3.98558,0.86902,3.69925,0.86902,0.0,0.0,4.35177,0.86902,4.66063,0.86902,4.01494,0.86902,4.62993,0.86902,4.58249,0.86902,4.53994,0.86902,4.66403,0.86902,4.22702,0.86902,4.14465,0.86902,4.51884,0.86902,4.51559,0.86902,4.80586,0.86902
T.Silva,7,CHE,2,DEF,5.0,4.3,2.9,64,,Available,3.9,4047,4194,3.05248,0.91535,2.25085,0.91535,0.0,0.0,2.91993,0.91535,3.15634,0.91535,2.49074,0.91535,3.56806,0.91535,3.20604,0.91535,3.0244,0.91535,3.47617,0.91535,2.76134,0.91535,2.80918,0.91535,3.26919,0.91535,3.4353,0.91535,3.3261,0.91535
Ziyech,7,CHE,3,MID,5.4,0.0,0.0,0,0.0,Unavailable,0.1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palmer,7,CHE,3,MID,5.9,6.7,5.6,112,100.0,Available,39.2,75890,33520,4.73232,0.93641,4.19826,0.93641,0.0,0.0,4.90393,0.93641,5.26987,0.93641,4.44156,0.93641,5.20905,0.93641,5.14984,0.93641,5.09674,0.93641,5.2516,0.93641,4.70622,0.93641,4.60344,0.93641,5.07041,0.93641,5.06635,0.93641,5.4286,0.93641
Ângelo,7,CHE,3,MID,5.0,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maatsen,7,CHE,3,MID,5.1,0.0,0.9,11,0.0,Unavailable,0.0,0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Disasi,7,CHE,2,DEF,4.9,0.7,2.5,53,100.0,Available,3.6,625,10036,2.93875,0.90688,2.12292,0.90688,0.0,0.0,2.86568,0.90688,3.15653,0.90688,2.49135,0.90688,3.63356,0.90688,3.24974,0.90688,3.05715,0.90688,3.53614,0.90688,2.77825,0.90688,2.82897,0.90688,3.31668,0.90688,3.4928,0.90688,3.37703,0.90688
Ugochukwu,7,CHE,3,MID,4.4,0.0,1.1,11,0.0,Injured,0.2,10,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burstow,7,CHE,4,FWD,4.5,0.0,1.0,2,0.0,Unavailable,0.1,0,17,1.41911,0.0,1.32563,0.0,0.0,0.0,1.40345,0.0,1.36004,0.0,1.48245,0.0,1.38403,0.0,1.47206,0.0,1.49018,0.0,1.51368,0.0,1.52133,0.0,1.38499,0.0,1.46501,0.0,1.50996,0.0,1.48568,0.0
Bergström,7,CHE,1,GKP,3.9,0.0,0.0,0,,Available,0.0,28,12,3.04851,0.002,2.66219,0.002,0.0,0.0,2.93627,0.002,2.90462,0.002,2.9648,0.002,3.03599,0.002,3.15322,0.002,3.0437,0.002,3.18427,0.002,3.09609,0.002,2.91095,0.002,3.26691,0.002,3.12386,0.002,3.05671,0.002
Lavia,7,CHE,3,MID,4.9,0.0,1.0,1,0.0,Injured,0.0,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humphreys,7,CHE,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,1.82682,0.0,1.13358,0.0,0.0,0.0,1.57288,0.0,1.6348,0.0,1.80247,0.0,1.37447,0.0,2.1239,0.0,1.65963,0.0,1.56467,0.0,2.048,0.0,1.47393,0.0,1.50058,0.0,1.97565,0.0,1.85414,0.0
Deivid,7,CHE,4,FWD,4.5,0.0,1.0,1,,Available,0.1,106,89,1.36286,0.01047,1.33634,0.01047,0.0,0.0,1.41157,0.01047,1.59398,0.01047,1.29534,0.01047,1.61496,0.01047,1.46465,0.01047,1.55788,0.01047,1.51075,0.01047,1.43498,0.01047,1.41339,0.01047,1.52272,0.01047,1.45921,0.01047,1.4138,0.01047
Beach,7,CHE,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,19,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002,0.0,0.002
Diego Moreira,7,CHE,3,MID,4.5,0.0,0.0,0,100.0,Available,0.0,5,0,1.41595,0.1697,1.34925,0.1697,0.0,0.0,1.45943,0.1697,1.50646,0.1697,1.3799,0.1697,1.49577,0.1697,1.48683,0.1697,1.47881,0.1697,1.50219,0.1697,1.41986,0.1697,1.40434,0.1697,1.47484,0.1697,1.47423,0.1697,1.52892,0.1697
Petrović,7,CHE,1,GKP,4.5,4.7,3.5,28,,Available,1.2,3472,3464,3.51366,0.86165,3.0377,0.63639,0.0,0.0,3.37538,0.3132,3.33638,0.13038,3.41053,0.07897,3.49823,0.06822,3.64267,0.06822,3.50774,0.06822,3.68093,0.06822,3.57228,0.06822,3.34418,0.06822,3.78275,0.06822,3.6065,0.06822,3.52377,0.06822
Gilchrist,7,CHE,2,DEF,4.0,0.7,1.0,4,,Available,0.0,88,46,1.38542,0.53681,0.97011,0.53681,0.0,0.0,1.36994,0.53681,1.50552,0.53681,1.1467,0.53681,1.75266,0.53681,1.54904,0.53681,1.44687,0.53681,1.70098,0.53681,1.29891,0.53681,1.32581,0.53681,1.58455,0.53681,1.67799,0.53681,1.61657,0.53681
Stutter,7,CHE,4,FWD,4.5,0.0,0.0,0,,Available,0.0,56,71,1.26936,0.00147,1.24563,0.00147,0.0,0.0,1.31295,0.00147,1.47619,0.00147,1.20894,0.00147,1.49497,0.00147,1.36045,0.00147,1.44389,0.00147,1.40171,0.00147,1.3339,0.00147,1.31458,0.00147,1.41242,0.00147,1.35559,0.00147,1.31495,0.00147
Matos,7,CHE,3,MID,4.5,0.0,1.0,1,0.0,Unavailable,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooking,7,CHE,2,DEF,4.0,0.0,0.0,0,,Available,0.0,24,28,1.68172,0.00252,1.09772,0.00252,0.0,0.0,1.48572,0.00252,1.61074,0.00252,1.16813,0.00252,1.86382,0.00252,1.63004,0.00252,1.51274,0.00252,1.80448,0.00252,1.34287,0.00252,1.37376,0.00252,1.67082,0.00252,1.77809,0.00252,1.70757,0.00252
Castledine,7,CHE,3,MID,4.5,0.0,0.0,0,,Available,0.0,5,6,1.3238,0.02067,1.26028,0.02067,0.0,0.0,1.3652,0.02067,1.40999,0.02067,1.28947,0.02067,1.3998,0.02067,1.39129,0.02067,1.38366,0.02067,1.40592,0.02067,1.32752,0.02067,1.31274,0.02067,1.37987,0.02067,1.37929,0.02067,1.43137,0.02067
Casadei,7,CHE,3,MID,4.5,0.5,1.0,1,,Available,0.0,20,15,1.30047,0.28811,1.26221,0.28811,0.0,0.0,1.37764,0.28811,1.43822,0.28811,1.32824,0.28811,1.42892,0.28811,1.42116,0.28811,1.41419,0.28811,1.43451,0.28811,1.36296,0.28811,1.34948,0.28811,1.41074,0.28811,1.4102,0.28811,1.45773,0.28811
Holding,8,CRY,2,DEF,4.3,0.0,0.0,0,0.0,Injured,0.1,7,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahamada,8,CRY,3,MID,4.3,0.7,0.9,11,100.0,Available,0.5,218,1087,1.01769,0.53819,1.03728,0.53819,1.11015,0.53819,1.08514,0.53819,1.12165,0.53819,1.15123,0.53819,1.1318,0.53819,1.11822,0.53819,1.08132,0.53819,1.07167,0.53819,1.13217,0.53819,1.11242,0.53819,1.1394,0.53819,1.11307,0.53819,1.10459,0.53819
Andersen,8,CRY,2,DEF,4.8,1.3,3.2,73,,Available,15.0,6437,31063,2.8374,0.94118,3.00881,0.94118,3.84937,0.94118,2.86136,0.94118,3.92528,0.94118,3.4499,0.94118,3.75267,0.94118,3.44069,0.94118,2.6247,0.94118,2.34785,0.94118,3.5586,0.94118,3.41343,0.94118,3.48483,0.94118,3.53615,0.94118,3.33597,0.94118
J.Ayew,8,CRY,3,MID,5.4,1.3,3.0,64,100.0,Available,0.3,439,963,3.27509,0.93636,3.24138,0.93636,3.50652,0.93636,3.30151,0.93636,3.43599,0.93636,3.60801,0.93636,3.49501,0.93636,3.41605,0.93636,3.2015,0.93636,3.14537,0.93636,3.49716,0.93636,3.38235,0.93636,3.53919,0.93636,3.38611,0.93636,3.33682,0.93636
Clyne,8,CRY,2,DEF,4.4,0.3,1.8,18,,Available,0.1,68,137,2.23566,0.53202,2.32651,0.53202,2.8518,0.53202,2.17233,0.53202,2.86331,0.53202,2.55063,0.53202,2.74978,0.53202,2.54457,0.53202,2.00784,0.53202,1.82574,0.53202,2.62213,0.53202,2.52664,0.53202,2.5736,0.53202,2.60736,0.53202,2.47569,0.53202
C.Doucouré,8,CRY,3,MID,4.9,0.0,1.9,21,0.0,Injured,0.0,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.531,0.01,2.49638,0.61324
Ebiowei,8,CRY,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,9,57,1.19041,0.0,1.1697,0.0,1.2238,0.0,1.16437,0.0,1.19131,0.0,1.23286,0.0,1.20556,0.0,1.19002,0.0,1.13771,0.0,1.12113,0.0,1.20846,0.0,1.17836,0.0,1.21624,0.0,1.17927,0.0,1.16736,0.0
Edouard,8,CRY,4,FWD,5.4,0.7,3.6,61,100.0,Available,1.5,563,3616,2.72399,0.81834,3.10365,0.81834,3.25418,0.81834,3.12058,0.81834,3.5156,0.81834,3.30173,0.81834,3.03238,0.81834,2.99368,0.81834,2.85161,0.81834,2.7403,0.81834,3.1593,0.81834,3.09144,0.81834,3.04325,0.81834,3.11582,0.81834,2.99347,0.81834
Eze,8,CRY,3,MID,6.0,5.3,4.1,65,25.0,Doubtful,3.2,1302,19820,4.53172,0.08,4.31083,0.31,4.57433,0.64,4.12117,0.8501,4.28693,0.91025,4.5425,0.93568,4.37461,0.93568,4.25731,0.93568,3.93856,0.93568,3.85517,0.93568,4.37781,0.93568,4.20724,0.93568,4.44026,0.93568,4.21283,0.93568,4.13959,0.93568
Guaita,8,CRY,1,GKP,4.4,0.0,0.0,0,0.0,Unavailable,0.2,0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guéhi,8,CRY,2,DEF,4.4,0.7,2.6,58,75.0,Doubtful,3.1,352,16698,2.80117,0.64,3.00109,0.84101,3.85051,0.90924,2.90185,0.94103,3.96867,0.94103,3.50135,0.94103,3.79899,0.94103,3.4923,0.94103,2.69013,0.94103,2.41797,0.94103,3.60821,0.94103,3.46549,0.94103,3.53569,0.94103,3.58613,0.94103,3.38935,0.94103
Hughes,8,CRY,3,MID,4.9,2.0,1.8,32,100.0,Available,0.0,27,26,2.21226,0.85294,2.22825,0.85294,2.37871,0.85294,2.27049,0.85294,2.34088,0.85294,2.43196,0.85294,2.37213,0.85294,2.33033,0.85294,2.21674,0.85294,2.18702,0.85294,2.37327,0.85294,2.31249,0.85294,2.39552,0.85294,2.31448,0.85294,2.28838,0.85294
Johnstone,8,CRY,1,GKP,4.5,0.0,3.5,56,100.0,Available,2.2,419,4914,3.48013,0.1,3.62937,0.1,3.39677,0.1,3.38908,0.1,3.36432,0.1,3.2499,0.1,3.49501,0.1,3.45281,0.1,3.51729,0.1,3.50142,0.1,3.65494,0.1,3.36353,0.1,3.52783,0.1,3.5108,0.1,3.37069,0.1
Lerma,8,CRY,3,MID,4.7,1.7,2.3,41,100.0,Available,0.1,51,117,3.31358,0.93651,3.31173,0.93651,3.6058,0.93651,3.4033,0.93651,3.53599,0.93651,3.71021,0.93651,3.59576,0.93651,3.51579,0.93651,3.2985,0.93651,3.24165,0.93651,3.59794,0.93651,3.48166,0.93651,3.64051,0.93651,3.48547,0.93651,3.43554,0.93651
Mateta,8,CRY,4,FWD,4.9,3.3,2.9,58,,Available,0.6,676,2815,2.38053,0.93115,2.67971,0.93115,2.77994,0.93115,2.6365,0.93115,2.94991,0.93115,2.77374,0.93115,2.55187,0.93115,2.51999,0.93115,2.40296,0.93115,2.31127,0.93115,2.65641,0.93115,2.60052,0.93115,2.56082,0.93115,2.6206,0.93115,2.51981,0.93115
Matthews,8,CRY,1,GKP,3.9,0.0,1.0,1,,Available,0.1,28,61,3.07482,0.0024,3.20563,0.0024,3.00177,0.0024,2.99504,0.0024,2.97333,0.0024,2.87305,0.0024,3.08787,0.0024,3.05089,0.0024,3.1074,0.0024,3.09349,0.0024,3.22803,0.0024,2.97264,0.0024,3.11663,0.0024,3.10171,0.0024,2.97891,0.0024
Mitchell,8,CRY,2,DEF,4.6,0.3,2.9,63,100.0,Available,3.2,1420,11337,2.62119,0.93847,2.78013,0.93847,3.53208,0.93847,2.66167,0.93847,3.60889,0.93847,3.18771,0.93847,3.45596,0.93847,3.17956,0.93847,2.4566,0.93847,2.21132,0.93847,3.28402,0.93847,3.1554,0.93847,3.21866,0.93847,3.26413,0.93847,3.08678,0.93847
O'Brien,8,CRY,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olise,8,CRY,3,MID,5.9,5.7,6.5,72,25.0,Doubtful,1.9,5748,36161,4.33809,0.08,4.16476,0.31,4.52362,0.64,4.16247,0.84588,4.3889,0.90965,4.65233,0.93793,4.47928,0.93793,4.35836,0.93793,4.02981,0.93793,3.94385,0.93793,4.48257,0.93793,4.30676,0.93793,4.54694,0.93793,4.31252,0.93793,4.23702,0.93793
Plange,8,CRY,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.Richards,8,CRY,2,DEF,3.9,0.3,0.9,13,,Available,0.6,450,749,1.96727,0.89924,2.07983,0.89924,2.61117,0.89924,1.98571,0.89924,2.66108,0.89924,2.36031,0.89924,2.55187,0.89924,2.35448,0.89924,1.8382,0.89924,1.66304,0.89924,2.42908,0.89924,2.33723,0.89924,2.38241,0.89924,2.41488,0.89924,2.28823,0.89924
Riedewald,8,CRY,3,MID,4.3,0.0,1.8,7,100.0,Available,0.1,76,82,1.42295,0.08738,1.39957,0.08738,1.46062,0.08738,1.39355,0.08738,1.42396,0.08738,1.47084,0.08738,1.44004,0.08738,1.41852,0.08738,1.36006,0.08738,1.34476,0.08738,1.44063,0.08738,1.40934,0.08738,1.45208,0.08738,1.41037,0.08738,1.39693,0.08738
Schlupp,8,CRY,3,MID,4.9,1.3,2.4,47,100.0,Available,0.1,42,182,2.80454,0.88261,2.86049,0.88261,3.131,0.88261,2.99362,0.88261,3.11721,0.88261,3.26159,0.88261,3.16674,0.88261,3.10047,0.88261,2.9204,0.88261,2.87329,0.88261,3.16855,0.88261,3.07219,0.88261,3.20383,0.88261,3.07535,0.88261,3.03397,0.88261
Tomkins,8,CRY,2,DEF,4.0,0.0,0.5,1,100.0,Available,0.4,80,233,1.14006,0.14533,1.2017,0.14533,1.59666,0.14533,1.09494,0.14533,1.60516,0.14533,1.37427,0.14533,1.52132,0.14533,1.3698,0.14533,0.97347,0.14533,0.83901,0.14533,1.42707,0.14533,1.35656,0.14533,1.39124,0.14533,1.41616,0.14533,1.31894,0.14533
Ward,8,CRY,2,DEF,4.5,0.0,2.2,36,50.0,Doubtful,0.2,11,217,2.45568,0.30988,2.52244,0.63976,3.16379,0.82138,2.29889,0.87088,3.17845,0.8879,2.78042,0.8879,3.03393,0.8879,2.77272,0.8879,2.0895,0.8879,1.85771,0.8879,2.87144,0.8879,2.74989,0.8879,2.80967,0.8879,2.85264,0.8879,2.68504,0.8879
Whitworth,8,CRY,1,GKP,3.9,0.0,0.0,0,,Available,1.0,324,356,3.09352,0.002,3.22575,0.002,3.01967,0.002,3.01286,0.002,2.99092,0.002,2.88955,0.002,3.10671,0.002,3.06932,0.002,3.12645,0.002,3.11239,0.002,3.2484,0.002,2.99022,0.002,3.13578,0.002,3.1207,0.002,2.99657,0.002
Henderson,8,CRY,1,GKP,4.4,0.0,1.3,9,100.0,Available,0.3,436,803,3.18954,0.9,3.32816,0.9,3.11212,0.9,3.10498,0.9,3.08197,0.9,2.9757,0.9,3.20336,0.9,3.16417,0.9,3.22406,0.9,3.20931,0.9,3.3519,0.9,3.08124,0.9,3.23384,0.9,3.21803,0.9,3.08789,0.9
Matheus França,8,CRY,3,MID,4.8,0.3,0.9,6,100.0,Available,0.0,11,12,1.46821,0.61384,1.49794,0.61384,1.61735,0.61384,1.53946,0.61384,1.59497,0.61384,1.65912,0.61384,1.61698,0.61384,1.58753,0.61384,1.50752,0.61384,1.48659,0.61384,1.61778,0.61384,1.57496,0.61384,1.63346,0.61384,1.57637,0.61384,1.55798,0.61384
Rak-Sakyi,8,CRY,3,MID,4.5,0.0,1.3,8,75.0,Doubtful,0.0,9,17,1.24937,0.0353,1.22746,0.04688,1.28467,0.0524,1.22183,0.05516,1.25032,0.05516,1.29424,0.05516,1.26538,0.05516,1.24522,0.05516,1.19045,0.05516,1.17611,0.05516,1.26593,0.05516,1.23662,0.05516,1.27667,0.05516,1.23758,0.05516,1.22499,0.05516
Gordon,8,CRY,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,17,1.46622,0.0,1.57687,0.0,1.54499,0.0,1.43639,0.0,1.55318,0.0,1.55676,0.0,1.56043,0.0,1.5385,0.0,1.41917,0.0,1.42011,0.0,1.58793,0.0,1.6706,0.0,1.56553,0.0,1.47666,0.0,1.53287,0.0
Ola-Adebomi,8,CRY,4,FWD,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ozoh,8,CRY,3,MID,4.5,0.7,0.8,5,,Available,0.0,24,15,1.08897,0.47162,1.10835,0.47162,1.19182,0.47162,1.15997,0.47162,1.18304,0.47162,1.21862,0.47162,1.19525,0.47162,1.17892,0.47162,1.13454,0.47162,1.12293,0.47162,1.19569,0.47162,1.17195,0.47162,1.20439,0.47162,1.17273,0.47162,1.16253,0.47162
Raymond,8,CRY,3,MID,4.5,0.0,0.0,0,,Available,0.0,10,10,1.27456,0.00336,1.25235,0.00336,1.31036,0.00336,1.24663,0.00336,1.27552,0.00336,1.32007,0.00336,1.2908,0.00336,1.27036,0.00336,1.21481,0.00336,1.20027,0.00336,1.29136,0.00336,1.26163,0.00336,1.30225,0.00336,1.26261,0.00336,1.24984,0.00336
Adaramola,8,CRY,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,50,1.49607,0.0,1.60041,0.0,2.05816,0.0,1.44877,0.0,2.07694,0.0,1.79874,0.0,1.89725,0.0,1.77262,0.0,1.28971,0.0,1.13426,0.0,1.85326,0.0,1.73351,0.0,1.78015,0.0,1.84416,0.0,1.70087,0.0
Muñoz,8,CRY,2,DEF,4.5,-0.5,-1.0,-1,,Available,0.0,204,121,2.33445,0.73747,2.41363,0.73747,3.05043,0.73747,2.22548,0.73747,3.09345,0.73747,2.70719,0.73747,2.9532,0.73747,2.69971,0.73747,2.03668,0.73747,1.81173,0.73747,2.79551,0.73747,2.67755,0.73747,2.73557,0.73747,2.77726,0.73747,2.61462,0.73747
Wharton,8,CRY,3,MID,5.0,2.0,2.0,2,,Available,0.0,179,21,2.39326,0.71054,2.36993,0.71054,2.51629,0.71054,2.40515,0.71054,2.48991,0.71054,2.58413,0.71054,2.52224,0.71054,2.47899,0.71054,2.36148,0.71054,2.33073,0.71054,2.52341,0.71054,2.46053,0.71054,2.54644,0.71054,2.46259,0.71054,2.43559,0.71054
André Gomes,9,EVE,3,MID,4.4,0.0,3.0,9,0.0,Injured,0.1,12,281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branthwaite,9,EVE,2,DEF,4.1,6.3,3.2,64,100.0,Available,3.8,31664,3202,2.18654,0.90693,3.29783,0.90693,2.52327,0.90693,2.96984,0.90693,2.54315,0.90693,2.44039,0.90693,2.81058,0.90693,2.16648,0.90693,3.19591,0.90693,2.21566,0.90693,3.09031,0.90693,2.93627,0.90693,2.54682,0.90693,3.32796,0.90693,2.15756,0.90693
Calvert-Lewin,9,EVE,4,FWD,5.8,3.0,2.8,54,100.0,Available,0.8,1462,3183,3.98023,0.94053,4.28805,0.94053,4.21838,0.94053,4.43726,0.94053,3.95959,0.94053,4.14896,0.94053,4.13901,0.94053,4.27011,0.94053,4.65939,0.94053,4.23925,0.94053,4.92116,0.94053,4.10649,0.94053,4.23795,0.94053,4.4237,0.94053,3.70957,0.94053
Coleman,9,EVE,2,DEF,4.4,2.3,3.5,14,100.0,Available,0.0,143,69,1.42545,0.88366,2.35405,0.88366,1.823,0.88366,2.22613,0.88366,1.97478,0.88366,1.89605,0.88366,2.17968,0.88366,1.68617,0.88366,2.47493,0.88366,1.72386,0.88366,2.39402,0.88366,2.27599,0.88366,1.97759,0.88366,2.57611,0.88366,1.67934,0.88366
Dele,9,EVE,3,MID,4.8,0.0,0.0,0,0.0,Injured,0.0,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.Doucoure,9,EVE,3,MID,5.5,1.0,4.4,79,50.0,Doubtful,0.5,92,2496,3.3323,0.31,3.88719,0.64,3.71718,0.85384,3.96794,0.90665,3.81283,0.9263,3.88442,0.9263,3.86241,0.9263,3.668,0.9263,4.0634,0.9263,3.64943,0.9263,4.11542,0.9263,3.96698,0.9263,3.9096,0.9263,4.04198,0.9263,3.53494,0.9263
Garner,9,EVE,3,MID,4.9,2.3,2.5,56,100.0,Available,0.1,147,271,2.94707,0.92127,3.43554,0.92127,3.33061,0.92127,3.56697,0.92127,3.46568,0.92127,3.52176,0.92127,3.50452,0.92127,3.35223,0.92127,3.66196,0.92127,3.33768,0.92127,3.70271,0.92127,3.58643,0.92127,3.54148,0.92127,3.64518,0.92127,3.248,0.92127
Gbamin,9,EVE,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Godfrey,9,EVE,2,DEF,4.3,1.7,3.0,12,,Available,0.1,114,109,1.80757,0.43519,2.85966,0.43519,2.08536,0.43519,2.52486,0.43519,2.16795,0.43519,2.06718,0.43519,2.43022,0.43519,1.79856,0.43519,2.8081,0.43519,1.84679,0.43519,2.70454,0.43519,2.55348,0.43519,2.17155,0.43519,2.93761,0.43519,1.78981,0.43519
Gray,9,EVE,3,MID,5.3,0.0,0.0,0,0.0,Unavailable,0.1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
