id,code,event,finished,finished_provisional,team_a,team_a_score,team_h,team_h_score,kickoff_time,minutes,provisional_start_time,started,team_a_name,team_h_name
275,2367812,28.0,False,False,15,,7,,2024-03-09T15:00:00Z,0,False,False,Newcastle,Chelsea
276,2367813,28.0,False,False,12,,8,,2024-03-09T15:00:00Z,0,False,False,Luton,Crystal Palace
277,2367814,28.0,False,False,13,,11,,2024-03-09T15:00:00Z,0,False,False,Man City,Liverpool
278,2367815,28.0,False,False,9,,14,,2024-03-09T15:00:00Z,0,False,False,Everton,Man Utd
279,2367816,28.0,False,False,6,,19,,2024-03-09T15:00:00Z,0,False,False,Burnley,West Ham
280,2367817,28.0,False,False,10,,20,,2024-03-09T15:00:00Z,0,False,False,Fulham,Wolves
281,2367818,29.0,False,False,7,,1,,2024-03-16T15:00:00Z,0,False,False,Chelsea,Arsenal
282,2367819,29.0,False,False,13,,5,,2024-03-16T15:00:00Z,0,False,False,Man City,Brighton
283,2367820,29.0,False,False,4,,6,,2024-03-16T15:00:00Z,0,False,False,Brentford,Burnley
284,2367821,29.0,False,False,15,,8,,2024-03-16T15:00:00Z,0,False,False,Newcastle,Crystal Palace
285,2367822,29.0,False,False,11,,9,,2024-03-16T15:00:00Z,0,False,False,Liverpool,Everton
286,2367823,29.0,False,False,18,,10,,2024-03-16T15:00:00Z,0,False,False,Spurs,Fulham
287,2367824,29.0,False,False,16,,12,,2024-03-16T15:00:00Z,0,False,False,Nott'm Forest,Luton
288,2367825,29.0,False,False,17,,14,,2024-03-16T15:00:00Z,0,False,False,Sheffield Utd,Man Utd
289,2367826,29.0,False,False,2,,19,,2024-03-16T15:00:00Z,0,False,False,Aston Villa,West Ham
290,2367827,29.0,False,False,3,,20,,2024-03-16T15:00:00Z,0,False,False,Bournemouth,Wolves
291,2367829,30.0,False,False,20,,2,,2024-03-30T15:00:00Z,0,False,False,Wolves,Aston Villa
292,2367828,30.0,False,False,9,,3,,2024-03-30T15:00:00Z,0,False,False,Everton,Bournemouth
293,2367830,30.0,False,False,14,,4,,2024-03-30T15:00:00Z,0,False,False,Man Utd,Brentford
294,2367831,30.0,False,False,6,,7,,2024-03-30T15:00:00Z,0,False,False,Burnley,Chelsea
295,2367832,30.0,False,False,5,,11,,2024-03-30T15:00:00Z,0,False,False,Brighton,Liverpool
296,2367833,30.0,False,False,1,,13,,2024-03-30T15:00:00Z,0,False,False,Arsenal,Man City
297,2367834,30.0,False,False,19,,15,,2024-03-30T15:00:00Z,0,False,False,West Ham,Newcastle
298,2367835,30.0,False,False,8,,16,,2024-03-30T15:00:00Z,0,False,False,Crystal Palace,Nott'm Forest
299,2367836,30.0,False,False,10,,17,,2024-03-30T15:00:00Z,0,False,False,Fulham,Sheffield Utd
300,2367837,30.0,False,False,12,,18,,2024-03-30T15:00:00Z,0,False,False,Luton,Spurs
301,2367839,31.0,False,False,12,,1,,2024-04-02T18:45:00Z,0,False,False,Luton,Arsenal
302,2367838,31.0,False,False,8,,3,,2024-04-02T18:45:00Z,0,False,False,Crystal Palace,Bournemouth
303,2367840,31.0,False,False,5,,4,,2024-04-02T18:45:00Z,0,False,False,Brighton,Brentford
304,2367841,31.0,False,False,20,,6,,2024-04-02T18:45:00Z,0,False,False,Wolves,Burnley
305,2367842,31.0,False,False,10,,16,,2024-04-02T18:45:00Z,0,False,False,Fulham,Nott'm Forest
306,2367843,31.0,False,False,18,,19,,2024-04-02T18:45:00Z,0,False,False,Spurs,West Ham
307,2367844,31.0,False,False,14,,7,,2024-04-03T18:45:00Z,0,False,False,Man Utd,Chelsea
310,2367847,31.0,False,False,9,,15,,2024-04-03T18:45:00Z,0,False,False,Everton,Newcastle
308,2367845,31.0,False,False,17,,11,,2024-04-03T19:00:00Z,0,False,False,Sheffield Utd,Liverpool
309,2367846,31.0,False,False,2,,13,,2024-04-03T19:00:00Z,0,False,False,Aston Villa,Man City
311,2367848,32.0,False,False,4,,2,,2024-04-06T14:00:00Z,0,False,False,Brentford,Aston Villa
312,2367849,32.0,False,False,1,,5,,2024-04-06T14:00:00Z,0,False,False,Arsenal,Brighton
313,2367850,32.0,False,False,13,,8,,2024-04-06T14:00:00Z,0,False,False,Man City,Crystal Palace
314,2367851,32.0,False,False,6,,9,,2024-04-06T14:00:00Z,0,False,False,Burnley,Everton
315,2367852,32.0,False,False,15,,10,,2024-04-06T14:00:00Z,0,False,False,Newcastle,Fulham
316,2367853,32.0,False,False,3,,12,,2024-04-06T14:00:00Z,0,False,False,Bournemouth,Luton
317,2367854,32.0,False,False,11,,14,,2024-04-06T14:00:00Z,0,False,False,Liverpool,Man Utd
318,2367855,32.0,False,False,7,,17,,2024-04-06T14:00:00Z,0,False,False,Chelsea,Sheffield Utd
319,2367856,32.0,False,False,16,,18,,2024-04-06T14:00:00Z,0,False,False,Nott'm Forest,Spurs
320,2367857,32.0,False,False,19,,20,,2024-04-06T14:00:00Z,0,False,False,West Ham,Wolves
321,2367859,33.0,False,False,2,,1,,2024-04-13T14:00:00Z,0,False,False,Aston Villa,Arsenal
322,2367858,33.0,False,False,14,,3,,2024-04-13T14:00:00Z,0,False,False,Man Utd,Bournemouth
323,2367860,33.0,False,False,17,,4,,2024-04-13T14:00:00Z,0,False,False,Sheffield Utd,Brentford
324,2367861,33.0,False,False,5,,6,,2024-04-13T14:00:00Z,0,False,False,Brighton,Burnley
325,2367862,33.0,False,False,9,,7,,2024-04-13T14:00:00Z,0,False,False,Everton,Chelsea
326,2367863,33.0,False,False,8,,11,,2024-04-13T14:00:00Z,0,False,False,Crystal Palace,Liverpool
327,2367864,33.0,False,False,12,,13,,2024-04-13T14:00:00Z,0,False,False,Luton,Man City
328,2367865,33.0,False,False,18,,15,,2024-04-13T14:00:00Z,0,False,False,Spurs,Newcastle
329,2367866,33.0,False,False,20,,16,,2024-04-13T14:00:00Z,0,False,False,Wolves,Nott'm Forest
330,2367867,33.0,False,False,10,,19,,2024-04-13T14:00:00Z,0,False,False,Fulham,West Ham
331,2367868,34.0,False,False,3,,2,,2024-04-20T14:00:00Z,0,False,False,Bournemouth,Aston Villa
332,2367869,34.0,False,False,7,,5,,2024-04-20T14:00:00Z,0,False,False,Chelsea,Brighton
333,2367870,34.0,False,False,19,,8,,2024-04-20T14:00:00Z,0,False,False,West Ham,Crystal Palace
334,2367871,34.0,False,False,16,,9,,2024-04-20T14:00:00Z,0,False,False,Nott'm Forest,Everton
335,2367872,34.0,False,False,11,,10,,2024-04-20T14:00:00Z,0,False,False,Liverpool,Fulham
336,2367873,34.0,False,False,4,,12,,2024-04-20T14:00:00Z,0,False,False,Brentford,Luton
337,2367874,34.0,False,False,15,,14,,2024-04-20T14:00:00Z,0,False,False,Newcastle,Man Utd
338,2367875,34.0,False,False,6,,17,,2024-04-20T14:00:00Z,0,False,False,Burnley,Sheffield Utd
339,2367876,34.0,False,False,13,,18,,2024-04-20T14:00:00Z,0,False,False,Man City,Spurs
340,2367877,34.0,False,False,1,,20,,2024-04-20T14:00:00Z,0,False,False,Arsenal,Wolves
341,2367879,35.0,False,False,7,,2,,2024-04-27T14:00:00Z,0,False,False,Chelsea,Aston Villa
342,2367878,35.0,False,False,5,,3,,2024-04-27T14:00:00Z,0,False,False,Brighton,Bournemouth
343,2367880,35.0,False,False,4,,9,,2024-04-27T14:00:00Z,0,False,False,Brentford,Everton
344,2367881,35.0,False,False,8,,10,,2024-04-27T14:00:00Z,0,False,False,Crystal Palace,Fulham
345,2367882,35.0,False,False,6,,14,,2024-04-27T14:00:00Z,0,False,False,Burnley,Man Utd
346,2367883,35.0,False,False,17,,15,,2024-04-27T14:00:00Z,0,False,False,Sheffield Utd,Newcastle
347,2367884,35.0,False,False,13,,16,,2024-04-27T14:00:00Z,0,False,False,Man City,Nott'm Forest
348,2367885,35.0,False,False,1,,18,,2024-04-27T14:00:00Z,0,False,False,Arsenal,Spurs
349,2367886,35.0,False,False,11,,19,,2024-04-27T14:00:00Z,0,False,False,Liverpool,West Ham
350,2367887,35.0,False,False,12,,20,,2024-04-27T14:00:00Z,0,False,False,Luton,Wolves
351,2367888,36.0,False,False,3,,1,,2024-05-04T14:00:00Z,0,False,False,Bournemouth,Arsenal
352,2367889,36.0,False,False,10,,4,,2024-05-04T14:00:00Z,0,False,False,Fulham,Brentford
353,2367890,36.0,False,False,2,,5,,2024-05-04T14:00:00Z,0,False,False,Aston Villa,Brighton
354,2367891,36.0,False,False,15,,6,,2024-05-04T14:00:00Z,0,False,False,Newcastle,Burnley
355,2367892,36.0,False,False,19,,7,,2024-05-04T14:00:00Z,0,False,False,West Ham,Chelsea
356,2367893,36.0,False,False,14,,8,,2024-05-04T14:00:00Z,0,False,False,Man Utd,Crystal Palace
357,2367894,36.0,False,False,18,,11,,2024-05-04T14:00:00Z,0,False,False,Spurs,Liverpool
358,2367895,36.0,False,False,9,,12,,2024-05-04T14:00:00Z,0,False,False,Everton,Luton
359,2367896,36.0,False,False,20,,13,,2024-05-04T14:00:00Z,0,False,False,Wolves,Man City
360,2367897,36.0,False,False,16,,17,,2024-05-04T14:00:00Z,0,False,False,Nott'm Forest,Sheffield Utd
361,2367899,37.0,False,False,11,,2,,2024-05-11T14:00:00Z,0,False,False,Liverpool,Aston Villa
362,2367898,37.0,False,False,4,,3,,2024-05-11T14:00:00Z,0,False,False,Brentford,Bournemouth
363,2367900,37.0,False,False,17,,9,,2024-05-11T14:00:00Z,0,False,False,Sheffield Utd,Everton
364,2367901,37.0,False,False,13,,10,,2024-05-11T14:00:00Z,0,False,False,Man City,Fulham
365,2367902,37.0,False,False,1,,14,,2024-05-11T14:00:00Z,0,False,False,Arsenal,Man Utd
366,2367903,37.0,False,False,5,,15,,2024-05-11T14:00:00Z,0,False,False,Brighton,Newcastle
367,2367904,37.0,False,False,7,,16,,2024-05-11T14:00:00Z,0,False,False,Chelsea,Nott'm Forest
368,2367905,37.0,False,False,6,,18,,2024-05-11T14:00:00Z,0,False,False,Burnley,Spurs
369,2367906,37.0,False,False,12,,19,,2024-05-11T14:00:00Z,0,False,False,Luton,West Ham
370,2367907,37.0,False,False,8,,20,,2024-05-11T14:00:00Z,0,False,False,Crystal Palace,Wolves
371,2367908,38.0,False,False,9,,1,,2024-05-19T15:00:00Z,0,False,False,Everton,Arsenal
372,2367909,38.0,False,False,15,,4,,2024-05-19T15:00:00Z,0,False,False,Newcastle,Brentford
373,2367910,38.0,False,False,14,,5,,2024-05-19T15:00:00Z,0,False,False,Man Utd,Brighton
374,2367911,38.0,False,False,16,,6,,2024-05-19T15:00:00Z,0,False,False,Nott'm Forest,Burnley
375,2367912,38.0,False,False,3,,7,,2024-05-19T15:00:00Z,0,False,False,Bournemouth,Chelsea
376,2367913,38.0,False,False,2,,8,,2024-05-19T15:00:00Z,0,False,False,Aston Villa,Crystal Palace
377,2367914,38.0,False,False,20,,11,,2024-05-19T15:00:00Z,0,False,False,Wolves,Liverpool
378,2367915,38.0,False,False,10,,12,,2024-05-19T15:00:00Z,0,False,False,Fulham,Luton
379,2367916,38.0,False,False,19,,13,,2024-05-19T15:00:00Z,0,False,False,West Ham,Man City
380,2367917,38.0,False,False,18,,17,,2024-05-19T15:00:00Z,0,False,False,Spurs,Sheffield Utd
