ID,Name,Team,Pos,Price,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
494,Bryan,TOT,MID,4.9,1.72882,0.20455,0.35364,1.61507,0.20455,0.33037,1.74604,0.20455,0.35716,1.56437,0.20455,0.32,0,0,0,1.55793,0.20455,0.31868,1.55639,0.20455,0.31837,1.77638,0.20455,0.36337,1.77218,0.20455,0.36251,3.1641,0.20455,0.64723
495,Davies,TOT,DEF,4.3,3.13457,0.33892,1.06238,2.1135,0.33892,0.71631,2.6488,0.33892,0.89773,1.54524,0.33892,0.52372,0,0,0,1.94819,0.33892,0.66028,1.55487,0.33892,0.52698,3.3362,0.33892,1.13071,2.61559,0.33892,0.88648,3.46825,0.33892,1.17547
496,Dier,TOT,DEF,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,E.Royal,TOT,DEF,4.3,2.50805,0.39834,0.99905,1.77077,0.39834,0.70536,2.15272,0.39834,0.85751,1.31481,0.39834,0.52374,0,0,0,1.62076,0.39834,0.64561,1.32212,0.39834,0.52665,2.67466,0.39834,1.06542,2.12751,0.39834,0.84747,2.91645,0.39834,1.16173
498,Forster,TOT,GK,3.8,0,0,0,0,0,0,2.98927,0.0006,0.00179,2.55964,0.00012,0.00031,0,0,0,2.53812,0.00015,0.00039,3.05944,0.00015,0.00047,2.99698,0.06003,0.1799,2.94061,0.06003,0.17651,5.6044,0.06003,0.33641
499,Højbjerg,TOT,MID,5.2,1.90337,0.94087,1.79084,1.88299,0.94087,1.77166,2.09281,0.94087,1.96907,1.95087,0.94087,1.83552,0,0,0,1.96421,0.94087,1.84808,1.96261,0.94087,1.84657,2.19188,0.94087,2.06228,2.1875,0.94087,2.05816,3.97871,0.94087,3.74347
500,Kane,TOT,FWD,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Kulusevski,TOT,MID,6.8,3.376,0.91499,3.08899,3.10325,0.91499,2.83943,3.50493,0.91499,3.20696,3.09665,0.91499,2.83339,0,0,0,3.11484,0.91499,2.85004,3.11098,0.91499,2.8465,3.66481,0.91499,3.35325,3.65424,0.91499,3.34358,6.35116,0.91499,5.81122
502,Lloris,TOT,GK,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,"Lo Celso",TOT,MID,4.8,1.62829,0.75747,1.23337,1.59098,0.75747,1.20511,1.77892,0.75747,1.34747,1.62286,0.75747,1.22926,0,0,0,1.64171,0.75747,1.24354,1.64018,0.75747,1.24238,1.85978,0.75747,1.40872,1.85559,0.75747,1.40555,3.3316,0.75747,2.52357
504,Maddison,TOT,MID,8,4.06809,0.93972,3.82287,3.70595,0.93972,3.48256,4.21293,0.93972,3.95898,3.54113,0.93972,3.32768,0,0,0,3.55713,0.93972,3.34271,3.55144,0.93972,3.33736,4.3667,0.93972,4.10348,4.35114,0.93972,4.08886,7.29306,0.93972,6.85345
505,Ndombele,TOT,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,"Pedro Porro",TOT,DEF,5.8,3.90458,0.938,3.66249,2.63446,0.938,2.47112,3.46236,0.938,3.24769,1.99548,0.938,1.87176,0,0,0,2.61603,0.938,2.45383,2.06529,0.938,1.93724,4.55957,0.938,4.27687,3.55054,0.938,3.33041,4.63258,0.938,4.34535
507,Perišić,TOT,DEF,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Reguilón,BRE,DEF,4.4,0,0,0,1.28771,0.79164,1.01941,1.39087,0.79164,1.10107,2.51974,0.79164,1.99474,1.74028,0.79164,1.37768,1.81441,0.79164,1.43637,2.3691,0.79164,1.87548,1.83102,0.79164,1.44951,2.07292,0.79164,1.64101,0,0,0
509,Richarlison,TOT,MID,6.9,3.65097,0.93296,3.40621,3.33352,0.93296,3.11004,3.78188,0.93296,3.52834,3.22896,0.93296,3.01249,0,0,0,3.23725,0.93296,3.02022,3.23234,0.93296,3.01564,3.9369,0.93296,3.67297,3.92345,0.93296,3.66043,6.62903,0.93296,6.18462
510,Rodon,TOT,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Romero,TOT,DEF,5.1,3.01508,0.93482,2.81857,2.12413,0.93482,1.98569,2.57689,0.93482,2.40894,1.58781,0.93482,1.48433,0,0,0,1.96935,0.93482,1.841,1.60983,0.93482,1.50491,3.2381,0.93482,3.02706,2.57941,0.93482,2.41129,3.54736,0.93482,3.31617
512,Sánchez,TOT,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Sarr,TOT,MID,4.4,2.0003,0.93361,1.86749,1.94434,0.93361,1.81525,2.15678,0.93361,2.01358,1.96877,0.93361,1.83805,0,0,0,1.98828,0.93361,1.85627,1.98645,0.93361,1.85456,2.24913,0.93361,2.0998,2.24412,0.93361,2.09512,4.03418,0.93361,3.76632
514,Sessegnon,TOT,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Skipp,TOT,MID,4.5,1.58707,0.26794,0.42524,1.50252,0.26794,0.40258,1.59988,0.26794,0.42867,1.46482,0.26794,0.39248,0,0,0,1.46004,0.26794,0.3912,1.4589,0.26794,0.39089,1.62243,0.26794,0.43471,1.61931,0.26794,0.43387,2.95594,0.26794,0.792
516,Son,TOT,MID,10.1,4.90907,0.94242,4.62639,4.46798,0.94242,4.2107,5.00682,0.94242,4.71851,4.22779,0.94242,3.98435,0,0,0,4.22426,0.94242,3.98101,4.21778,0.94242,3.97491,5.14686,0.94242,4.85049,5.12913,0.94242,4.83378,8.65229,0.94242,8.15406
517,Spence,TOT,DEF,4,1.9745,0,0.00394,2.04887,0,0.00409,1.52524,0,0.00304,2.13563,0,0.00426,0,0,0,1.36617,0,0.00273,1.28229,0,0.00256,1.75616,0,0.00351,1.14245,0,0.00228,3.72598,0,0.00744
518,Tanganga,TOT,DEF,4,1.89528,0,0.10359,1.96694,0,0.10751,1.46248,0,0.07994,2.05189,0,0.11215,0,0,0,1.30964,0,0.07158,1.22819,0,0.06713,1.68494,0,0.09209,1.09343,0,0.05976,3.57563,0,0.19543
519,Udogie,TOT,DEF,5,3.12322,0.91911,2.87059,2.14381,0.91911,1.9704,2.79632,0.91911,2.57013,1.66692,0.91911,1.53209,0,0,0,2.15471,0.91911,1.98042,1.72633,0.91911,1.58669,3.66647,0.91911,3.3699,2.88161,0.91911,2.64852,3.84312,0.91911,3.53226
520,Vicario,TOT,GK,5.3,3.33797,0.94926,3.16859,3.16164,0.94926,3.00121,3.57901,0.94926,3.3974,3.04705,0.94926,2.89244,0,0,0,3.0204,0.94926,2.86714,3.6659,0.94926,3.47988,3.58857,0.94926,3.40647,3.51877,0.94926,3.34021,6.69478,0.94926,6.35506
521,Whiteman,TOT,GK,3.9,2.66375,0.00228,0.00606,2.52362,0.00228,0.00574,2.85529,0.00228,0.0065,2.43256,0.00228,0.00554,0,0,0,2.41138,0.00228,0.00549,2.92434,0.00228,0.00666,2.86288,0.00228,0.00652,2.80742,0.00228,0.00639,5.34246,0.00228,0.01216
522,N.Aguerd,WHU,DEF,4.4,1.86244,0.4837,0.90087,2.40662,0.4837,1.16409,2.65834,0.4837,1.28585,3.12133,0.4837,1.5098,2.84693,0.4837,1.37707,2.3109,0.4837,1.11779,2.05954,0.4837,0.9962,3.19997,0.4837,1.54783,1.59259,0.4837,0.77034,0,0,0
523,Antonio,WHU,FWD,5.7,2.30424,0.93308,2.15005,2.37457,0.93308,2.21566,2.37733,0.93308,2.21824,2.73038,0.93308,2.54766,2.2255,0.93308,2.07658,2.37048,0.93308,2.21185,2.40069,0.93308,2.24004,2.81881,0.93308,2.63018,2.13614,0.93308,1.99319,0,0,0
524,Areola,WHU,GK,4.3,2.98582,0.94928,2.83437,3.10505,0.94928,2.94755,3.36219,0.94928,3.19165,3.88659,0.94928,3.68944,3.51571,0.94928,3.33738,3.26116,0.94928,3.09574,3.18941,0.94928,3.02763,3.29998,0.94928,3.1326,2.76014,0.94928,2.62013,0,0,0
525,Benrahma,WHU,MID,5.6,3.04267,0,1.80633,3.19256,0,1.89531,3.16009,0,1.87603,3.41923,0,2.02988,3.06635,0,1.82039,3.1373,0,1.86251,3.02177,0,1.79392,3.20909,0,1.90513,2.83658,0,1.68398,0,0,0
526,Bowen,WHU,MID,8,3.64088,0.94121,3.42685,4.03711,0.94121,3.79979,4.13733,0.94121,3.89412,4.75817,0.94121,4.47846,4.18595,0.94121,3.93988,4.41326,0.94121,4.15383,4.14767,0.94121,3.90384,4.55033,0.94121,4.28284,3.62402,0.94121,3.41099,0,0,0
527,Cornet,WHU,MID,5.2,1.84065,0.33835,0.62279,1.96266,0.40602,0.79689,1.9595,0.40602,0.79561,2.19334,0.42858,0.94002,1.93514,0.42858,0.82936,2.03254,0.44212,0.89862,1.91873,0.44212,0.8483,2.09127,0.44212,0.92458,1.69436,0.44212,0.7491,0,0,0
528,Coufal,WHU,DEF,4.6,1.60118,0.9226,1.47726,2.0085,0.9226,1.85305,2.24574,0.9226,2.07193,2.58561,0.9226,2.3855,2.38854,0.9226,2.20367,2.0343,0.9226,1.87685,1.86819,0.9226,1.7236,2.62184,0.9226,2.41893,1.5596,0.9226,1.4389,0,0,0
529,Coventry,WHU,MID,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Cresswell,WHU,DEF,4.2,1.23917,0.46279,0.57348,1.85868,0.46279,0.86018,2.18274,0.46279,1.01016,2.72024,0.46279,1.25891,2.4724,0.46279,1.14421,1.93087,0.46279,0.89359,1.67693,0.46279,0.77607,2.82907,0.46279,1.30927,1.20518,0.46279,0.55775,0,0,0
531,Downes,WHU,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Emerson,WHU,DEF,4.4,1.59117,0.9294,1.47883,2.03056,0.9294,1.8872,2.29404,0.9294,2.13207,2.67089,0.9294,2.48232,2.48925,0.9294,2.3135,2.1071,0.9294,1.95834,1.9279,0.9294,1.79179,2.74094,0.9294,2.54742,1.59501,0.9294,1.4824,0,0,0
533,Fabianski,WHU,GK,4.2,2.78642,0.06112,0.17031,2.8901,0.06112,0.17665,3.1137,0.06112,0.19032,3.56971,0.06112,0.21819,3.2472,0.06112,0.19848,3.02585,0.06112,0.18495,2.96346,0.06112,0.18113,3.05961,0.06112,0.18701,2.59017,0.06112,0.15832,0,0,0
534,P.Fornals,WHU,MID,4.6,1.99785,0,1.23022,2.06908,0,1.27409,2.05365,0,1.26458,2.1768,0,1.34042,2.0091,0,1.23715,2.04282,0,1.25791,1.98792,0,1.22411,2.07694,0,1.27892,1.89991,0,1.16992,0,0,0
535,Ings,WHU,FWD,5.6,2.1213,0.34765,0.73748,2.15227,0.34765,0.74824,2.13656,0.34765,0.74278,2.49155,0.34765,0.86619,1.98772,0.34765,0.69104,2.13171,0.34765,0.74109,2.16171,0.34765,0.75152,2.57696,0.34765,0.89589,1.89897,0.34765,0.66018,0,0,0
536,Johnson,WHU,DEF,4.4,0.98171,0.7593,0.74541,1.37198,0.7593,1.04174,1.57727,0.7593,1.19762,1.8658,0.7593,1.4167,1.74227,0.7593,1.32291,1.46033,0.7593,1.10883,1.32812,0.7593,1.00844,1.92796,0.7593,1.4639,1.08252,0.7593,0.82195,0,0,0
537,Kehrer,WHU,DEF,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Mubama,WHU,FWD,4.1,1.26243,0.08269,0.1044,1.26941,0.08269,0.10497,1.25249,0.08269,0.10357,1.42531,0.08269,0.11786,1.16743,0.08269,0.09654,1.24112,0.08269,0.10263,1.25648,0.08269,0.1039,1.46902,0.08269,0.12148,1.122,0.08269,0.09278,0,0,0
539,L.Paquetá,WHU,MID,6,2.96309,0.93406,2.7677,3.18525,0.93406,2.97521,3.18607,0.93406,2.97597,3.57721,0.93406,3.34132,3.15949,0.93406,2.95115,3.32085,0.93406,3.10186,3.13232,0.93406,2.92576,3.41815,0.93406,3.19275,2.76061,0.93406,2.57857,0,0,0
540,Rice,ARS,MID,5.5,2.81882,0.94117,2.65298,3.38978,0.94117,3.19035,3.06614,0.94117,2.88576,3.12979,0.94117,2.94566,3.23744,0.94117,3.04697,3.14399,0.94117,2.95903,3.53607,0.94117,3.32804,3.17322,0.94117,2.98654,3.54002,0.94117,3.33176,3.36152,0.94117,3.16376
541,Scamacca,WHU,FWD,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Souček,WHU,MID,4.9,2.73685,0.94101,2.57541,2.9267,0.94101,2.75407,2.97222,0.94101,2.7969,3.29636,0.94101,3.10192,2.96028,0.94101,2.78566,3.08648,0.94101,2.90442,2.93902,0.94101,2.76566,3.16258,0.94101,2.97604,2.64829,0.94101,2.49208,0,0,0
543,Vlašić,WHU,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Zouma,WHU,DEF,4.5,1.60208,0.80089,1.28309,2.04443,0.80089,1.63737,2.26982,0.80089,1.81788,2.62295,0.80089,2.1007,2.45612,0.80089,1.96709,2.10035,0.80089,1.68216,1.93352,0.80089,1.54854,2.69044,0.80089,2.15475,1.6236,0.80089,1.30033,0,0,0
545,Aït-Nouri,WOL,DEF,4.5,1.81041,0.93591,1.69438,2.77927,0.93591,2.60114,2.39127,0.93591,2.238,2.60009,0.93591,2.43345,1.93168,0.93591,1.80787,3.09275,0.93591,2.89452,1.37626,0.93591,1.28805,3.25619,0.93591,3.04749,1.52695,0.93591,1.42908,2.52972,0.93591,2.36759
546,Bentley,WOL,GK,3.9,2.64256,0.062,0.16384,2.95993,0.062,0.18352,3.0618,0.062,0.18984,2.87512,0.062,0.17826,2.56559,0.062,0.15907,2.82225,0.062,0.17498,2.41821,0.062,0.14993,3.15091,0.062,0.19536,3.08728,0.062,0.19142,2.78814,0.062,0.17287
547,Bolla,WOL,DEF,4,2.10229,0,0.28201,1.50089,0,0.20134,2.11799,0,0.28412,1.97349,0,0.26473,1.85463,0,0.24879,1.73047,0,0.23213,2.02318,0,0.2714,1.08905,0,0.14609,1.86581,0,0.25029,1.11649,0,0.14977
548,H.Bueno,WOL,DEF,4.4,1.25374,0.34479,0.43228,1.79901,0.34479,0.62028,1.57758,0.34479,0.54393,1.68271,0.34479,0.58018,1.28567,0.34479,0.44329,1.94908,0.34479,0.67202,0.96833,0.34479,0.33387,2.04246,0.34479,0.70422,1.05442,0.34479,0.36355,1.62738,0.34479,0.5611
549,Chiquinho,WOL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Cundle,WOL,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Dawson,WOL,DEF,4.5,1.90558,0.63978,1.21915,2.66632,0.8347,2.22557,2.40916,0.89704,2.16112,2.54973,0.92418,2.35642,2.03327,0.92418,1.87911,2.89621,0.92418,2.67663,1.62046,0.92418,1.49761,3.01769,0.92418,2.7889,1.73246,0.92418,1.60111,2.47775,0.92418,2.2899
552,"Fábio Silva",WOL,FWD,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Giles,LUT,DEF,4.2,2.45515,0,0.97593,1.69309,0,0.67301,2.40106,0,0.95442,2.41099,0,0.95837,2.5439,0,1.0112,2.07526,0,0.82492,2.52613,0,1.00414,2.33229,0,0.92709,1.63008,0,0.64796,0,0,0
554,Guedes,WOL,MID,5.4,3.20472,0,0.01523,2.80837,0,0.01334,2.87789,0,0.01367,3.01055,0,0.0143,3.15076,0,0.01497,2.93814,0,0.01396,2.94725,0,0.014,2.64111,0,0.01255,2.9292,0,0.01392,2.71909,0,0.01292
555,Hodge,WOL,MID,4.4,1.12378,0,0.0023,1.02483,0,0.0021,1.05463,0,0.00216,1.08306,0,0.00222,1.08034,0,0.00221,1.03738,0,0.00212,1.06697,0,0.00218,0.98107,0,0.00201,1.07224,0,0.00219,1.00112,0,0.00205
556,Hoever,WOL,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,"Hee Chan",WOL,MID,5.5,0,0,0,0,0,0,0,0,0,3.12015,0.01,0.0312,2.8089,0.61817,1.73639,3.25208,0.7656,2.48978,2.57666,0.80246,2.06767,3.27368,0.80246,2.627,2.80493,0.82336,2.30947,3.39148,0.82336,2.79241
558,Raúl,FUL,FWD,5,2.47632,0.89538,2.21724,2.26661,0.89538,2.02947,2.49432,0.89538,2.23335,2.408,0.89538,2.15607,2.39929,0.89538,2.14827,2.434,0.89538,2.17935,2.34146,0.89538,2.09649,2.15781,0.89538,1.93206,2.67962,0.89538,2.39927,0,0,0
559,"João Gomes",WOL,MID,4.9,2.14244,0.81742,1.75128,2.24824,0.81742,1.83775,2.33353,0.81742,1.90747,2.31449,0.81742,1.89191,2.18981,0.81742,1.79,2.39663,0.81742,1.95905,2.08144,0.81742,1.70141,2.40671,0.81742,1.96729,2.18796,0.81742,1.78848,2.46168,0.81742,2.01223
560,J.Otto,WOL,DEF,4.3,2.24167,0,0.09389,1.75067,0,0.07333,2.322,0,0.09726,2.20496,0,0.09236,2.25697,0,0.09454,1.91112,0,0.08005,2.46938,0,0.10343,1.42274,0,0.05959,2.32005,0,0.09718,1.35503,0,0.05676
561,Jordão,WOL,MID,4.3,1.17176,0.00017,0.0002,1.21667,0.00017,0.00021,1.2437,0.00017,0.00021,1.22255,0.00017,0.00021,1.14501,0.00017,0.00019,1.25542,0.00017,0.00021,1.08715,0.00017,0.00019,1.2608,0.00017,0.00021,1.14402,0.00017,0.00019,1.29015,0.00017,0.00022
562,Kalajdžić,WOL,FWD,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Kilman,WOL,DEF,4.5,1.84316,0.9411,1.7346,2.58218,0.9411,2.4301,2.39611,0.9411,2.25498,2.57077,0.9411,2.41936,2.1486,0.9411,2.02205,2.93123,0.9411,2.75859,1.77422,0.9411,1.66972,3.0414,0.9411,2.86227,1.87579,0.9411,1.76531,2.55172,0.9411,2.40143
564,King,WOL,GK,3.9,2.66364,0.002,0.00533,3.00605,0.002,0.00602,3.11597,0.002,0.00624,2.91455,0.002,0.00583,2.58059,0.002,0.00517,2.8575,0.002,0.00572,2.42159,0.002,0.00485,3.2121,0.002,0.00643,3.14345,0.002,0.00629,2.82071,0.002,0.00565
565,"Mario Jr.",WOL,MID,4.9,2.60229,0.93838,2.44193,2.80324,0.93838,2.6305,2.91941,0.93838,2.73951,2.90236,0.93838,2.72351,2.68131,0.93838,2.51608,3.02107,0.93838,2.8349,2.50326,0.93838,2.349,3.03763,0.93838,2.85044,2.67826,0.93838,2.51322,3.12794,0.93838,2.93519
566,"Matheus N.",MCI,MID,4.7,1.9491,0.37217,0.7254,2.0256,0.37217,0.75387,2.07425,0.37217,0.77198,2.19611,0.37217,0.81733,0,0,0,2.1356,0.37217,0.79481,2.15071,0.37217,0.80044,2.12693,0.37217,0.79159,2.17454,0.37217,0.8093,4.05749,0.37217,1.5101
567,Neto,WOL,MID,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48427,0.01,0.02484,3.10485,0.75433,2.34208,2.6875,0.87741,2.35803,3.20973,0.87741,2.81623
568,Podence,WOL,MID,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,"José Sá",WOL,GK,5,3.07762,0.94931,2.92162,3.46097,0.94931,3.28553,3.58402,0.94931,3.40235,3.35853,0.94931,3.18829,2.98464,0.94931,2.83336,3.29466,0.94931,3.12766,2.80664,0.94931,2.66437,3.69165,0.94931,3.50453,3.61479,0.94931,3.43156,3.25347,0.94931,3.08855
570,Sarabia,WOL,MID,4.7,3.17716,0.92969,2.95376,3.371,0.92969,3.13398,3.48753,0.92969,3.24232,3.44439,0.92969,3.20221,3.15615,0.92969,2.93424,3.63546,0.92969,3.37984,2.90498,0.92969,2.70072,3.65882,0.92969,3.40156,3.15185,0.92969,2.93024,3.78622,0.92969,3.52
571,Šarkić,WOL,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,N.Semedo,WOL,DEF,4.5,1.57554,0.94107,1.4827,2.1574,0.94107,2.03028,2.01172,0.94107,1.89318,2.15064,0.94107,2.02391,1.81432,0.94107,1.70742,2.43169,0.94107,2.2884,1.519,0.94107,1.42949,2.5186,0.94107,2.37019,1.59912,0.94107,1.50489,2.13232,0.94107,2.00667
573,Toti,WOL,DEF,4.4,1.84439,0.94005,1.73382,2.69445,0.94005,2.53291,2.38148,0.94005,2.2387,2.53955,0.94005,2.38729,1.96881,0.94005,1.85077,2.95679,0.94005,2.77952,1.4962,0.94005,1.4065,3.09586,0.94005,2.91026,1.62442,0.94005,1.52703,2.4777,0.94005,2.32915
574,"Boubacar Traore",WOL,MID,4.3,1.05399,0.42282,0.44565,1.12187,0.42282,0.47435,1.15617,0.42282,0.48885,1.15939,0.42282,0.49021,1.10937,0.42282,0.46906,1.1806,0.42282,0.49918,1.07204,0.42282,0.45328,1.18407,0.42282,0.50065,1.10873,0.42282,0.46879,1.203,0.42282,0.50865
575,Lockyer,LUT,DEF,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Robinson,SHU,DEF,4.3,1.98147,0.94017,1.86291,1.44619,0.94017,1.35966,1.88809,0.94017,1.77512,1.86291,0.94017,1.75145,2.40766,0.94017,2.2636,1.58498,0.94017,1.49015,2.0919,0.94017,1.96674,1.94137,0.94017,1.82522,1.86632,0.94017,1.75466,1.81058,0.94017,1.70225
577,Ogbonna,WHU,DEF,4.3,1.14708,0.19053,0.21855,1.4786,0.19053,0.28172,1.65954,0.19053,0.31619,1.92161,0.19053,0.36612,1.78033,0.19053,0.3392,1.50434,0.19053,0.28662,1.37493,0.19053,0.26196,1.9621,0.19053,0.37384,1.13451,0.19053,0.21616,0,0,0
578,Nelson,ARS,MID,4.8,1.10614,0.68949,0.76267,1.34207,0.68949,0.92535,1.27703,0.68949,0.8805,1.31457,0.68949,0.90639,1.36062,0.68949,0.93814,1.33056,0.68949,0.91741,1.45669,0.68949,1.00437,1.33996,0.68949,0.92389,1.45796,0.68949,1.00525,1.40053,0.68949,0.96566
579,Lonergan,EVE,GK,3.9,2.93497,0.002,0.00587,2.60383,0.002,0.00521,3.07602,0.002,0.00615,2.76822,0.002,0.00554,3.06769,0.002,0.00614,2.75841,0.002,0.00552,2.95204,0.002,0.00591,3.08096,0.002,0.00616,2.78431,0.002,0.00557,2.82616,0.002,0.00565
580,Karius,NEW,GK,3.9,3.0966,0.00332,0.01028,3.24254,0.00332,0.01076,2.92396,0.00332,0.0097,2.69175,0.00332,0.00893,0,0,0,3.06252,0.00332,0.01016,2.9896,0.00332,0.00992,2.85528,0.00332,0.00947,2.7497,0.00332,0.00912,6.03896,0.00332,0.02004
581,Dummett,NEW,DEF,3.9,1.3198,0.00591,0.0078,1.74413,0.00591,0.01031,1.3901,0.00591,0.00822,1.12231,0.00591,0.00663,0,0,0,1.81859,0.00591,0.01075,1.57392,0.00591,0.0093,0.97853,0.00591,0.00578,1.14749,0.00591,0.00678,2.51688,0.00591,0.01488
582,Mpanzu,LUT,MID,4.7,1.59413,0.44561,0.71037,1.56522,0.59183,0.92634,1.85581,0.66146,1.22754,1.61496,0.69627,1.12445,1.84699,0.69627,1.28601,1.78527,0.69627,1.24303,1.91141,0.69627,1.33086,1.76104,0.69627,1.22616,1.92151,0.69627,1.33789,0,0,0
583,Solomon,TOT,MID,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Pau,AVL,DEF,4.6,2.37857,0.76038,1.80862,1.41449,0.76038,1.07555,2.57046,0.76038,1.95453,1.67763,0.76038,1.27564,2.5085,0.76038,1.90741,2.36672,0.76038,1.79961,1.97778,0.76038,1.50386,2.18769,0.76038,1.66348,2.66295,0.76038,2.02485,0,0,0
585,J.Timber,ARS,DEF,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Chong,LUT,MID,4.7,2.05914,0.89696,1.84697,1.95265,0.89696,1.75146,2.35168,0.89696,2.10937,1.94839,0.89696,1.74763,2.29134,0.89696,2.05525,2.20073,0.89696,1.97398,2.38591,0.89696,2.14007,2.16517,0.89696,1.94208,2.40072,0.89696,2.15336,0,0,0
587,Slimane,SHU,MID,4.7,1.7646,0.08822,0.15567,1.53073,0.18213,0.2788,1.67162,0.2419,0.40436,1.63751,0.27035,0.44271,1.74564,0.28458,0.49678,1.53852,0.28458,0.43784,1.716,0.28458,0.48834,1.63487,0.28458,0.46526,1.61673,0.28458,0.46009,1.58525,0.28458,0.45114
588,Young,EVE,DEF,4.4,1.84311,0.80403,1.48192,1.30383,0.80403,1.04832,2.71444,0.80403,2.1825,1.6383,0.80403,1.31725,2.23492,0.80403,1.79695,2.27232,0.80403,1.82702,1.91714,0.80403,1.54144,2.7,0.80403,2.17089,1.42903,0.80403,1.14899,1.85843,0.80403,1.49424
589,Ângelo,CHE,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Cunha,WOL,FWD,5.5,3.28307,0.63939,2.09917,3.30043,0.85194,2.81178,3.45854,0.90523,3.13076,3.26167,0.92522,3.01775,2.95034,0.92522,2.7297,4.10136,0.92522,3.79465,2.98586,0.92522,2.76257,3.41782,0.92522,3.16222,3.12645,0.92522,2.89264,3.2431,0.92522,3.00057
591,Willian,FUL,MID,5.3,3.55779,0.91948,3.27132,3.38142,0.91948,3.10915,3.68395,0.91948,3.38732,3.33466,0.91948,3.06616,3.57018,0.91948,3.28271,3.70025,0.91948,3.40231,3.50196,0.91948,3.21998,3.17673,0.91948,2.92094,3.63327,0.91948,3.34072,0,0,0
592,Larouci,SHU,DEF,4.3,2.13439,0.32356,0.69061,1.20351,0.32356,0.38941,1.78784,0.32356,0.57848,1.67314,0.32356,0.54136,2.46066,0.32356,0.79618,1.22195,0.32356,0.39538,1.98522,0.32356,0.64234,1.75857,0.32356,0.56901,1.64557,0.32356,0.53244,1.56164,0.32356,0.50529
