chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
100.0,100.0,192290,0,0,-2,2,0,2,0.5,-0.5,0,Connor,0.5,176,False,,2023-10-21T17:30:07.665681Z,43,192290.jpg,0.9,Roberts,0.2,False,,a,6,90,12,14989,17,31163,42,0.1,2.8,Roberts,817,0,1,0,23,0,0,0,3,1,0,0,111,142.8,104.1,12.0,25.7,8,0.00,0.35,0.35,19.91,277,111,213,53,402,145,311,111,,,,,,,0.0,0.0,0.04,0.04,2.19,2.53,603,138,260,85,486,160,354,137,0.88,0.0
,,44683,0,0,-2,2,0,4,0.0,-1.0,0,Jay,0.0,177,False,,,53,44683.jpg,2.5,Rodriguez,0.2,False,,a,6,90,33,51448,96,61266,341,0.0,6.2,Rodriguez,695,2,1,1,14,0,0,0,0,0,0,3,98,129.8,50.7,206.0,38.0,7,3.33,0.07,3.40,10.69,290,35,313,43,104,33,233,34,,,,,1.0,,0.43,0.0,0.01,0.44,1.38,1.81,128,37,751,87,236,35,307,48,0.91,0.13
50.0,75.0,103914,0,0,0,0,0,2,0.0,-0.8,0,Charlie,0.0,178,False,Shoulder injury - 50% chance of playing,2024-01-06T22:30:09.694018Z,40,103914.jpg,2.1,Taylor,4.6,False,,d,6,90,34,810489,231,441530,5144,0.0,8.5,Taylor,1440,1,1,2,28,0,0,0,6,0,0,1,226,274.8,126.9,30.0,43.4,16,0.13,0.55,0.68,26.57,145,54,177,38,326,108,207,59,,,,,,,0.01,0.0,0.03,0.04,1.66,1.75,659,168,378,127,271,88,78,26,1.0,0.12
0.0,0.0,461102,0,0,0,0,0,2,0.0,0.0,0,Bobby,0.0,179,False,Permanent transfer to Coventry,2023-07-24T09:55:44.165399Z,40,461102.jpg,0.0,Thomas,0.0,False,,u,6,90,0,0,0,1363,2,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,581,216,565,214,532,202,585,216,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,705,201,421,157,591,213,679,237,0.0,0.0
0.0,0.0,226473,0,0,-1,1,0,3,0.0,0.0,0,Scott,0.0,180,False,Season long loan to Hull,2023-08-21T08:28:24.720790Z,49,226473.jpg,0.0,Twine,0.0,False,,u,6,90,0,119,0,2683,0,0.0,0.0,Twine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,768,327,763,325,760,324,768,327,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,248,159,713,292,768,327,696,277,0.0,0.0
,,133085,0,0,-1,1,0,1,0.0,-1.0,0,Lawrence,0.0,181,False,,,39,133085.jpg,0.0,Vigouroux,0.3,False,,a,6,90,0,17223,38,15631,85,0.0,0.0,Vigouroux,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,517,42,498,22,462,12,520,42,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,762,72,347,31,527,41,295,42,0.0,0.0
100.0,100.0,441455,0,0,-1,1,0,2,1.5,0.5,1,Victor,1.5,182,False,,2023-08-31T02:00:07.534376Z,44,441455.jpg,1.8,da Silva,0.1,False,,a,6,90,29,11829,266,17685,97,0.3,6.6,Vitinho,1315,0,0,2,27,0,0,0,0,0,0,0,143,146.2,81.5,52.0,28.0,15,0.33,0.54,0.87,22.74,274,109,250,74,276,82,294,102,,,,,,,0.02,0.0,0.04,0.06,1.56,1.85,552,117,165,50,328,117,368,144,1.03,0.14
0.0,0.0,120202,0,0,0,0,0,4,0.0,0.0,0,Wout,0.0,183,False,On loan to Hoffenheim,2023-08-10T13:52:51.426276Z,55,120202.jpg,0.0,Weghorst,0.0,False,,u,6,90,0,0,0,14946,2,0.0,0.0,Weghorst,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,788,96,788,96,786,96,788,96,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100,30,765,89,788,96,546,75,0.0,0.0
100.0,100.0,511783,0,0,-4,4,0,3,0.5,-0.5,1,Anass,0.5,184,False,,2023-08-12T08:00:06.224285Z,46,511783.jpg,0.7,Zaroury,0.0,False,,a,6,90,4,1919,12,12393,6,0.1,0.9,Zaroury,149,0,0,0,4,0,0,0,0,1,0,0,10,6.8,36.3,19.0,5.6,1,0.16,0.11,0.27,3.36,467,209,345,180,371,187,433,199,5.0,,,,,,0.1,0.0,0.07,0.17,2.03,2.42,348,222,290,129,507,239,578,213,0.6,0.0
100.0,100.0,520295,0,0,0,0,0,4,2.0,1.0,4,David Datro,2.0,200,False,,2023-07-11T09:30:03.546600Z,50,520295.jpg,4.0,Fofana,0.0,False,,a,6,90,4,685,320,462,30,0.4,0.8,D.D.Fofana,31,0,1,0,0,0,0,0,0,0,0,0,13,17.2,13.5,2.0,3.3,0,0.00,0.00,0.00,0.37,445,53,403,55,446,61,454,55,,,,,,,0.0,0.0,0.0,0.0,1.07,0.0,211,48,151,24,56,11,676,93,0.0,0.0
,,207189,0,0,-3,3,1,3,1.0,0.0,2,Sander,1.0,475,False,,,47,207189.jpg,2.0,Berge,0.1,False,,a,6,90,43,13335,68,21780,66,0.2,9.1,Berge,1562,1,1,2,37,0,0,0,4,1,0,3,191,254.2,186.1,102.0,54.2,18,1.50,0.47,1.97,34.66,167,70,122,84,188,107,163,86,,,,,,,0.09,0.0,0.03,0.12,2.0,2.13,317,208,231,108,297,124,414,134,1.04,0.12
,,492831,0,0,-2,2,1,4,5.0,4.0,1,Zeki,5.0,594,False,,,53,492831.jpg,3.0,Amdouni,0.3,False,,a,6,90,64,99063,1409,87627,814,0.9,12.1,Amdouni,1510,4,1,5,28,0,0,0,1,0,0,9,188,293.2,195.3,387.0,87.4,21,3.70,0.91,4.61,25.87,132,14,114,13,43,18,76,15,,,,,,,0.22,0.0,0.05,0.27,1.54,1.67,147,38,39,11,156,26,286,45,1.25,0.3
,,432720,0,0,0,0,1,1,1.5,0.5,1,James,1.5,596,False,,,45,432720.jpg,2.7,Trafford,1.1,False,,a,6,90,60,95511,849,97606,606,0.3,13.3,Trafford,1980,0,0,2,45,0,0,0,2,0,86,4,435,723.6,0.2,0.0,72.5,22,0.00,0.02,0.02,37.50,2,1,474,8,670,79,107,1,,,,,,,0.0,3.91,0.0,0.0,1.7,2.05,406,22,169,13,189,22,178,25,1.0,0.09
0.0,0.0,83283,0,0,-3,3,0,3,0.0,0.0,0,Nathan,0.0,600,False,Leg injury - Expected back 01 Jul,2024-01-30T14:00:11.447368Z,47,83283.jpg,0.9,Redmond,0.0,False,,i,6,90,11,789,3,4746,17,0.0,2.3,Redmond,132,0,0,0,5,0,0,0,1,0,0,0,38,23.8,52.5,18.0,9.4,0,0.03,0.37,0.40,3.92,432,191,310,168,376,189,408,188,,,,,,,0.02,0.0,0.25,0.27,2.67,3.41,306,198,676,264,490,232,611,232,0.0,0.0
0.0,0.0,487702,0,0,-2,2,0,3,0.0,0.0,0,Luca,0.0,605,False,Knee injury - Expected back 19 May,2023-12-06T07:30:10.569273Z,48,487702.jpg,2.7,Koleosho,0.1,False,,i,6,90,40,42709,3,42714,22,0.0,8.3,Koleosho,972,1,2,3,23,0,0,0,0,0,0,0,80,86.8,147.9,213.0,44.5,13,1.96,1.07,3.03,15.55,334,143,157,102,100,65,201,100,,,,,,,0.18,0.0,0.1,0.28,1.44,2.13,298,194,694,279,193,85,502,172,1.2,0.28
,,179458,0,0,-1,1,0,3,0.5,-0.5,0,Jacob,0.5,608,False,,,49,179458.jpg,1.8,Bruun Larsen,0.0,False,,a,6,90,31,3123,7,3706,15,0.1,6.3,Bruun Larsen,452,2,0,1,10,0,0,0,0,0,0,0,89,106.2,162.5,143.0,40.7,4,1.28,0.34,1.62,7.45,314,132,142,93,147,90,220,108,1.0,,1.0,,,,0.25,0.0,0.07,0.32,1.48,1.99,233,151,302,138,336,146,609,230,0.8,0.2
0.0,0.0,461567,0,0,0,0,0,2,0.0,0.0,0,Owen,0.0,622,False,Season-long loan to Barnsley,2023-09-01T21:48:22.703139Z,40,461567.jpg,0.0,Dodgson,0.0,False,,u,6,90,0,467,0,3535,1,0.0,0.0,Dodgson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,583,218,567,216,534,204,587,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,707,203,423,159,593,215,585,212,0.0,0.0
,,550839,0,0,0,0,1,3,2.5,1.5,2,Wilson,2.5,660,False,,,50,550839.jpg,3.2,Odobert,0.1,False,,a,6,90,42,13184,295,8587,200,0.5,8.4,Odobert,724,3,1,2,17,0,0,0,2,0,0,3,151,198.8,140.9,163.0,50.1,9,0.72,1.33,2.05,15.56,220,91,163,105,136,85,183,92,,,,,,,0.09,0.0,0.17,0.26,1.93,2.11,214,136,121,47,134,62,477,162,1.12,0.25
50.0,75.0,247245,0,0,0,0,0,2,0.0,-0.8,0,Hannes,0.0,674,False,Knock - 50% chance of playing,2024-01-22T01:00:10.959578Z,40,247245.jpg,0.7,Delcroix,0.0,False,,d,6,90,6,4986,4,4092,46,0.0,1.5,Delcroix,382,0,0,0,16,0,0,0,1,0,0,0,64,63.2,37.8,42.0,14.3,3,0.35,0.06,0.41,9.71,371,141,344,118,294,91,373,133,,,,,,,0.08,0.0,0.01,0.09,2.29,3.77,691,192,408,149,501,165,525,197,0.71,0.0
100.0,100.0,447715,0,0,0,0,0,3,0.5,-0.5,1,Aaron,0.5,675,False,,2023-12-11T00:00:10.930063Z,50,447715.jpg,1.2,Ramsey,0.0,False,,a,6,90,13,9857,57,8428,25,0.1,2.6,A.Ramsey,318,0,0,0,9,0,0,0,0,0,0,0,42,34.2,23.2,24.0,8.0,2,0.10,0.46,0.56,7.32,417,187,375,192,356,179,417,192,,,,,,,0.03,0.0,0.13,0.16,2.07,2.55,207,131,308,144,405,184,543,194,0.57,0.0
,,437757,0,0,0,0,0,3,0.5,-0.5,1,Han-Noah,0.5,694,False,,,50,437757.jpg,1.0,Massengo,0.0,False,,a,6,90,1,420,3,475,6,0.1,0.2,Massengo,4,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00,491,224,777,336,775,336,504,230,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,204,128,306,142,478,226,700,280,0.0,0.0
,,437748,0,0,-1,1,0,3,0.5,-0.5,0,Mike,0.5,706,False,,,54,437748.jpg,1.3,Trésor,0.0,False,,a,6,90,18,4934,15,4556,27,0.1,3.3,M.Trésor,397,0,0,0,9,0,0,0,0,0,0,0,68,43.4,109.7,24.0,17.8,3,0.37,0.54,0.91,9.67,401,181,201,124,357,180,355,160,3.0,,4.0,,,,0.08,0.0,0.12,0.2,2.19,2.04,125,77,317,150,397,179,601,225,0.68,0.0
100.0,100.0,486672,0,0,-5,5,0,3,2.0,1.5,1,Moisés,2.0,126,False,,2023-12-24T21:00:09.270040Z,45,486672.jpg,1.8,Caicedo Corozo,1.2,False,,a,7,8,35,110065,656,314790,514,0.4,7.8,Caicedo,1518,0,0,4,25,0,0,0,5,0,0,0,214,238.8,185.0,27.0,44.7,17,0.23,0.69,0.92,23.43,185,75,124,85,340,174,199,98,,,,,,,0.01,0.0,0.04,0.05,1.39,1.48,435,255,135,55,329,140,173,54,1.01,0.24
0.0,0.0,215059,0,0,0,0,1,1,0.0,0.0,0,Robert,0.0,145,False,Knee injury - Expected back 12 Feb,2023-12-10T23:00:09.742927Z,45,215059.jpg,3.7,Sánchez,3.3,False,,i,7,8,59,996586,33,1030342,3358,0.0,13.1,Sanchez,1433,0,0,3,25,0,1,0,2,0,53,7,317,450.6,0.1,0.0,45.2,16,0.00,0.00,0.00,23.72,40,11,480,10,653,77,198,12,,,,,,,0.0,3.33,0.0,0.0,1.49,1.57,381,20,580,87,78,8,101,15,1.0,0.19
0.0,0.0,199598,0,0,0,0,0,2,0.0,0.0,0,Ethan,0.0,185,False,Permanent transfer to Leeds Utd,2023-07-20T08:39:43.633400Z,40,199598.jpg,0.0,Ampadu,0.0,False,,u,7,8,0,0,0,909,0,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,556,201,540,199,507,187,560,201,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,674,180,392,138,566,198,711,245,0.0,0.0
100.0,100.0,532605,0,0,-2,2,0,3,0.0,-0.5,0,Andrey,0.0,186,False,,2023-08-26T14:30:06.122359Z,43,532605.jpg,1.0,Nascimento dos Santos,0.1,False,,a,7,8,1,14811,33,21159,67,0.0,0.2,Andrey,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,3.0,0.2,0,0.06,0.00,0.06,0.02,634,238,461,224,431,215,502,229,,,,,,,0.77,0.0,0.0,0.77,0.26,0.0,629,345,504,171,431,192,413,133,0.0,0.0
0.0,0.0,109745,0,0,0,0,0,1,0.0,0.0,0,Kepa,0.0,187,False,One year loan deal to Real Madrid,2023-08-15T08:06:29.726491Z,50,109745.jpg,0.0,Arrizabalaga,0.2,False,,u,7,8,0,1775,0,84694,18,0.0,0.0,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,772,91,767,88,765,86,772,91,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,176,6,724,90,772,91,333,51,0.0,0.0
0.0,0.0,54694,0,0,0,0,0,4,0.0,0.0,0,Pierre-Emerick,0.0,188,False,,2023-07-24T09:59:36.133419Z,65,54694.jpg,0.0,Aubameyang,0.0,False,,u,7,8,0,0,0,2002,1,0.0,0.0,Aubameyang,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,797,100,797,100,797,100,797,100,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45,17,786,96,797,100,635,87,0.0,0.0
0.0,0.0,41328,0,0,0,0,0,2,0.0,0.0,0,César,0.0,189,False,Left the club as a free agent,2023-07-06T16:30:03.010661Z,45,41328.jpg,0.0,Azpilicueta,0.0,False,,u,7,8,0,0,0,100,0,0.0,0.0,Azpilicueta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,668,253,656,253,638,248,672,253,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,349,51,561,229,674,252,767,253,0.0,0.0
0.0,0.0,118335,0,0,0,0,0,2,0.0,0.0,0,Abdul Rahman,0.0,190,False,Permanent Transfer to PAOK,2023-07-13T08:07:47.494096Z,40,118335.jpg,0.0,Baba,0.0,False,,u,7,8,0,0,0,288,0,0.0,0.0,Baba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,547,193,531,191,498,179,551,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,664,171,383,130,557,190,751,251,0.0,0.0
100.0,100.0,242880,0,0,-1,1,0,2,0.0,-0.5,0,Benoît,0.0,191,False,,2023-08-03T10:30:04.564668Z,44,242880.jpg,2.4,Badiashile,0.1,False,,a,7,8,17,21783,74,17825,244,0.0,3.9,B.Badiashile,550,0,1,1,14,0,0,0,1,0,0,4,121,159.2,38.0,25.0,22.2,6,0.11,0.62,0.73,9.02,260,104,343,117,350,120,328,120,,,,,,,0.02,0.0,0.1,0.12,1.48,2.29,542,115,534,224,243,78,403,156,0.98,0.16
100.0,100.0,122074,0,0,0,0,0,1,0.0,-0.5,0,Marcus,0.0,192,False,,2023-08-03T10:30:04.581002Z,40,122074.jpg,0.0,Bettinelli,0.0,False,,a,7,8,-1,2027,18,2556,14,0.0,-0.2,Bettinelli,0,0,0,0,0,0,0,0,1,0,0,0,-3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,549,63,533,46,500,36,553,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,666,43,385,54,559,62,582,76,0.0,0.0
100.0,100.0,440323,0,0,-1,1,0,4,1.0,0.5,0,Armando,1.0,193,False,,2023-10-18T22:00:08.965956Z,49,440323.jpg,1.8,Broja,0.2,False,,a,7,8,24,83031,593,74769,600,0.2,4.9,Broja,448,1,1,3,5,0,0,0,0,0,0,0,46,57.6,58.2,144.0,25.2,6,2.24,0.22,2.46,5.39,376,43,296,39,145,37,315,38,,,,,,,0.45,0.0,0.04,0.49,1.08,1.0,261,57,236,32,337,43,329,52,1.21,0.6
50.0,50.0,180736,0,0,-2,2,0,2,0.0,-0.2,0,Trevoh,0.0,194,False,Lack of match fitness - 50% chance of playing,2023-08-11T16:00:07.662192Z,43,180736.jpg,0.0,Chalobah,0.0,False,,d,7,8,0,838,7,17066,7,0.0,0.0,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,627,246,615,246,591,241,631,246,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,602,137,491,207,638,244,534,200,0.0,0.0
100.0,100.0,172850,0,0,-1,1,0,2,0.0,-0.5,-1,Ben,0.0,195,False,,2023-09-28T03:30:08.842279Z,54,172850.jpg,1.9,Chilwell,5.0,False,,a,7,8,15,2146317,2626,3165809,1143,0.0,2.8,Chilwell,392,0,1,1,7,0,0,0,4,0,0,2,63,66.4,152.1,88.0,30.6,5,0.85,1.35,2.20,6.24,368,140,153,32,205,47,277,91,1.0,,3.0,,,,0.2,0.0,0.31,0.51,1.43,1.61,115,11,761,255,321,112,74,24,1.15,0.23
100.0,100.0,478912,0,0,-3,3,0,3,2.5,2.0,4,Carney,2.5,196,False,,2023-10-18T22:00:09.030876Z,42,478912.jpg,2.8,Chukwuemeka,1.0,False,,a,7,8,11,272075,3254,449142,822,0.6,2.6,Chukwuemeka,150,1,1,0,3,0,0,0,2,0,0,0,40,59.8,39.1,39.0,13.8,2,0.08,0.24,0.32,2.80,373,163,341,178,304,162,378,171,,,,,,,0.05,0.0,0.14,0.19,1.68,1.8,644,347,105,40,173,78,181,56,1.2,0.0
0.0,0.0,460028,0,0,2,-2,1,2,0.0,0.0,0,Levi,3.5,197,False,Tendon Injury - Unknown return date,2024-01-30T14:30:08.882026Z,47,460028.jpg,3.0,Colwill,6.0,False,,i,7,8,61,1176491,50,875845,48518,0.7,13.0,Colwill,1597,1,1,5,23,0,0,0,2,0,0,4,317,331.8,111.0,163.0,60.7,18,1.29,0.51,1.80,23.50,103,38,200,46,135,15,144,33,,,,,,,0.07,0.0,0.03,0.1,1.32,1.3,325,39,73,25,154,40,62,18,1.01,0.28
0.0,0.0,179268,0,0,-2,2,0,2,0.0,0.0,0,Marc,0.0,198,False,Ankle injury - Expected back 09 Mar,2023-12-10T23:00:09.879958Z,48,179268.jpg,1.1,Cucurella Saseta,0.4,False,,i,7,8,10,54937,14,85648,127,0.0,2.1,Cucurella,703,0,0,1,14,0,0,0,5,0,0,0,104,148.4,92.3,58.0,29.9,8,0.85,0.26,1.11,13.23,271,107,227,62,266,76,283,95,,,,,,,0.11,0.0,0.03,0.14,1.69,1.79,285,33,690,250,412,140,256,100,1.02,0.13
100.0,100.0,448047,0,0,-2,2,1,3,1.5,1.0,1,Enzo,1.5,199,False,,2023-12-19T23:00:09.582067Z,48,448047.jpg,2.5,Fernández,2.2,False,,a,7,8,48,351062,546,564296,895,0.3,10.0,Enzo,1442,2,1,5,26,0,0,1,6,0,0,3,222,306.8,333.3,277.0,91.6,17,4.59,2.20,6.79,24.96,123,50,53,44,71,43,65,48,,,1.0,,2.0,,0.29,0.0,0.14,0.43,1.56,1.62,294,192,176,84,232,101,128,37,1.06,0.31
0.0,0.0,444463,0,0,-1,1,0,2,0.0,0.0,0,Wesley,0.0,201,False,Knee injury - Unknown return date,2023-07-18T23:30:03.865981Z,44,444463.jpg,0.0,Fofana,0.0,False,,i,7,8,0,800,3,3304,9,0.0,0.0,W.Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,656,252,645,252,621,247,659,252,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,553,118,539,225,667,251,598,216,0.0,0.0
100.0,100.0,232787,0,0,-1,1,0,3,2.0,1.5,1,Conor,2.0,202,False,,2023-12-03T20:30:08.630645Z,54,232787.jpg,2.7,Gallagher,0.5,False,,a,7,8,57,89154,292,99145,470,0.4,10.6,Gallagher,1732,0,5,5,29,0,0,0,4,1,0,4,307,356.2,441.5,197.0,99.1,21,1.64,2.38,4.02,27.35,89,32,28,22,111,69,54,40,1.0,,,,,,0.09,0.0,0.12,0.21,1.42,1.51,122,74,155,72,199,88,233,72,1.09,0.26
100.0,100.0,482609,0,0,2,-2,2,2,2.5,2.0,0,Malo,2.5,203,False,,2024-01-22T17:00:10.084255Z,42,482609.jpg,2.6,Gusto,7.2,False,,a,7,8,39,2215912,4523,1678752,6311,0.6,9.3,Gusto,933,0,3,3,13,0,0,0,4,1,0,5,216,188.8,191.8,63.0,44.4,10,0.48,1.45,1.93,13.41,233,87,116,21,248,67,202,57,,,,,,,0.05,0.0,0.14,0.19,1.29,1.25,645,162,106,39,202,58,51,14,0.96,0.29
0.0,0.0,225796,0,0,-2,2,0,2,0.0,0.0,0,Reece,0.0,206,False,Hamstring injury - Unknown return date,2023-12-10T23:00:09.935968Z,53,225796.jpg,1.1,James,2.9,False,,i,7,8,9,507474,33,1750928,903,0.0,1.7,James,386,0,1,0,12,0,0,0,0,1,0,0,95,115.2,156.9,59.0,33.2,5,0.30,1.01,1.31,10.20,307,121,151,31,261,74,262,82,4.0,,2.0,,,,0.07,0.0,0.24,0.31,2.38,2.8,145,13,758,254,415,141,113,46,1.17,0.0
0.0,0.0,66749,0,0,-2,2,0,4,0.0,0.0,0,Romelu,0.0,207,False,Season-long loan to Roma,2023-09-01T07:24:35.377267Z,68,66749.jpg,0.0,Lukaku Bolingoli,0.3,False,,u,7,8,0,9006,0,61619,15,0.0,0.0,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,798,101,798,101,798,101,798,101,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,35,14,788,97,798,101,294,47,0.0,0.0
100.0,100.0,248857,0,0,-2,2,0,3,1.0,0.5,1,Noni,1.0,208,False,,2023-12-05T15:00:09.890262Z,53,248857.jpg,2.1,Madueke,0.1,False,,a,7,8,23,22468,171,21811,478,0.2,4.3,Madueke,297,2,0,0,7,0,0,0,1,0,0,1,81,110.4,87.8,120.0,31.7,3,1.17,0.57,1.74,6.31,311,129,235,137,169,101,271,130,,,,,,,0.35,0.0,0.17,0.52,1.91,2.12,146,92,241,114,282,119,370,119,0.91,0.0
100.0,100.0,465920,0,0,-2,2,1,3,0.5,0.0,1,Mykhailo,0.5,210,False,,2023-12-29T16:30:09.223051Z,63,465920.jpg,3.1,Mudryk,1.0,False,,a,7,8,55,151982,276,340483,1371,0.1,8.7,Mudryk,845,3,3,4,13,0,0,0,3,0,0,4,151,190.0,216.1,187.0,59.1,9,2.35,1.69,4.04,11.70,232,95,104,76,118,74,151,81,3.0,,,,,,0.25,0.0,0.18,0.43,1.25,1.38,57,33,323,154,147,67,183,57,0.96,0.43
75.0,50.0,517052,0,0,-2,2,1,4,0.0,-0.2,0,Nicolas,0.0,211,False,International Duty - 75% chance of playing,2023-12-30T22:30:09.623540Z,68,517052.jpg,3.5,Jackson,4.2,False,,d,7,8,66,1631791,203,2741085,4038,0.0,9.7,N.Jackson,1449,7,2,4,25,0,0,0,8,0,0,5,218,384.6,244.2,617.0,124.2,16,10.02,1.83,11.85,23.90,68,9,91,8,9,5,28,8,,,,,3.0,,0.62,0.0,0.11,0.73,1.48,1.55,41,16,791,98,106,19,83,15,0.99,0.25
100.0,100.0,213198,0,0,-1,1,0,4,2.5,2.0,5,Christopher,2.5,212,False,,2024-01-06T23:00:11.320847Z,74,213198.jpg,3.8,Nkunku,1.6,False,,a,7,8,15,443089,6403,447114,3269,0.3,2.0,Nkunku,175,2,0,0,6,0,0,0,0,0,0,2,52,70.4,26.4,93.0,18.7,1,1.04,0.23,1.27,4.25,364,40,368,51,198,44,349,45,,,,,,,0.53,0.0,0.12,0.65,2.19,3.09,24,10,131,22,77,16,148,24,0.51,0.0
0.0,0.0,176413,0,0,0,0,0,3,0.0,0.0,0,Christian,0.0,213,False,Permanent transfer to AC Milan,2023-07-14T08:03:53.480692Z,55,176413.jpg,0.0,Pulisic,0.0,False,,u,7,8,0,0,0,404,0,0.0,0.0,Pulisic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,789,345,789,345,788,345,789,345,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,105,63,766,331,789,345,738,305,0.0,0.0
,,204727,0,0,-2,2,0,2,0.0,-0.5,0,Malang,0.0,214,False,,,43,204727.jpg,0.0,Sarr,0.1,False,,a,7,8,0,4812,19,9670,22,0.0,0.0,M.Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,628,247,616,247,592,242,632,247,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,606,141,493,209,639,245,431,167,0.0,0.0
0.0,0.0,471798,0,0,0,0,0,1,0.0,0.0,0,Gabriel,0.0,215,False,Season long loan to KAS Eupen,2023-08-11T10:44:59.272960Z,40,471798.jpg,0.0,Słonina,0.0,False,,u,7,8,0,0,0,4163,2,0.0,0.0,Slonina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,588,76,572,59,540,49,592,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,714,56,428,67,598,75,589,77,0.0,0.0
100.0,100.0,103955,0,0,1,-1,2,3,4.0,3.5,2,Raheem,4.0,216,False,,2023-12-24T15:30:09.085575Z,71,103955.jpg,4.5,Sterling,7.7,False,,a,7,8,89,3042863,2916,2617084,12254,0.6,12.5,Sterling,1585,5,7,4,29,0,0,0,5,0,0,6,240,351.0,364.3,551.0,126.6,18,4.50,3.50,8.00,25.99,92,33,43,35,16,7,27,17,,,4.0,,4.0,,0.26,0.0,0.2,0.46,1.48,1.65,28,16,68,23,37,23,49,19,1.02,0.23
