chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0.0,0.0,40386,0,0,-1,1,0,2,0.0,0.0,0,Chris,0.0,474,False,Leg injury - Unknown return date,2023-10-07T21:00:08.209470Z,39,40386.jpg,1.0,Basham,0.4,False,,i,17,49,8,97693,20,111901,202,0.0,2.1,Basham,316,0,0,0,6,0,0,0,1,0,0,0,35,69.2,27.4,14.0,11.1,3,0.12,0.07,0.19,7.12,365,138,367,129,394,141,396,141,,,,,,,0.03,0.0,0.02,0.05,2.03,1.71,752,235,337,112,416,142,248,96,0.85,0.0
100.0,100.0,226182,0,0,0,0,0,2,0.5,0.5,1,Jayden,1.0,476,False,,2023-12-22T23:30:11.112348Z,45,226182.jpg,1.9,Bogle,0.1,False,,a,17,49,34,24863,45,22123,234,0.2,7.6,Bogle,1397,1,2,2,34,0,0,0,6,0,0,0,180,243.6,117.8,124.0,48.6,16,1.18,0.70,1.88,27.04,181,65,188,42,160,24,189,53,,,,,,,0.08,0.0,0.05,0.13,1.74,2.19,390,73,215,66,308,110,411,159,1.03,0.13
0.0,0.0,195473,0,0,-1,1,0,4,0.0,0.0,0,Rhian,-1.0,477,False,Suspended until 10 Feb,2024-01-22T01:00:10.465177Z,49,195473.jpg,0.6,Brewster,0.0,False,,s,17,49,5,3083,14,8187,38,-0.2,1.0,Brewster,200,0,0,0,5,0,0,0,0,1,0,0,9,14.4,15.2,27.0,5.8,2,0.03,0.05,0.08,4.74,450,54,394,53,343,53,428,53,,,,,3.0,,0.01,0.0,0.02,0.03,2.13,2.25,236,50,800,102,510,66,569,78,0.9,0.0
100.0,100.0,476938,0,0,-1,1,0,3,-0.5,-0.5,0,Ismaila,0.0,478,False,,2023-08-04T11:00:04.362630Z,44,476938.jpg,0.0,Coulibaly,0.0,False,,a,17,49,0,4503,16,6119,16,0.0,0.0,Coulibaly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,660,254,649,255,625,245,663,255,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,558,315,544,190,670,261,553,200,0.0,0.0
100.0,100.0,102549,0,0,0,0,0,1,-0.5,-0.5,0,Adam,0.0,479,False,,2023-10-12T09:30:10.081141Z,40,102549.jpg,0.0,Davies,0.2,False,,a,17,49,0,8583,31,14096,43,0.0,0.0,A.Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,542,60,526,43,493,33,546,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,658,40,377,51,552,59,353,53,0.0,0.0
0.0,0.0,108416,0,0,-2,2,0,2,0.0,0.0,0,John,0.0,480,False,Leg injury - Unknown return date,2023-09-30T23:00:09.253470Z,43,108416.jpg,0.2,Egan,0.1,False,,i,17,49,1,4411,10,15032,23,0.0,0.2,Egan,482,0,0,0,17,0,0,0,2,0,0,0,54,91.2,1.4,38.0,13.1,6,0.17,0.00,0.17,14.85,329,127,447,166,307,95,384,137,,,,,,,0.03,0.0,0.0,0.03,2.77,3.17,592,130,482,201,516,176,492,190,1.12,0.0
100.0,100.0,47247,0,0,-1,1,0,3,-0.5,-0.5,0,John,0.0,481,False,,2023-08-04T11:00:04.379703Z,49,47247.jpg,0.8,Fleck,0.0,False,,a,17,49,3,677,1,1309,6,0.0,0.6,Fleck,89,0,0,0,5,0,0,0,1,0,0,0,13,5.4,26.0,2.0,3.3,1,0.00,0.35,0.35,3.15,471,212,369,188,445,223,453,208,,,,,,,0.0,0.0,0.35,0.35,3.19,5.06,217,139,697,280,499,238,713,288,1.01,0.0
,,82143,0,0,0,0,0,1,1.0,1.0,1,Wes,1.5,482,False,,,45,82143.jpg,2.4,Foderingham,0.3,False,,a,17,49,52,50839,62,52607,495,0.3,11.6,Foderingham,1928,0,0,1,52,1,0,0,2,0,93,7,372,651.6,0.0,0.0,65.2,21,0.00,0.03,0.03,42.21,4,3,659,79,641,71,127,2,,,,,,,0.0,4.34,0.0,0.0,1.97,2.43,355,14,166,12,244,26,266,38,0.98,0.05
25.0,25.0,523700,0,0,-2,2,0,4,-0.1,-0.1,0,Daniel,0.0,483,False,Illness - 25% chance of playing,2023-08-06T23:30:06.119901Z,48,523700.jpg,0.0,Jebbison,0.0,False,,d,17,49,0,1810,8,2809,22,0.0,0.0,Jebbison,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,757,92,752,93,749,93,758,93,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,301,61,696,78,758,93,665,92,0.0,0.0
50.0,50.0,155197,0,0,-2,2,0,2,-0.2,-0.2,0,Max,0.0,484,False,Muscle injury - 50% chance of playing,2024-01-12T18:00:10.746468Z,43,155197.jpg,0.9,Lowe,0.0,False,,d,17,49,6,1511,0,7149,4,0.0,1.4,Lowe,310,0,0,0,8,0,0,0,1,0,0,0,23,61.6,18.1,18.0,9.7,3,0.58,0.04,0.62,6.61,372,142,386,137,373,130,406,143,,,,,,,0.17,0.0,0.01,0.18,1.92,2.32,598,135,487,205,485,159,567,209,0.87,0.0
100.0,100.0,169432,0,0,-1,1,0,4,5.0,5.0,5,Oliver,5.5,485,False,,2023-12-02T18:00:10.488989Z,54,169432.jpg,3.1,McBurnie,0.1,False,,a,17,49,40,11456,444,12458,153,1.0,7.4,McBurnie,785,4,2,0,26,0,0,0,1,2,0,5,134,248.8,119.3,293.0,66.1,9,3.83,1.20,5.02,19.14,174,19,186,29,67,26,123,25,,,,,1.0,,0.44,0.0,0.14,0.58,2.19,2.98,114,34,34,8,146,25,503,72,1.03,0.0
0.0,0.0,440993,0,0,0,0,0,4,0.0,0.0,0,Iliman,0.0,486,False,Permanent transfer to Marseille,2023-08-02T07:28:59.550053Z,55,440993.jpg,0.0,Ndiaye,0.0,False,,u,17,49,0,0,0,2150,1,0.0,0.0,Ndiaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,790,97,790,97,789,97,790,97,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,108,31,767,90,790,97,688,95,0.0,0.0
100.0,100.0,443211,0,0,-1,1,0,2,0.0,0.0,0,Rhys,0.5,487,False,,2023-08-06T23:30:06.150503Z,39,443211.jpg,0.7,Norrington-Davies,0.2,False,,a,17,49,2,28517,65,19409,156,0.1,0.5,Norrington-Davies,56,0,0,0,1,0,0,0,1,0,0,0,8,8.2,11.6,0.0,2.0,0,0.00,0.00,0.00,0.68,463,170,412,151,477,170,471,168,,,,,,,0.0,0.0,0.0,0.0,1.09,1.61,782,248,252,80,500,164,334,131,0.0,0.0
100.0,100.0,79934,0,0,-2,2,0,3,0.0,0.0,0,Oliver,0.5,488,False,,2023-12-06T22:00:10.467989Z,48,79934.jpg,1.8,Norwood,0.0,False,,a,17,49,35,9884,2,10417,23,0.1,7.3,Norwood,1273,1,0,0,37,0,0,0,6,0,0,3,193,270.4,250.6,80.0,60.1,14,1.10,1.04,2.14,30.75,151,60,85,64,214,118,146,79,1.0,,1.0,,2.0,,0.08,0.0,0.07,0.15,2.17,2.62,273,177,297,135,332,142,558,203,0.99,0.0
100.0,100.0,167878,0,0,-2,2,0,3,-0.5,-0.5,0,Ben,0.0,489,False,,2023-08-27T23:00:07.645002Z,48,167878.jpg,1.0,Osborn,0.0,False,,a,17,49,9,864,1,2873,4,0.0,1.9,Osborn,308,0,0,0,5,0,0,0,2,0,0,0,36,39.2,52.3,9.0,9.8,3,0.12,0.28,0.40,5.94,408,182,311,169,411,206,404,186,,,,,,,0.04,0.0,0.08,0.12,1.74,1.46,281,184,688,275,470,220,663,262,0.88,0.0
100.0,100.0,538207,0,0,-2,2,0,4,2.0,2.0,1,William,2.5,490,False,,2023-09-13T01:00:07.758026Z,43,538207.jpg,1.3,Osula,1.2,False,,a,17,49,17,274935,1420,310357,2367,0.6,4.0,Osula,587,0,1,0,12,0,0,0,4,0,0,0,11,18.6,21.4,176.0,20.9,7,1.55,0.08,1.63,13.68,443,52,379,52,125,36,335,41,,,,,,,0.24,0.0,0.01,0.25,2.1,1.84,630,101,108,18,390,50,172,30,1.07,0.0
100.0,100.0,83427,0,0,-1,1,0,2,0.0,0.0,0,Jack,0.5,576,False,,2023-12-09T22:00:10.264493Z,44,83427.jpg,0.9,Robinson,0.1,False,,a,17,49,19,13985,12,16721,74,0.1,4.3,Robinson,1830,0,1,1,52,1,0,0,7,0,0,1,252,361.2,73.3,56.0,49.3,20,0.51,0.44,0.95,39.46,86,31,263,80,269,78,188,52,,,,,,,0.03,0.0,0.02,0.05,1.94,2.56,500,90,270,92,489,162,429,166,0.98,0.05
100.0,100.0,504198,0,0,-3,3,0,3,0.0,0.0,1,Anis,0.5,587,False,,2023-12-30T22:30:10.386994Z,47,504198.jpg,0.9,Slimane,0.0,False,,a,17,49,10,796,2,5321,6,0.1,2.1,Slimane,359,0,0,1,12,1,0,0,2,0,0,0,17,32.6,44.0,58.0,13.5,4,0.81,0.12,0.93,8.51,420,188,327,174,265,141,381,172,,,,,,,0.2,0.0,0.03,0.23,2.13,3.01,326,214,295,133,491,233,628,239,1.0,0.25
100.0,100.0,432990,0,0,-2,2,0,2,0.0,0.0,1,Yasser,0.5,592,False,,2023-12-30T22:30:10.422438Z,43,432990.jpg,0.7,Larouci,0.0,False,,a,17,49,5,1224,5,4389,9,0.1,1.2,Larouci,284,0,0,0,7,0,0,0,1,0,0,0,38,58.8,14.1,33.0,10.6,2,0.19,0.02,0.21,7.34,375,143,399,144,320,104,399,142,,,,,,,0.06,0.0,0.01,0.07,2.33,2.22,619,149,263,87,505,169,537,202,0.63,0.0
0.0,0.0,523957,0,0,-4,4,0,4,0.0,0.0,0,Bénie,0.0,593,False,On loan to Nantes until the end of the season,2024-01-07T13:43:37.473896Z,51,523957.jpg,1.4,Traoré,0.0,False,,u,17,49,11,7991,0,13086,15,0.0,2.2,T.Bénie,383,0,0,0,13,0,0,0,0,0,0,0,14,25.8,56.7,31.0,11.2,3,0.27,0.46,0.73,11.66,430,50,301,40,325,51,395,50,,,,,,,0.06,0.0,0.11,0.17,2.74,3.05,169,42,745,85,386,48,573,79,0.7,0.0
100.0,100.0,424001,0,0,0,0,0,3,1.5,1.5,2,Vini,2.0,638,False,,2023-08-10T15:30:07.083501Z,50,424001.jpg,1.8,de Souza Costa,0.0,False,,a,17,49,38,3363,10,3258,36,0.4,7.6,Vini Souza,1680,0,0,1,45,0,0,0,2,0,0,1,212,307.2,59.7,69.0,43.6,20,0.22,0.30,0.52,36.33,122,49,293,160,233,126,206,103,,,,,,,0.01,0.0,0.02,0.03,1.95,2.41,202,126,150,68,338,147,610,231,1.07,0.05
,,471848,0,0,-1,1,0,2,-0.5,-0.5,0,Femi,0.0,653,False,,,39,471848.jpg,0.0,Seriki,0.1,False,,a,17,49,0,6000,201,4942,58,0.0,0.0,Seriki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,530,187,514,185,479,171,533,186,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,784,249,363,121,540,184,447,174,0.0,0.0
0.0,0.0,532377,0,0,0,0,0,4,0.0,0.0,0,Louie,0.0,654,False,Season-long loan to Doncaster Rovers,2023-09-01T21:50:15.739167Z,45,532377.jpg,0.0,Marsh,0.0,False,,u,17,49,0,3568,0,4802,6,0.0,0.0,Marsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,735,84,731,86,725,86,739,87,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,472,84,651,67,738,87,608,83,0.0,0.0
,,538210,0,0,-1,1,0,3,0.5,0.5,1,Andre,1.0,655,False,,,44,538210.jpg,1.4,Brooks,0.0,False,,a,17,49,14,6227,28,5430,31,0.2,3.2,Brooks,526,0,0,1,9,0,0,0,1,0,0,0,49,50.0,30.1,44.0,12.5,7,0.32,0.20,0.52,6.78,389,172,357,182,290,152,389,177,,,,,,,0.05,0.0,0.03,0.08,1.16,1.54,579,329,212,101,383,171,556,202,1.2,0.17
,,487836,0,0,-1,1,0,4,-0.5,-0.5,0,Antwoine,0.0,656,False,,,44,487836.jpg,1.0,Hackford,0.1,False,,a,17,49,2,11987,38,11346,58,0.0,0.5,Hackford,11,0,0,0,1,0,0,0,0,0,0,0,5,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.12,663,66,464,60,628,66,666,68,,,,,,,0.0,0.0,0.0,0.0,0.98,8.18,564,98,548,47,434,54,455,64,0.0,0.0
100.0,100.0,196100,0,0,0,0,1,3,2.5,2.5,5,Gustavo,3.0,663,False,,2023-12-26T18:30:10.369318Z,50,196100.jpg,2.9,Hamer,0.2,False,,a,17,49,57,64329,190,55675,224,0.6,11.4,Hamer,1610,2,3,2,40,0,0,0,6,0,0,3,243,294.6,445.1,137.0,87.6,19,1.68,1.92,3.60,32.90,130,52,27,21,152,93,73,52,2.0,,,,,,0.09,0.0,0.11,0.2,1.84,2.24,193,119,98,35,168,74,357,113,1.06,0.11
50.0,50.0,173807,0,0,0,0,0,3,-0.2,-0.2,0,Tom,0.0,666,False,Lack of match fitness - 50% chance of playing,2023-10-06T11:00:10.190930Z,50,173807.jpg,0.7,Davies,0.0,False,,d,17,49,2,616,3,713,1,0.0,0.4,T.Davies,57,0,0,0,5,0,0,0,1,0,0,0,-2,6.4,13.0,8.0,2.8,0,0.09,0.04,0.13,2.51,469,211,408,201,414,208,461,211,,,,,,,0.14,0.0,0.06,0.2,3.96,7.89,190,116,731,306,508,240,729,297,0.0,0.0
0.0,0.0,244619,0,0,0,0,0,2,0.0,0.0,0,Luke,0.0,693,False,Loan terminated and has returned to  Leicester City,2024-01-15T07:29:55.802272Z,40,244619.jpg,0.6,Thomas,0.1,False,,u,17,49,7,10836,0,8194,94,0.0,1.8,Thomas,916,0,0,0,29,0,0,0,3,0,0,0,80,127.8,53.9,64.0,24.7,11,0.53,0.18,0.71,21.70,294,115,305,99,243,66,316,114,,,,,,,0.05,0.0,0.02,0.07,2.13,2.85,689,190,407,148,509,170,471,181,1.08,0.0
,,585472,0,0,-1,1,0,3,-0.5,-0.5,0,Ryan,0.0,730,False,,,44,585472.jpg,1.0,Oné,0.0,False,,a,17,49,1,448,3,343,1,0.0,0.2,Oné,7,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,1.28,667,260,466,228,637,254,671,261,,,,,,,0.0,0.0,0.0,0.0,16.46,25.71,582,331,560,201,443,201,745,310,0.0,0.0
,,601496,0,0,0,0,0,2,-0.5,-0.5,0,Jili,0.0,731,False,,,40,601496.jpg,0.0,Buyabu,0.0,False,,a,17,49,0,1440,10,1029,15,0.0,0.0,Buyabu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,617,241,602,240,571,230,621,241,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,747,232,459,184,627,238,625,223,0.0,0.0
,,552425,0,0,-1,1,0,3,-0.5,-0.5,0,Sydie,0.0,759,False,,,44,552425.jpg,1.0,Peck,0.0,False,,a,17,49,1,131,3,85,6,0.0,0.2,Peck,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.12,666,259,479,233,636,253,670,260,,,,,,,0.0,0.0,0.0,0.0,1.2,0.0,581,330,559,200,442,200,762,324,0.0,0.0
100.0,,204814,0,0,0,0,0,3,6.5,6.5,7,Ben,7.0,775,False,,2024-01-31T01:30:14.702647Z,50,204814.jpg,7.0,Brereton,0.1,False,,a,17,49,14,11981,2603,1865,426,1.4,2.8,Brereton Díaz,111,2,0,0,3,0,0,0,0,0,0,1,42,71.4,13.0,60.0,14.5,2,0.64,0.02,0.66,1.84,360,158,409,202,260,138,371,168,,,,,,,0.52,0.0,0.02,0.54,1.49,2.43,194,120,17,8,6,3,415,135,1.62,0.0
0.0,,173268,0,0,0,0,0,1,0.0,1.9,0,Ivo,0.0,790,False,Concussion - Expected back 10 Feb,2024-01-31T01:30:14.717439Z,45,173268.jpg,0.0,Grbic,0.0,False,,i,17,49,0,160,27,15,10,0.0,0.0,Grbić,51,0,0,0,2,0,0,0,0,0,0,0,4,1.2,0.0,0.0,0.1,1,0.00,0.00,0.00,0.92,495,34,665,82,649,76,508,35,,,,,,,0.0,0.0,0.0,0.0,1.62,3.53,371,19,573,86,679,89,764,88,1.76,0.0
100.0,100.0,242898,0,0,-2,2,1,3,4.5,4.5,7,Brennan,4.5,450,False,,2023-12-16T08:00:10.122072Z,58,242898.jpg,3.3,Johnson,0.7,False,,a,18,6,62,141052,1367,138071,1592,0.8,10.7,Johnson,1206,2,5,3,22,0,0,0,1,0,0,3,195,259.2,304.2,392.0,95.5,15,4.22,1.71,5.92,23.14,160,66,65,51,41,24,61,45,,,,,,,0.31,0.0,0.13,0.44,1.73,1.64,77,49,49,15,125,58,208,65,1.12,0.22
,,214572,0,0,-1,1,0,1,0.0,0.0,0,Brandon,0.0,491,False,,,39,214572.jpg,0.0,Austin,0.2,False,,a,18,6,0,9388,25,15088,42,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,524,48,507,30,471,20,527,48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,774,80,357,39,534,47,324,48,0.0,0.0
100.0,100.0,202993,0,0,-1,1,0,3,3.5,3.5,1,Rodrigo,3.5,492,False,,2023-11-26T22:00:10.620789Z,54,202993.jpg,1.6,Bentancur,0.0,False,,a,18,6,11,7344,307,4575,196,0.6,2.0,Bentancur,280,1,0,0,9,0,0,0,2,0,0,0,42,75.6,44.4,64.0,18.1,4,1.10,0.46,1.56,6.57,350,151,326,173,247,133,353,158,,,,,,,0.35,0.0,0.15,0.5,2.11,2.89,119,71,77,27,363,159,528,188,1.29,0.0
0.0,0.0,227127,0,0,0,0,0,3,0.0,0.0,0,Yves,0.0,493,False,International Duty - Unknown return date,2023-12-16T08:00:10.207505Z,50,227127.jpg,1.6,Bissouma,0.3,False,,i,18,6,24,82419,7,94068,106,0.0,4.8,Bissouma,1211,0,0,6,17,0,0,0,5,2,0,0,167,253.2,159.9,120.0,53.4,15,0.95,1.20,2.15,25.55,169,71,145,96,168,100,171,88,,,4.0,,,,0.07,0.0,0.09,0.16,1.9,1.26,200,124,735,309,362,158,279,92,1.11,0.45
100.0,100.0,436234,0,0,-1,1,0,3,0.5,0.5,0,Bryan,0.5,494,False,,2023-08-04T11:00:04.405468Z,49,436234.jpg,1.1,Gil Salvatierra,0.0,False,,a,18,6,10,1616,8,1578,8,0.1,2.0,Bryan,184,0,0,0,10,0,0,0,0,0,0,0,35,22.2,53.0,58.0,13.4,2,0.66,0.20,0.86,6.01,438,195,307,167,267,142,382,173,,,,,,,0.32,0.0,0.1,0.42,2.94,4.89,258,165,304,140,413,190,664,263,0.98,0.0
100.0,100.0,115556,0,0,-2,2,0,2,0.0,0.0,0,Ben,0.0,495,False,,2024-01-06T22:30:10.607459Z,43,115556.jpg,2.1,Davies,0.5,False,,a,18,6,29,42370,95,77545,385,0.0,6.7,Davies,898,1,1,1,16,0,0,0,1,0,0,0,182,266.6,41.0,77.0,38.7,10,1.80,0.27,2.07,19.84,155,59,336,114,220,53,230,71,,,,,,,0.18,0.0,0.03,0.21,1.99,1.6,596,134,485,204,275,91,235,90,1.0,0.1
0.0,0.0,93264,0,0,-3,3,0,2,0.0,0.0,0,Eric,0.0,496,False,On loan to Bayern Munich until the end of the season,2024-01-12T16:44:42.318683Z,42,93264.jpg,0.5,Dier,0.4,False,,u,18,6,2,33518,0,103108,309,0.0,0.5,Dier,199,0,0,0,8,0,0,0,0,0,0,0,31,55.8,1.0,4.0,6.0,1,0.00,0.03,0.03,7.04,380,144,451,168,425,155,426,151,,,,,,,0.0,0.0,0.01,0.01,3.18,3.62,636,155,465,190,512,172,246,95,0.45,0.0
,,241157,0,0,-2,2,0,2,0.5,0.5,0,Emerson,0.5,497,False,,,43,241157.jpg,1.4,Leite de Souza Junior,0.8,False,,a,18,6,23,158618,100,188911,468,0.1,5.3,E.Royal,778,1,0,0,20,0,0,0,3,0,0,4,168,234.0,64.6,35.0,33.6,7,0.13,0.65,0.78,21.51,188,69,285,93,314,99,256,79,,,,,,,0.02,0.0,0.08,0.1,2.49,2.31,616,148,262,86,381,133,200,78,0.81,0.0
100.0,100.0,40383,0,0,-2,2,0,1,0.0,0.0,0,Fraser,0.0,498,False,,2023-08-11T16:00:08.821890Z,38,40383.jpg,0.0,Forster,1.9,False,,a,18,6,0,42405,1127,229257,454,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,507,36,485,13,448,3,510,36,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,794,89,332,23,517,35,139,19,0.0,0.0
,,132015,0,0,-3,3,0,3,1.5,1.5,1,Pierre-Emile,1.5,499,False,,,52,132015.jpg,1.1,Højbjerg,0.3,False,,a,18,6,24,17087,117,51623,95,0.3,4.6,Højbjerg,864,0,0,1,21,0,0,0,3,0,0,0,142,185.6,112.8,64.0,36.3,5,0.31,1.19,1.49,20.29,241,97,195,120,246,132,240,117,,,,,,,0.03,0.0,0.12,0.15,2.11,2.19,153,94,186,91,414,191,293,95,0.52,0.1
0.0,0.0,78830,0,0,0,0,0,4,0.0,0.0,0,Harry,0.0,500,False,Transferred to Bayern Munich,2023-08-12T09:23:00.234032Z,125,78830.jpg,0.0,Kane,0.6,False,,u,18,6,0,565,0,321128,30,0.0,0.0,Kane,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,800,102,800,102,800,102,800,102,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3,2,796,101,800,102,223,38,0.0,0.0
100.0,100.0,445044,0,0,1,-1,2,3,0.5,0.5,1,Dejan,0.5,501,False,,2023-12-28T22:00:10.775100Z,71,445044.jpg,4.0,Kulusevski,3.6,False,,a,18,6,80,882486,1806,694382,12944,0.1,11.3,Kulusevski,1761,5,2,6,25,0,0,0,6,0,0,9,282,422.2,625.9,604.0,164.9,20,2.72,4.34,7.05,32.69,52,19,11,7,11,5,8,6,3.0,,,,,,0.14,0.0,0.22,0.36,1.67,1.28,32,19,327,157,63,36,94,31,1.02,0.31
0.0,,37915,0,0,-3,3,0,1,0.0,0.0,0,Hugo,0.0,502,False,Permanent move to Los Angeles FC,2024-02-01T07:16:19.275252Z,47,37915.jpg,0.0,Lloris,0.6,False,,u,18,6,0,33336,77,70406,377,0.0,0.0,Lloris,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,749,90,746,86,741,82,752,90,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,303,11,673,89,752,90,219,30,0.0,0.0
0.0,0.0,200826,0,0,-2,2,1,3,0.0,0.0,0,Giovani,0.0,503,False,Muscle injury - Unknown return date,2024-01-06T22:30:10.627213Z,48,200826.jpg,3.6,Lo Celso,0.1,False,,i,18,6,36,36660,2,42861,339,0.0,7.5,Lo Celso,408,2,2,1,10,0,0,0,1,0,0,6,140,180.4,157.0,75.0,41.3,4,0.42,0.83,1.25,10.21,247,100,150,99,223,124,218,107,,,,,,,0.09,0.0,0.18,0.27,2.25,2.21,288,188,692,278,90,47,433,142,0.88,0.22
100.0,100.0,172780,1,-1,4,-4,0,3,3.5,3.5,7,James,3.5,504,False,,2023-11-06T23:30:09.609885Z,79,172780.jpg,5.8,Maddison,9.2,False,,a,18,6,70,4408644,56348,4859968,1804,0.4,8.9,Maddison,969,3,7,5,10,0,0,0,2,0,0,8,256,350.6,492.4,335.0,117.7,12,3.17,3.28,6.45,13.53,93,34,19,14,51,30,35,23,1.0,,2.0,,2.0,,0.29,0.0,0.3,0.59,1.26,0.93,17,11,82,29,10,7,44,16,1.11,0.46
0.0,0.0,231372,0,0,-1,1,0,3,0.0,0.0,0,Tanguy,0.0,505,False,On loan to Galatasaray with an option to buy for €15m,2023-09-07T15:49:59.768785Z,44,231372.jpg,0.0,Ndombélé Alvaro,0.2,False,,u,18,6,0,12864,0,50543,35,0.0,0.0,Ndombele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,648,245,637,246,613,236,651,246,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,536,304,528,181,659,253,339,103,0.0,0.0
,,441164,0,0,9,-9,0,2,3.5,3.5,1,Pedro,3.5,506,False,,,59,441164.jpg,4.0,Porro,34.4,False,,a,18,6,84,4164462,21537,906772,15724,0.6,14.2,Pedro Porro,1887,0,8,5,31,0,0,0,3,0,0,13,482,546.8,642.2,201.0,139.1,21,2.17,4.69,6.86,35.84,16,3,9,3,110,7,16,2,2.0,,1.0,,,,0.1,0.0,0.22,0.32,1.71,1.48,69,5,79,27,60,10,8,3,1.0,0.24
0.0,0.0,45034,0,0,-3,3,0,2,0.0,0.0,0,Ivan,0.0,507,False,Joined Hajduk Split on a season-long loan,2023-09-20T12:30:08.524991Z,47,45034.jpg,1.2,Perišić,0.8,False,,u,18,6,6,58691,0,291320,95,0.0,1.3,Perišić,98,0,1,0,1,0,0,0,2,0,0,0,34,41.6,71.2,27.0,14.0,0,0.12,0.80,0.92,1.44,405,151,266,82,342,115,376,134,,,,,,,0.11,0.0,0.73,0.84,1.32,0.92,304,36,674,248,401,138,202,79,0.0,0.0
100.0,100.0,212319,0,0,0,0,1,3,7.5,7.5,7,Richarlison,7.5,509,False,,2023-11-10T14:00:11.486279Z,70,212319.jpg,4.6,de Andrade,13.1,False,,a,18,6,88,1711961,32571,754544,8857,1.1,12.6,Richarlison,1091,8,3,7,12,0,0,0,3,0,0,4,211,410.6,147.9,556.0,111.3,14,6.97,1.03,8.00,17.58,55,20,158,103,15,6,38,26,,,,,2.0,,0.57,0.0,0.08,0.65,1.45,0.99,33,20,14,6,30,20,32,11,1.15,0.58
