ID,Name,Team,Pos,Price,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
471,Ahmedhodžić,SHU,DEF,4.3,2.61,0.86158,2.24871,2.43355,0.86158,2.09669,2.45759,0.86158,2.1174,2.88636,0.86158,2.48682,2.54329,0.86158,2.19124,2.78362,0.86158,2.3983,2.42422,0.86158,2.08865,3.03598,0.86158,2.61573,1.86232,0.86158,1.60453,2.45074,0.86158,2.1115,2.57706,0.86158,2.22033,3.14755,0.86158,2.71185,2.10889,0.86158,1.81697,3.05944,0.86158,2.63594,2.53701,0.86158,2.18583,2.55424,0.86158,2.20068,0,0,0
472,Amissah,SHU,GK,3.9,3.03016,0.002,0.00606,3.0626,0.002,0.00613,3.0384,0.002,0.00608,3.14361,0.002,0.00629,2.85201,0.002,0.0057,3.10764,0.002,0.00622,3.15603,0.002,0.00631,3.34501,0.002,0.00669,3.12959,0.002,0.00626,3.11055,0.002,0.00622,2.94966,0.002,0.0059,3.03599,0.002,0.00607,2.8771,0.002,0.00575,3.22557,0.002,0.00645,3.2926,0.002,0.00659,2.94406,0.002,0.00589,0,0,0
473,Baldock,SHU,DEF,3.8,2.01059,0.01,0.02011,1.8959,0.48584,0.9211,1.90592,0.58301,1.11117,2.21453,0.6154,1.36281,1.94722,0.6154,1.19831,2.13463,0.63483,1.35513,1.85437,0.63483,1.17721,2.33142,0.63483,1.48005,1.4162,0.63483,0.89905,1.87505,0.63483,1.19034,1.97355,0.63483,1.25287,2.41842,0.63483,1.53528,1.60848,0.63483,1.02111,2.34971,0.63483,1.49167,1.94233,0.63483,1.23305,1.95576,0.63483,1.24158,0,0,0
474,Basham,SHU,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Berge,BUR,MID,4.7,2.84933,0.82811,2.35957,2.48737,0.82811,2.05983,2.64291,0.82811,2.18863,2.6385,0.82811,2.18498,2.93496,0.82811,2.43048,2.68804,0.82811,2.22601,2.79982,0.82811,2.31857,2.611,0.82811,2.16221,2.81451,0.82811,2.33074,2.69462,0.82811,2.23146,2.74435,0.82811,2.27264,2.80115,0.82811,2.31968,2.70188,0.82811,2.23747,2.88374,0.82811,2.38807,2.67046,0.82811,2.21145,2.89122,0.82811,2.39426,0,0,0
476,Bogle,SHU,DEF,4.5,2.58104,0.93502,2.41333,2.44686,0.93502,2.28787,2.48255,0.93502,2.32125,2.91522,0.93502,2.7258,2.58859,0.93502,2.42039,2.82513,0.93502,2.64156,2.4714,0.93502,2.31081,3.07351,0.93502,2.87381,1.91835,0.93502,1.7937,2.4975,0.93502,2.33522,2.62183,0.93502,2.45147,3.18333,0.93502,2.97648,2.16104,0.93502,2.02062,3.09661,0.93502,2.8954,2.58241,0.93502,2.41462,2.59937,0.93502,2.43047,0,0,0
477,Brewster,SHU,FWD,4.9,0,0,0,1.41402,0.89446,1.26479,1.48262,0.89446,1.32615,1.47753,0.89446,1.3216,1.33499,0.89446,1.1941,1.44344,0.89446,1.2911,1.38861,0.89446,1.24206,1.71188,0.89446,1.53121,1.29958,0.89446,1.16242,1.403,0.89446,1.25493,1.38159,0.89446,1.23578,1.61541,0.89446,1.44492,1.477,0.89446,1.32112,1.7368,0.89446,1.5535,1.58441,0.89446,1.4172,1.4678,0.89446,1.31289,0,0,0
478,Coulibaly,SHU,MID,4.4,1.1968,7.0E-5,9.0E-5,1.22061,7.0E-5,9.0E-5,1.21319,7.0E-5,9.0E-5,1.19658,7.0E-5,9.0E-5,1.18383,7.0E-5,9.0E-5,1.21519,7.0E-5,9.0E-5,1.19905,7.0E-5,9.0E-5,1.27703,7.0E-5,9.0E-5,1.14376,7.0E-5,8.0E-5,1.2156,7.0E-5,9.0E-5,1.21355,7.0E-5,9.0E-5,1.25021,7.0E-5,9.0E-5,1.16478,7.0E-5,9.0E-5,1.26209,7.0E-5,9.0E-5,1.19664,7.0E-5,9.0E-5,1.20861,7.0E-5,9.0E-5,0,0,0
479,A.Davies,SHU,GK,4,3.03016,0.00202,0.00613,3.0626,0.00202,0.00619,3.0384,0.00202,0.00614,3.14361,0.00202,0.00636,2.85201,0.00202,0.00577,3.10764,0.00202,0.00628,3.15603,0.00202,0.00638,3.34501,0.00202,0.00676,3.12959,0.00202,0.00633,3.11055,0.00202,0.00629,2.94966,0.00202,0.00596,3.03599,0.00202,0.00614,2.8771,0.00202,0.00582,3.22557,0.00202,0.00652,3.2926,0.00202,0.00666,2.94406,0.00202,0.00595,0,0,0
480,Egan,SHU,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,Fleck,SHU,MID,4.9,1.65939,0.11668,0.19362,1.69992,0.11668,0.19834,1.68729,0.11668,0.19687,1.65902,0.11668,0.19357,1.63731,0.11668,0.19104,1.6907,0.11668,0.19727,1.66322,0.11668,0.19406,1.79594,0.11668,0.20955,1.56912,0.11668,0.18308,1.69138,0.11668,0.19735,1.6879,0.11668,0.19694,1.7503,0.11668,0.20422,1.60491,0.11668,0.18726,1.77051,0.11668,0.20658,1.65911,0.11668,0.19358,1.67949,0.11668,0.19596,0,0,0
482,Foderingham,SHU,GK,4.5,3.58098,0.86692,3.10442,3.62087,0.65681,2.37822,3.59111,0.35535,1.2761,3.7205,0.17306,0.64386,3.3619,0.11465,0.38545,3.67626,0.0694,0.25514,3.73578,0.0694,0.25927,3.96818,0.0694,0.2754,3.70326,0.0694,0.25702,3.67984,0.0694,0.25539,3.48199,0.0694,0.24166,3.58815,0.0694,0.24903,3.39275,0.0694,0.23547,3.82129,0.0694,0.26521,3.90373,0.0694,0.27093,3.4751,0.0694,0.24118,0,0,0
483,Jebbison,SHU,FWD,4.8,1.69077,0.04924,0.08325,1.70974,0.1908,0.32621,1.74895,0.3939,0.68892,1.72188,0.52315,0.9008,1.55709,0.5847,0.91043,1.68246,0.61547,1.03551,1.61908,0.61547,0.9965,1.9928,0.61547,1.22651,1.51615,0.61547,0.93315,1.63571,0.61547,1.00673,1.61095,0.61547,0.9915,1.88127,0.61547,1.15787,1.72125,0.61547,1.05939,2.02161,0.61547,1.24425,1.84544,0.61547,1.13582,1.71063,0.61547,1.05285,0,0,0
484,Lowe,SHU,DEF,4.3,2.09909,0.20081,0.42152,1.93327,0.41458,0.8015,1.9259,0.55061,1.06043,2.25099,0.61539,1.38524,1.9694,0.64778,1.27574,2.16682,0.64778,1.40363,1.87159,0.64778,1.21238,2.37413,0.64778,1.53791,1.41001,0.64778,0.91338,1.89338,0.64778,1.22649,1.99714,0.64778,1.29371,2.46578,0.64778,1.59728,1.61256,0.64778,1.04458,2.3934,0.64778,1.5504,1.96425,0.64778,1.2724,1.9784,0.64778,1.28157,0,0,0
485,McBurnie,SHU,FWD,5.4,2.90798,0.84084,2.44515,2.92388,0.84084,2.45852,3.01153,0.84084,2.53222,2.97594,0.84084,2.50229,2.68685,0.84084,2.25922,2.91996,0.84084,2.45523,2.80211,0.84084,2.35613,3.49697,0.84084,2.9404,2.61072,0.84084,2.19521,2.83302,0.84084,2.38212,2.787,0.84084,2.34343,3.2896,0.84084,2.76604,2.99208,0.84084,2.51587,3.55054,0.84084,2.98544,3.22298,0.84084,2.71001,2.97233,0.84084,2.49926,0,0,0
486,Ndiaye,SHU,FWD,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Norrington-Davies,SHU,DEF,3.9,1.05903,0.75066,0.79497,1.03096,0.75066,0.7739,1.10529,0.75066,0.82969,1.39453,0.75066,1.04682,1.21789,0.75066,0.91422,1.36046,0.75066,1.02124,1.14725,0.75066,0.86119,1.51016,0.75066,1.13362,0.81391,0.75066,0.61097,1.16299,0.75066,0.87301,1.23792,0.75066,0.92926,1.57635,0.75066,1.1833,0.96019,0.75066,0.72077,1.52408,0.75066,1.14407,1.21416,0.75066,0.91142,1.22439,0.75066,0.9191,0,0,0
488,Norwood,SHU,MID,4.8,2.39541,0.76941,1.84305,2.55024,0.76941,1.96218,2.58126,0.76941,1.98605,2.57391,0.76941,1.98039,2.53837,0.76941,1.95304,2.62579,0.76941,2.02031,2.5808,0.76941,1.98569,2.79814,0.76941,2.15292,2.42669,0.76941,1.86712,2.62691,0.76941,2.02117,2.6212,0.76941,2.01678,2.7234,0.76941,2.09541,2.48529,0.76941,1.91221,2.75649,0.76941,2.12087,2.57406,0.76941,1.98051,2.60744,0.76941,2.00619,0,0,0
489,Osborn,SHU,MID,4.8,1.59782,0.22477,0.35914,1.65702,0.22477,0.37245,1.66766,0.22477,0.37484,1.64183,0.22477,0.36903,1.622,0.22477,0.36457,1.67077,0.22477,0.37554,1.64567,0.22477,0.36989,1.76691,0.22477,0.39715,1.5597,0.22477,0.35057,1.67139,0.22477,0.37568,1.66821,0.22477,0.37496,1.72522,0.22477,0.38777,1.59239,0.22477,0.35792,1.74368,0.22477,0.39192,1.64191,0.22477,0.36905,1.66053,0.22477,0.37323,0,0,0
490,Osula,SHU,FWD,4.3,1.78818,0.87889,1.5716,1.83553,0.87889,1.61323,1.88222,0.87889,1.65426,1.86168,0.87889,1.63621,1.70462,0.87889,1.49817,1.82991,0.87889,1.60829,1.76657,0.87889,1.55261,2.14004,0.87889,1.88085,1.6637,0.87889,1.46221,1.78318,0.87889,1.56722,1.75845,0.87889,1.54548,2.02858,0.87889,1.7829,1.86868,0.87889,1.64236,2.16883,0.87889,1.90616,1.99277,0.87889,1.75142,1.85806,0.87889,1.63302,0,0,0
491,Austin,TOT,GK,3.9,3.2926,0.002,0.00659,3.0384,0.002,0.00608,2.97958,0.002,0.00596,0,0,0,3.15357,0.002,0.00631,2.91095,0.002,0.00582,3.00625,0.002,0.00601,3.02657,0.002,0.00605,2.84458,0.002,0.00569,3.22557,0.002,0.00645,2.8771,0.002,0.00575,3.03794,0.002,0.00608,2.85201,0.002,0.0057,3.12959,0.002,0.00626,3.03599,0.002,0.00607,3.0443,0.002,0.00609,2.85488,0.002,0.00571
492,Bentancur,TOT,MID,5.4,1.87327,0.89575,1.67799,1.94702,0.89575,1.74406,2.03841,0.89575,1.82591,0,0,0,2.01023,0.89575,1.80067,1.90949,0.89575,1.71043,1.99541,0.89575,1.7874,2.01299,0.89575,1.80314,1.97298,0.89575,1.7673,2.14841,0.89575,1.92444,1.89605,0.89575,1.6984,1.88612,0.89575,1.6895,1.94544,0.89575,1.74264,1.84153,0.89575,1.64956,2.11761,0.89575,1.89686,2.07064,0.89575,1.85478,1.90645,0.89575,1.70771
493,Bissouma,TOT,MID,5,2.31767,0,0,2.36478,0.39203,0.92706,2.43125,0.85437,2.07718,0,0,0,2.38596,0.87898,2.09721,2.24178,0.87898,1.97048,2.33606,0.87898,2.05335,2.35534,0.87898,2.0703,2.31144,0.87898,2.03171,2.50392,0.87898,2.20089,2.22704,0.87898,1.95753,2.21615,0.87898,1.94795,2.28123,0.87898,2.00516,2.16722,0.87898,1.90494,2.47013,0.87898,2.1712,2.41859,0.87898,2.1259,2.23845,0.87898,1.96756
494,Bryan,TOT,MID,4.9,1.73593,0.6001,1.04173,1.79227,0.6001,1.07555,1.84442,0.6001,1.10684,0,0,0,1.8421,0.6001,1.10545,1.75413,0.6001,1.05266,1.81165,0.6001,1.08718,1.82342,0.6001,1.09424,1.79663,0.6001,1.07816,1.91407,0.6001,1.14864,1.74514,0.6001,1.04726,1.73849,0.6001,1.04327,1.7782,0.6001,1.0671,1.70864,0.6001,1.02536,1.89346,0.6001,1.13627,1.86201,0.6001,1.1174,1.7521,0.6001,1.05144
495,Davies,TOT,DEF,4.3,2.69151,0.71247,1.91763,2.63448,0.71247,1.87699,3.12527,0.71247,2.22667,0,0,0,3.25215,0.71247,2.31706,2.58312,0.71247,1.8404,2.93105,0.71247,2.08829,3.4469,0.71247,2.45582,2.61751,0.71247,1.8649,3.27467,0.71247,2.33311,2.25133,0.71247,1.60401,2.23323,0.71247,1.59112,2.719,0.71247,1.93721,1.98588,0.71247,1.41488,3.36953,0.71247,2.40069,2.81061,0.71247,2.00248,2.3168,0.71247,1.65065
496,Dier,TOT,DEF,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,E.Royal,TOT,DEF,4.3,1.97777,0.68349,1.35178,2.01829,0.68349,1.37947,2.43285,0.68349,1.66282,0,0,0,2.56581,0.68349,1.7537,2.04253,0.68349,1.39605,2.31466,0.68349,1.58204,2.71813,0.68349,1.85781,2.06943,0.68349,1.41443,2.58343,0.68349,1.76574,1.78303,0.68349,1.21868,1.76887,0.68349,1.209,2.14881,0.68349,1.46868,1.57541,0.68349,1.07677,2.65762,0.68349,1.81645,2.22046,0.68349,1.51766,1.83423,0.68349,1.25367
498,Forster,TOT,GK,3.8,3.27732,0.06005,0.19679,3.0245,0.06005,0.18161,2.966,0.06005,0.1781,0,0,0,3.13904,0.06005,0.18849,2.89774,0.06005,0.174,2.99253,0.06005,0.17969,3.01273,0.06005,0.1809,2.83174,0.06005,0.17003,3.21065,0.06005,0.19279,2.86408,0.06005,0.17198,3.02404,0.06005,0.18158,2.83912,0.06005,0.17048,3.1152,0.06005,0.18706,3.0221,0.06005,0.18147,3.03037,0.06005,0.18196,2.84198,0.06005,0.17065
499,Højbjerg,TOT,MID,5.2,2.45933,0.93973,2.3111,2.57716,0.93973,2.42183,2.70841,0.93973,2.54517,0,0,0,2.70905,0.93973,2.54577,2.59962,0.93973,2.44294,2.69282,0.93973,2.53052,2.71188,0.93973,2.54843,2.66848,0.93973,2.50765,2.85875,0.93973,2.68645,2.58505,0.93973,2.42925,2.57428,0.93973,2.41913,2.63862,0.93973,2.47958,2.52591,0.93973,2.37367,2.82535,0.93973,2.65507,2.77441,0.93973,2.60719,2.59633,0.93973,2.43985
500,Kane,TOT,FWD,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Kulusevski,TOT,MID,7.1,3.81245,0.81178,3.09489,3.936,0.81178,3.19519,4.07006,0.81178,3.30401,0,0,0,4.00595,0.81178,3.25197,3.76649,0.81178,3.05758,3.93367,0.81178,3.19329,3.96786,0.81178,3.22105,3.89002,0.81178,3.15786,4.23132,0.81178,3.43492,3.74036,0.81178,3.03637,3.72104,0.81178,3.02068,3.83644,0.81178,3.11437,3.63428,0.81178,2.95025,4.17141,0.81178,3.38629,4.08002,0.81178,3.3121,3.76059,0.81178,3.05279
502,Lloris,TOT,GK,4.7,3.50183,0.002,0.007,3.21221,0.002,0.00642,3.14519,0.002,0.00629,0,0,0,3.34342,0.002,0.00669,3.067,0.002,0.00613,3.17558,0.002,0.00635,3.19873,0.002,0.0064,2.99139,0.002,0.00598,3.42546,0.002,0.00685,3.02844,0.002,0.00606,3.21168,0.002,0.00642,2.99985,0.002,0.006,3.31611,0.002,0.00663,3.20946,0.002,0.00642,3.21894,0.002,0.00644,3.00312,0.002,0.00601
503,"Lo Celso",TOT,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Maddison,TOT,MID,7.8,4.46944,0.93373,4.17323,4.5394,0.93373,4.23855,4.65432,0.93373,4.34586,0,0,0,4.50954,0.93373,4.21067,4.13493,0.93373,3.86089,4.35403,0.93373,4.06547,4.39884,0.93373,4.10731,4.29682,0.93373,4.01205,4.74413,0.93373,4.42972,4.10068,0.93373,3.82891,4.07536,0.93373,3.80527,4.22661,0.93373,3.94649,3.96165,0.93373,3.69909,4.66561,0.93373,4.3564,4.54584,0.93373,4.24457,4.1272,0.93373,3.85367
505,Ndombele,TOT,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,"Pedro Porro",TOT,DEF,5.9,3.82284,0.94033,3.59472,3.75052,0.94033,3.52672,4.47016,0.94033,4.20342,0,0,0,4.64273,0.94033,4.36569,3.65581,0.94033,3.43766,4.18507,0.94033,3.93533,4.96978,0.94033,4.67322,3.70812,0.94033,3.48685,4.70778,0.94033,4.42686,3.15109,0.94033,2.96306,3.12357,0.94033,2.93718,3.8625,0.94033,3.63202,2.74729,0.94033,2.58335,4.85208,0.94033,4.56254,4.00185,0.94033,3.76305,3.25068,0.94033,3.0567
507,Perišić,TOT,DEF,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Reguilón,BRE,DEF,4.4,1.53692,0.70589,1.08489,2.33949,0.70589,1.65142,3.60056,0.70589,2.54159,2.05869,0.70589,1.4532,2.06025,0.70589,1.45431,1.77407,0.70589,1.25229,2.59726,0.70589,1.83337,2.37298,0.70589,1.67506,2.09628,0.70589,1.47974,2.02962,0.70589,1.43268,2.81432,0.70589,1.9866,2.10444,0.70589,1.4855,2.13875,0.70589,1.50972,2.59279,0.70589,1.83022,2.36316,0.70589,1.66812,2.35104,0.70589,1.65957,0,0,0
509,Richarlison,TOT,MID,7,3.99811,0.93067,3.72093,3.9975,0.93067,3.72036,4.03516,0.93067,3.75541,0,0,0,3.95956,0.93067,3.68505,3.68363,0.93067,3.42826,3.86277,0.93067,3.59498,3.8994,0.93067,3.62907,3.81599,0.93067,3.55144,4.18172,0.93067,3.89181,3.65563,0.93067,3.4022,3.63493,0.93067,3.38293,3.75859,0.93067,3.49802,3.54195,0.93067,3.2964,4.11752,0.93067,3.83206,4.01959,0.93067,3.74093,3.67731,0.93067,3.42237
510,Rodon,TOT,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Romero,TOT,DEF,4.9,2.47475,0.91002,2.25208,2.44179,0.91002,2.22208,2.91475,0.91002,2.65249,0,0,0,3.0563,0.91002,2.7813,2.42063,0.91002,2.20283,2.7634,0.91002,2.51476,3.27161,0.91002,2.97724,2.45451,0.91002,2.23366,3.10193,0.91002,2.82283,2.09376,0.91002,1.90537,2.07593,0.91002,1.88915,2.55449,0.91002,2.32465,1.83224,0.91002,1.66738,3.19538,0.91002,2.90787,2.64474,0.91002,2.40678,2.15826,0.91002,1.96406
512,Sánchez,TOT,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Sarr,TOT,MID,4.4,2.46397,0.50938,1.2551,2.56189,0.82712,2.11899,2.65665,0.88513,2.35148,0,0,0,2.61207,0.90875,2.37371,2.47015,0.90875,2.24474,2.56295,0.90875,2.32907,2.58193,0.90875,2.34632,2.53872,0.90875,2.30705,2.72818,0.90875,2.47923,2.45564,0.90875,2.23155,2.44491,0.90875,2.22181,2.50898,0.90875,2.28003,2.39675,0.90875,2.17804,2.69493,0.90875,2.44901,2.64419,0.90875,2.4029,2.46687,0.90875,2.24176
514,Sessegnon,TOT,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Skipp,TOT,MID,4.5,1.86706,0.84439,1.57652,1.91604,0.84439,1.61787,1.97764,0.84439,1.66989,0,0,0,1.95131,0.84439,1.64766,1.86353,0.84439,1.57354,1.92508,0.84439,1.62551,1.93767,0.84439,1.63614,1.90901,0.84439,1.61194,2.03466,0.84439,1.71804,1.85391,0.84439,1.56542,1.8468,0.84439,1.55941,1.88929,0.84439,1.59529,1.81486,0.84439,1.53244,2.0126,0.84439,1.69941,1.97896,0.84439,1.671,1.86136,0.84439,1.57171
516,Son,TOT,MID,9.7,5.25466,0,0,5.41105,0.51113,2.76574,5.60567,0.92654,5.19387,0,0,0,5.4836,0.94304,5.17126,5.09495,0.94304,4.80475,5.34908,0.94304,5.04441,5.40105,0.94304,5.09342,5.28272,0.94304,4.98183,5.80156,0.94304,5.47111,5.05522,0.94304,4.76729,5.02585,0.94304,4.73959,5.20129,0.94304,4.90503,4.89396,0.94304,4.61521,5.71048,0.94304,5.38522,5.57156,0.94304,5.25422,5.08598,0.94304,4.79629
517,Spence,TOT,DEF,4,1.68683,0,0.00337,1.57693,0,0.00315,2.01576,0,0.00402,0,0,0,1.42176,0,0.00284,1.89155,0,0.00378,1.52755,0,0.00305,1.9745,0,0.00394,2.04887,0,0.00409,1.52524,0,0.00304,2.13563,0,0.00426,1.36617,0,0.00273,1.28229,0,0.00256,1.75616,0,0.00351,1.14245,0,0.00228,2.15018,0,0.00429,1.5758,0,0.00315
518,Tanganga,TOT,DEF,4,1.61805,0,0.08844,1.5072,0,0.08238,1.93504,0,0.10576,0,0,0,1.3626,0,0.07448,1.81533,0,0.09922,1.46476,0,0.08006,1.89528,0,0.10359,1.96694,0,0.10751,1.46248,0,0.07994,2.05189,0,0.11215,1.30964,0,0.07158,1.22819,0,0.06713,1.68494,0,0.09209,1.09343,0,0.05976,2.06458,0,0.11284,1.51105,0,0.08259
519,Udogie,TOT,DEF,4.8,3.11777,0.87324,2.72256,3.04094,0.87324,2.65547,3.5634,0.87324,3.11171,0,0,0,3.66544,0.87324,3.20082,2.82197,0.87324,2.46427,3.22846,0.87324,2.81923,3.83114,0.87324,3.34551,2.86215,0.87324,2.49935,3.62993,0.87324,3.1698,2.43434,0.87324,2.12576,2.4132,0.87324,2.1073,2.98072,0.87324,2.60289,2.12421,0.87324,1.85494,3.74075,0.87324,3.26658,3.08775,0.87324,2.69635,2.51082,0.87324,2.19256
520,Vicario,TOT,GK,5.3,4.03682,0.94925,3.83193,3.7058,0.94925,3.51771,3.62921,0.94925,3.44501,0,0,0,3.85577,0.94925,3.66007,3.53984,0.94925,3.36017,3.66394,0.94925,3.47798,3.6904,0.94925,3.50309,3.45342,0.94925,3.27814,3.94953,0.94925,3.74908,3.49576,0.94925,3.31834,3.7052,0.94925,3.51714,3.46309,0.94925,3.28732,3.82455,0.94925,3.63044,3.70266,0.94925,3.51473,3.71349,0.94925,3.52502,3.46683,0.94925,3.29087
521,Whiteman,TOT,GK,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,N.Aguerd,WHU,DEF,4.4,2.6266,0.50929,1.3377,2.747,0.82252,2.25946,3.22879,0.87623,2.82918,3.09581,0.89644,2.77521,2.74065,0.89644,2.45684,3.358,0.89644,3.01025,2.88613,0.89644,2.58724,2.30775,0.89644,2.06876,2.75808,0.89644,2.47245,3.09362,0.89644,2.77325,3.24519,0.89644,2.90912,3.08354,0.89644,2.76421,2.56668,0.89644,2.30088,2.36924,0.89644,2.12388,3.43068,0.89644,3.0754,2.20332,0.89644,1.97515,0,0,0
523,Antonio,WHU,FWD,5.7,2.90669,0.30983,0.90058,2.80561,0.63965,1.79461,3.02707,0.85341,2.58333,2.96729,0.90003,2.67066,3.27582,0.91479,2.99668,3.33425,0.91479,3.05014,3.0236,0.91479,2.76596,3.07331,0.91479,2.81143,3.05598,0.91479,2.79558,3.07432,0.91479,2.81236,3.51612,0.91479,3.21651,2.83703,0.91479,2.59528,3.03913,0.91479,2.78016,2.89312,0.91479,2.64659,3.57311,0.91479,3.26864,2.78474,0.91479,2.54745,0,0,0
524,Areola,WHU,GK,4.2,3.69917,0.94841,3.50832,3.31856,0.94841,3.14734,3.65889,0.94841,3.47012,3.42107,0.94841,3.24457,3.87014,0.94841,3.67047,3.54888,0.94841,3.36578,3.54158,0.94841,3.35886,3.34997,0.94841,3.17713,3.4338,0.94841,3.25664,3.68361,0.94841,3.49356,3.93575,0.94841,3.73269,3.56455,0.94841,3.38065,3.39308,0.94841,3.21803,3.32215,0.94841,3.15075,3.53709,0.94841,3.3546,3.08092,0.94841,2.92197,0,0,0
525,Benrahma,WHU,MID,5.6,0,0,0,3.05679,0.59368,1.81476,3.26709,0.59368,1.93961,3.26847,0.59368,1.94043,3.13103,0.59368,1.85883,3.3413,0.59368,1.98367,3.13168,0.59368,1.85922,3.00604,0.59368,1.78463,3.17802,0.59368,1.88673,3.13082,0.59368,1.85871,3.44653,0.59368,2.04614,3.06635,0.59368,1.82044,3.1373,0.59368,1.86256,3.02177,0.59368,1.79397,3.18298,0.59368,1.88967,2.83658,0.59368,1.68403,0,0,0
526,Bowen,WHU,MID,8.1,5.06702,0.94112,4.76866,5.04325,0.94112,4.74629,5.46305,0.94112,5.14136,5.49008,0.94112,5.1668,5.2323,0.94112,4.9242,5.62667,0.94112,5.29535,5.23352,0.94112,4.92535,4.99786,0.94112,4.70357,5.32043,0.94112,5.00714,5.23189,0.94112,4.92382,5.82405,0.94112,5.48111,5.11099,0.94112,4.81003,5.24406,0.94112,4.93527,5.02737,0.94112,4.73134,5.32973,0.94112,5.01589,4.68004,0.94112,4.40446,0,0,0
527,Cornet,WHU,MID,5.2,2.40948,0.28564,0.68826,2.35688,0.28564,0.67323,2.49051,0.28564,0.7114,2.48417,0.28564,0.70959,2.38015,0.28564,0.67988,2.53928,0.28564,0.72533,2.38064,0.28564,0.68002,2.28554,0.28564,0.65285,2.41571,0.28564,0.69003,2.37998,0.28564,0.67983,2.61893,0.28564,0.74808,2.33119,0.28564,0.66589,2.38489,0.28564,0.68123,2.29745,0.28564,0.65626,2.41946,0.28564,0.69111,2.1573,0.28564,0.61622,0,0,0
528,Coufal,WHU,DEF,4.7,2.37591,0.82778,1.96673,2.54622,0.82778,2.10772,3.02757,0.82778,2.50617,2.9348,0.82778,2.42938,2.60313,0.82778,2.15482,3.17966,0.82778,2.63207,2.73898,0.82778,2.26728,2.19884,0.82778,1.82016,2.61939,0.82778,2.16829,2.93275,0.82778,2.42768,3.0743,0.82778,2.54486,2.92335,0.82778,2.41989,2.44065,0.82778,2.02033,2.25626,0.82778,1.8677,3.24753,0.82778,2.68825,2.10131,0.82778,1.73943,0,0,0
