chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,previous_gw,current_gw,next_gw,position,team_name
,,101184,0,0,-1,1,0,2,0.5,-0.5,0,Calum,0.0,37,False,,,3.9,101184.jpg,0.0,Chambers,0.9,False,,a,2,7,0,50622,4,98785,4,0.0,0.0,Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,508,181,490,179,454,162,512,180,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,748,234,304,101,520,178,195,75,0.0,0.0,21,22,23,DEF,Aston Villa
0.0,0.0,84583,0,0,-2,2,0,3,0.0,0.0,0,Philippe,0.0,38,False,Joined Al-Duhail on loan for the rest of the season,2023-08-20T22:00:05.790965Z,5.8,84583.jpg,1.0,Coutinho Correia,0.2,False,,u,2,7,2,4781,0,47697,0,0.0,0.3,Coutinho,24,0,0,0,1,0,0,0,0,0,0,0,7,4.0,2.8,12.0,1.8,0,0.15,0.02,0.17,0.68,473,213,432,213,398,200,469,214,,,,,,,0.56,0.0,0.08,0.64,2.55,3.75,73,46,755,324,480,226,348,108,0.0,0.0,21,22,23,MID,Aston Villa
0.0,0.0,221239,0,0,-1,1,0,4,0.0,0.0,0,Keinan,0.0,39,False,Transferred to Udinese,2023-09-03T20:12:01.415986Z,4.9,221239.jpg,0.0,Davis,0.1,False,,u,2,7,0,4950,0,23117,2,0.0,0.0,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,759,93,755,93,752,93,759,93,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,243,52,690,75,759,93,398,62,0.0,0.0,21,22,23,FWD,Aston Villa
0.0,0.0,151589,0,0,-1,1,1,3,0.0,0.0,0,Leander,0.0,40,False,Has joined Napoli on loan for the remainder of the season,2024-01-29T08:13:57.106504Z,4.9,151589.jpg,2.5,Dendoncker,0.0,False,,u,2,7,20,3934,0,4401,5,0.0,4.1,Dendoncker,118,1,1,0,3,0,0,0,0,0,0,3,64,59.2,3.9,37.0,10.0,1,0.73,0.01,0.74,1.58,366,161,429,212,302,160,397,183,,,,,,,0.56,0.0,0.01,0.57,1.21,2.29,227,146,681,273,232,102,579,214,0.76,0.0,21,22,23,MID,Aston Villa
100.0,100.0,165659,0,0,-1,1,0,2,3.0,2.0,0,Diego Carlos,2.5,41,False,,2023-11-10T02:00:09.636100Z,4.4,165659.jpg,2.1,Santos Silva,0.7,False,,a,2,7,31,87769,24,71693,13,0.6,7.0,Diego Carlos,976,0,0,3,15,0,0,0,3,0,0,1,182,191.6,41.9,63.0,29.6,11,0.58,0.27,0.85,14.13,225,84,327,109,242,65,279,93,,,,,,,0.05,0.0,0.02,0.07,1.3,1.38,505,95,65,23,277,92,206,81,1.01,0.28,21,22,23,DEF,Aston Villa
0.0,0.0,101188,0,0,1,-1,1,2,0.0,0.0,0,Lucas,0.0,42,False,Hamstring injury - Expected back 03 Feb,2023-12-27T18:30:08.720986Z,4.6,101188.jpg,3.1,Digne,2.9,False,,i,2,7,56,985444,3,857283,113,0.0,12.2,Digne,1521,0,3,5,20,0,0,0,5,0,0,2,283,278.2,467.3,122.0,86.8,18,0.37,2.74,3.11,21.91,133,49,20,5,160,24,69,6,2.0,,2.0,,,,0.02,0.0,0.16,0.18,1.3,1.18,332,43,637,238,138,33,115,48,1.07,0.3,21,22,23,DEF,Aston Villa
100.0,100.0,230046,0,0,1,-1,2,3,2.0,1.0,0,Douglas Luiz,1.5,43,False,,2023-12-09T20:00:09.137355Z,5.6,230046.jpg,4.8,Soares de Paulo,9.6,False,,a,2,7,97,2113770,184,1415509,191,0.3,17.3,Douglas Luiz,1743,6,3,5,26,0,0,0,5,0,0,18,418,491.4,472.8,244.0,120.9,20,5.02,2.44,7.46,25.14,25,9,19,14,76,49,28,17,1.0,,1.0,,1.0,,0.26,0.0,0.13,0.39,1.3,1.34,97,60,135,59,28,18,42,15,1.03,0.26,21,22,23,MID,Aston Villa
0.0,0.0,476344,0,0,0,0,0,4,0.0,0.0,0,Jhon,0.5,44,False,Hamstring injury - Unknown return date,2024-01-25T17:30:08.815370Z,5.0,476344.jpg,1.7,Durán,0.2,False,,i,2,7,24,50783,0,47367,14,0.1,4.8,Duran,174,2,1,0,1,0,0,0,4,0,0,3,72,81.2,30.5,103.0,20.8,0,1.23,0.05,1.27,2.22,339,38,349,46,183,41,329,40,,,,,,,0.64,0.0,0.03,0.67,1.15,0.52,207,47,264,32,346,45,340,53,0.0,0.0,21,22,23,FWD,Aston Villa
,,123354,0,0,-1,1,0,2,0.5,-0.5,0,Kortney,0.0,45,False,,,3.9,123354.jpg,0.0,Hause,0.2,False,,a,2,7,0,13211,1,19075,0,0.0,0.0,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,511,183,494,181,459,165,515,182,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,753,237,309,104,523,180,324,127,0.0,0.0,21,22,23,DEF,Aston Villa
100.0,100.0,490094,0,0,-1,1,0,3,0.5,-0.5,0,Tim,0.0,46,False,,2023-08-10T15:00:04.998490Z,4.4,490094.jpg,1.0,Iroegbunam,0.0,False,,a,2,7,1,1559,1,3817,0,0.0,0.2,Iroegbunam,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.6,0.0,0.0,0,0.00,0.00,0.00,0.09,656,254,455,222,626,248,660,256,,,,,,,0.0,0.0,0.0,0.0,2.02,0.0,560,314,515,176,435,194,613,233,0.0,0.0,21,22,23,MID,Aston Villa
100.0,100.0,226944,0,0,0,0,0,3,2.0,1.0,0,Boubacar,1.5,47,False,,2023-12-17T21:30:08.114524Z,5.0,226944.jpg,2.0,Kamara,0.1,False,,a,2,7,34,14787,3,18290,0,0.3,6.8,Kamara,1437,0,1,6,18,0,0,0,6,1,0,1,216,231.4,279.7,38.0,55.1,17,0.13,1.32,1.45,20.25,180,74,68,50,300,159,154,82,,,,,,,0.01,0.0,0.08,0.09,1.27,1.13,199,123,126,51,299,127,409,131,1.06,0.38,21,22,23,MID,Aston Villa
,,199798,0,0,1,-1,0,2,3.5,2.5,0,Ezri,3.0,48,False,,,4.6,199798.jpg,2.7,Konsa Ngoyo,3.2,False,,a,2,7,57,401827,144,187440,32,0.7,12.4,Konsa,1848,0,1,5,27,0,0,0,5,0,0,4,351,341.8,103.6,122.0,56.9,21,1.74,0.76,2.50,26.19,86,30,207,50,161,25,149,34,,,,,,,0.08,0.0,0.04,0.12,1.28,1.31,336,45,53,18,192,58,104,39,1.02,0.24,21,22,23,DEF,Aston Villa
100.0,100.0,98980,0,0,2,-2,0,1,5.0,4.0,0,Emiliano,4.5,49,False,,2023-11-24T19:00:09.689065Z,5.2,98980.jpg,3.5,Martínez Romero,12.3,False,,a,2,7,70,1179408,180,766357,70,0.9,13.5,Martinez,1800,0,0,5,26,1,0,0,4,0,58,12,378,487.6,20.0,0.0,50.8,20,0.00,0.00,0.00,25.73,26,9,379,3,771,88,172,9,,,,,,,0.0,2.9,0.0,0.0,1.29,1.3,149,5,18,6,96,14,33,5,1.0,0.25,21,22,23,GKP,Aston Villa
100.0,100.0,122806,0,0,1,-1,0,3,2.0,1.0,0,John,1.5,50,False,,2023-11-20T10:00:08.648383Z,5.6,122806.jpg,3.9,McGinn,1.7,False,,a,2,7,81,303004,30,187027,64,0.3,14.5,McGinn,1794,5,2,5,25,0,0,0,5,0,0,8,306,414.8,457.8,253.0,112.8,21,3.07,3.29,6.36,23.62,51,18,22,16,75,48,32,21,3.0,,,,,,0.15,0.0,0.17,0.32,1.18,1.25,91,55,134,58,65,35,144,43,1.05,0.25,21,22,23,MID,Aston Villa
0.0,0.0,149484,0,0,-4,4,0,2,0.0,0.0,0,Tyrone,0.0,51,False,Knee injury - Unknown return date,2023-08-12T21:30:06.077936Z,4.1,149484.jpg,0.0,Mings,1.2,False,,i,2,7,0,10296,1,1070032,5,0.0,0.0,Mings,30,0,0,0,2,0,0,0,0,0,0,0,5,3.6,13.0,5.0,2.2,1,0.01,0.16,0.17,1.08,476,174,402,146,418,150,461,163,,,,,,,0.03,0.0,0.48,0.51,3.24,6.0,644,164,423,173,624,238,174,68,3.0,0.0,21,22,23,DEF,Aston Villa
100.0,100.0,111782,0,0,-1,1,0,1,0.5,-0.5,0,Robin,0.0,53,False,,2023-12-29T16:00:09.710707Z,3.9,111782.jpg,2.0,Olsen,0.6,False,,a,2,7,2,25724,1,55444,3,0.0,0.5,Olsen,90,0,0,0,1,0,0,0,0,0,1,0,12,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,0.73,450,33,493,21,458,11,474,33,,,,,,,0.0,1.0,0.0,0.0,0.73,1.0,752,71,308,30,288,30,222,31,1.0,0.0,21,22,23,GKP,Aston Villa
0.0,0.0,481624,0,0,0,0,0,3,0.0,0.0,0,Jaden,0.0,54,False,Transferred to Hull City,2023-09-02T08:48:12.680336Z,4.5,481624.jpg,1.0,Philogene-Bidace,0.1,False,,u,2,7,1,3755,0,14522,0,0.0,0.2,Philogene,3,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.3,2.0,0.3,0,0.00,0.00,0.00,0.65,495,226,466,228,438,219,492,224,,,,,,,0.0,0.0,0.0,0.0,19.5,30.0,429,248,586,209,451,206,503,172,0.0,0.0,21,22,23,MID,Aston Villa
50.0,50.0,232653,0,0,-1,1,0,3,0.2,-0.2,0,Jacob,0.0,55,False,Hamstring injury - 50% chance of playing,2024-01-15T07:30:09.692942Z,5.9,232653.jpg,1.7,Ramsey,0.1,False,,d,2,7,17,16642,0,22508,7,0.0,2.9,J.Ramsey,478,1,0,0,7,0,0,0,2,0,0,0,48,78.4,84.1,104.0,26.8,4,0.77,0.86,1.63,5.26,341,148,238,137,180,105,294,138,,,,,,,0.14,0.0,0.16,0.3,0.99,1.32,68,43,757,325,351,155,406,129,0.75,0.0,21,22,23,MID,Aston Villa
0.0,0.0,122775,0,0,0,0,0,3,0.0,0.0,0,Morgan,0.0,56,False,Joined OGC Nice on a season-long loan,2023-07-26T11:26:30.137805Z,4.5,122775.jpg,0.0,Sanson,0.0,False,,u,2,7,0,0,0,616,0,0.0,0.0,Sanson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,662,258,656,258,642,255,667,260,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,360,220,534,184,670,263,734,302,0.0,0.0,21,22,23,MID,Aston Villa
0.0,0.0,248164,0,0,0,0,0,1,0.0,0.0,0,Viljami,0.0,57,False,Joined Exeter City on a season-long loan,2023-07-20T08:38:58.947431Z,4.0,248164.jpg,0.0,Sinisalo,0.0,False,,u,2,7,0,0,0,371,0,0.0,0.0,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,564,68,550,52,518,42,569,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,685,49,372,60,576,68,743,86,0.0,0.0,21,22,23,GKP,Aston Villa
100.0,100.0,166989,0,0,-4,4,0,3,0.5,-0.5,0,Youri,0.0,58,False,,2023-12-15T09:30:09.215067Z,5.6,166989.jpg,1.7,Tielemans,0.4,False,,a,2,7,29,22964,3,98179,1,0.0,5.2,Tielemans,581,0,3,1,7,0,0,0,1,0,0,0,117,122.0,108.4,42.0,27.3,4,0.26,0.81,1.07,9.93,297,121,199,124,287,151,291,137,,,,,,,0.04,0.0,0.13,0.17,1.54,1.08,92,56,750,321,350,154,243,77,0.62,0.15,21,22,23,MID,Aston Villa
0.0,0.0,110504,0,0,0,0,0,3,0.0,0.0,0,Bertrand,0.0,59,False,International Duty - Unknown return date,2023-12-30T22:30:09.230940Z,5.0,110504.jpg,1.0,Traoré,0.0,False,,i,2,7,2,1453,0,3398,0,0.0,0.4,Bertrand Traoré,10,0,0,0,0,0,0,0,0,0,0,0,6,3.0,0.0,0.0,0.3,0,0.00,0.00,0.00,0.77,485,220,761,326,759,326,497,227,,,,,,,0.0,0.0,0.0,0.0,6.93,0.0,177,107,703,289,477,224,646,249,0.0,0.0,21,22,23,MID,Aston Villa
100.0,100.0,178301,0,0,9,-9,3,4,1.0,0.0,0,Ollie,0.5,60,True,,2023-11-30T23:30:07.866054Z,8.9,178301.jpg,5.8,Watkins,54.1,False,,a,2,7,121,6326650,197,3271637,1568,0.1,13.6,Watkins,1849,9,11,5,27,0,0,0,4,0,0,14,404,537.2,385.5,804.0,172.7,21,9.19,2.81,12.00,25.74,15,2,36,2,4,3,4,1,,,,,2.0,,0.45,0.0,0.14,0.59,1.25,1.31,7,3,281,35,10,3,3,2,1.02,0.24,21,22,23,FWD,Aston Villa
0.0,0.0,213345,0,0,0,0,0,4,0.0,0.0,0,Wesley,0.0,61,False,Permanent transfer to Stoke,2023-07-31T07:08:09.572672Z,5.0,213345.jpg,0.0,Moraes Ferreira da Silva,0.0,False,,u,2,7,0,0,0,782,0,0.0,0.0,Wesley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,769,94,767,94,765,94,769,94,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,195,46,711,79,769,94,725,99,0.0,0.0,21,22,23,FWD,Aston Villa
0.0,0.0,244954,0,0,2,-2,1,2,0.0,0.0,0,Pau,0.0,584,False,Ankle injury - Unknown return date,2024-01-06T01:00:10.913044Z,4.7,244954.jpg,3.4,Torres,4.1,False,,i,2,7,61,848782,1,697035,704,0.0,13.0,Pau,1517,2,0,4,20,0,0,0,1,0,0,4,308,313.2,122.2,103.0,53.9,16,0.88,0.54,1.42,21.75,107,42,180,40,182,37,160,40,,,,,,,0.05,0.0,0.03,0.08,1.29,1.19,320,40,651,243,102,20,86,30,0.95,0.24,21,22,23,DEF,Aston Villa
100.0,100.0,243557,0,0,1,-1,2,3,2.0,1.0,0,Moussa,1.5,599,False,,2023-09-30T23:00:09.545623Z,6.6,243557.jpg,4.2,Diaby,8.8,False,,a,2,7,88,2342130,90,2164687,167,0.2,13.3,Diaby,1349,4,7,5,20,0,0,0,0,0,0,5,259,306.8,388.9,456.0,115.1,17,4.34,2.69,7.03,17.31,113,44,35,29,28,15,31,20,,,,,,,0.29,0.0,0.18,0.47,1.15,1.33,44,26,139,62,49,29,45,16,1.13,0.33,21,22,23,MID,Aston Villa
,,549068,0,0,0,0,0,3,0.5,-0.5,0,Omari,0.0,618,False,,,4.5,549068.jpg,0.0,Kellyman,0.0,False,,a,2,7,0,6967,0,7706,0,0.0,0.0,Kellyman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,731,303,729,303,724,303,736,305,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,477,282,628,238,735,305,519,181,0.0,0.0,21,22,23,MID,Aston Villa
0.0,0.0,462381,0,0,0,0,0,1,0.0,0.0,0,Filip,0.0,670,False,Joined Milton Keynes Dons on a season-long loan,2024-01-22T11:44:07.815159Z,4.0,462381.jpg,0.0,Marschall,0.0,False,,u,2,7,0,3154,0,2289,0,0.0,0.0,Marschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,578,73,564,57,532,47,583,73,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,701,54,387,65,590,73,570,73,0.0,0.0,21,22,23,GKP,Aston Villa
100.0,100.0,245414,0,0,-1,1,0,3,1.0,0.0,0,Nicolò,0.5,672,False,,2023-11-24T19:00:11.309259Z,5.4,245414.jpg,1.3,Zaniolo,0.1,False,,a,2,7,18,13077,0,11844,0,0.1,3.3,Zaniolo,498,1,0,1,7,0,0,0,4,0,0,0,4,71.2,72.5,222.0,36.1,7,1.68,0.53,2.21,7.14,350,153,262,147,84,54,236,116,,,,,,,0.3,0.0,0.1,0.4,1.29,1.27,124,76,271,130,395,179,500,170,1.27,0.18,21,22,23,MID,Aston Villa
0.0,0.0,516159,0,0,0,0,0,1,0.0,0.0,0,Oliwier,0.0,686,False,On loan to Puszcza Niepolomice,2023-09-11T14:12:20.141802Z,4.0,516159.jpg,0.0,Zych,0.1,False,,u,2,7,0,6697,0,5770,0,0.0,0.0,Zych,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,599,81,586,65,555,55,604,81,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,727,62,409,73,611,81,515,70,0.0,0.0,21,22,23,GKP,Aston Villa
,,171101,0,0,0,0,0,2,3.0,2.0,0,Clément,2.5,699,False,,,4.5,171101.jpg,3.2,Lenglet,0.1,False,,a,2,7,13,17993,13,8489,4,0.6,2.9,Lenglet,331,0,1,1,5,0,0,0,1,0,0,0,74,70.0,31.3,8.0,10.9,4,0.00,0.45,0.45,3.63,354,134,348,124,409,146,391,140,,,,,,,0.0,0.0,0.12,0.12,0.99,1.36,366,62,68,26,124,28,364,141,1.09,0.27,21,22,23,DEF,Aston Villa
,,564505,0,0,0,0,0,1,0.5,-0.5,0,Sam,0.0,765,False,,,4.0,564505.jpg,0.0,Proctor,0.0,False,,a,2,7,0,233,0,112,1,0.0,0.0,Proctor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,608,83,595,67,565,57,613,83,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,737,64,419,75,620,83,738,85,0.0,0.0,21,22,23,GKP,Aston Villa
,,515599,0,0,0,0,0,3,0.5,-0.5,0,Tommi,0.0,767,False,,,4.5,515599.jpg,0.0,O'Reilly,0.0,False,,a,2,7,0,157,0,79,0,0.0,0.0,O'Reilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,717,295,714,295,708,294,722,297,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,457,270,611,229,722,298,759,322,0.0,0.0,21,22,23,MID,Aston Villa
,,481283,0,0,0,0,0,1,0.5,-0.5,0,James,0.0,778,False,,,4.0,481283.jpg,0.0,Wright,0.0,False,,a,2,7,0,52,0,5,0,0.0,0.0,Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,585,78,571,62,540,52,590,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,711,59,395,70,597,78,772,89,0.0,0.0,21,22,23,GKP,Aston Villa
0.0,0.0,444180,0,0,-1,1,0,3,0.0,0.0,0,Jaidon,0.0,62,False,Season-long loan to Leeds United,2023-09-03T20:09:06.556250Z,4.9,444180.jpg,1.0,Anthony,0.0,False,,u,3,91,3,1618,0,12772,0,0.0,0.6,Anthony,151,0,0,0,5,0,0,0,1,0,0,0,4,9.0,4.6,16.0,3.0,2,0.07,0.02,0.09,4.44,460,205,424,210,381,191,455,209,,,,,,,0.04,0.0,0.01,0.05,2.65,2.98,259,165,697,284,475,222,539,191,1.19,0.0,21,22,23,MID,Bournemouth
100.0,100.0,168991,0,0,-3,3,0,3,0.5,0.5,0,Philip,0.5,63,False,,2023-11-12T02:30:08.229472Z,5.2,168991.jpg,2.7,Billing,0.3,False,,a,3,91,51,64367,5,105614,14,0.1,9.8,Billing,1168,2,3,1,31,0,0,0,3,0,0,3,194,267.2,243.9,217.0,72.8,12,2.08,1.74,3.82,25.37,143,59,87,66,90,58,99,65,,,1.0,,,,0.16,0.0,0.13,0.29,1.95,2.39,155,96,266,127,200,87,264,83,0.92,0.08,21,22,23,MID,Bournemouth
,,111317,0,0,-3,3,0,3,0.5,0.5,0,David,0.5,64,False,,,4.7,111317.jpg,1.8,Brooks,0.1,False,,a,3,91,23,9603,1,14605,2,0.1,4.9,Brooks,271,1,1,0,7,0,0,0,1,0,0,2,71,88.2,112.4,113.0,31.4,2,2.45,0.47,2.92,6.08,327,140,187,116,172,102,269,130,,,,,,,0.81,0.0,0.16,0.97,2.02,2.32,308,199,245,115,324,137,481,163,0.66,0.0,21,22,23,MID,Bournemouth
100.0,100.0,158499,0,0,0,0,0,3,1.0,1.0,0,Ryan,1.0,65,False,,2023-08-06T23:30:05.398527Z,5.0,158499.jpg,2.5,Christie,0.1,False,,a,3,91,49,20131,4,17222,5,0.2,9.8,Christie,1570,0,2,5,32,0,0,0,2,0,0,3,218,289.2,349.2,225.0,86.6,19,0.93,2.49,3.42,26.18,126,49,45,37,83,53,71,51,4.0,,,,,,0.05,0.0,0.14,0.19,1.5,1.83,185,111,176,81,234,104,468,158,1.09,0.29,21,22,23,MID,Bournemouth
100.0,100.0,155408,0,0,0,0,0,3,0.5,0.5,0,Lewis,0.5,66,False,,2023-12-23T22:30:08.669674Z,5.0,155408.jpg,2.1,Cook,0.0,False,,a,3,91,31,2694,0,4089,2,0.1,6.2,L.Cook,1171,0,1,4,24,0,0,0,2,1,0,2,191,220.4,297.3,20.0,53.9,14,0.07,1.35,1.42,24.48,189,78,59,47,362,183,161,84,3.0,,,,,,0.01,0.0,0.1,0.11,1.88,1.84,183,110,262,125,286,122,599,224,1.08,0.31,21,22,23,MID,Bournemouth
0.0,0.0,244085,0,0,0,0,0,3,0.0,0.0,0,Siriki,0.0,67,False,Permanent Transfer to Birmingham,2023-07-17T06:20:36.127600Z,4.5,244085.jpg,0.0,Dembélé,0.0,False,,u,3,91,0,0,0,392,0,0.0,0.0,Siriki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,675,263,670,263,658,260,680,265,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,395,228,560,191,683,268,752,316,0.0,0.0,21,22,23,MID,Bournemouth
0.0,0.0,81012,0,0,-2,2,0,2,0.0,0.0,0,Ryan,0.0,68,False,Calf injury - Unknown return date,2023-08-06T23:30:05.414382Z,4.3,81012.jpg,0.0,Fredericks,0.0,False,,i,3,91,0,758,0,2375,0,0.0,0.0,Fredericks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,615,241,604,240,581,234,620,241,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,582,127,438,182,628,239,673,234,0.0,0.0,21,22,23,DEF,Bournemouth
25.0,25.0,463981,0,0,0,0,0,2,0.1,0.1,0,James,0.5,69,False,Ankle injury - 25% chance of playing,2024-01-26T02:00:09.620549Z,4.0,463981.jpg,1.0,Hill,0.1,False,,d,3,91,2,6702,0,21972,1,0.1,0.5,Hill,69,0,0,0,1,0,0,0,0,0,0,0,11,22.2,2.2,0.0,2.5,1,0.00,0.01,0.01,1.15,432,158,436,160,535,204,460,162,,,,,,,0.0,0.0,0.01,0.01,1.5,1.3,704,204,208,62,423,149,404,157,1.3,0.0,21,22,23,DEF,Bournemouth
100.0,100.0,235530,0,0,0,0,0,2,0.0,0.0,0,Lloyd,0.0,70,False,,2023-11-25T19:00:08.932055Z,4.5,235530.jpg,2.0,Kelly,0.0,False,,a,3,91,20,11107,1,11616,0,0.0,4.4,Kelly,716,0,0,2,17,0,0,0,1,0,0,3,145,125.6,69.0,8.0,20.2,8,0.12,0.15,0.27,11.63,292,116,267,83,410,147,332,119,,,,,,,0.02,0.0,0.02,0.04,1.46,2.14,393,77,558,235,294,101,554,205,1.01,0.25,21,22,23,DEF,Bournemouth
,,444183,0,0,-2,2,0,3,0.0,0.0,0,Gavin,0.0,71,False,,,4.3,444183.jpg,0.0,Kilkenny,0.1,False,,a,3,91,0,8137,0,10202,1,0.0,0.0,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,625,234,615,237,593,229,630,237,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,616,334,463,150,638,244,464,154,0.0,0.0,21,22,23,MID,Bournemouth
,,222683,0,0,-4,4,1,3,1.0,1.0,0,Justin,1.0,72,False,,,4.6,222683.jpg,2.6,Kluivert,0.3,False,,a,3,91,41,60819,6,73766,11,0.2,8.9,Kluivert,872,2,0,5,11,0,0,0,2,0,0,2,88,135.6,164.7,215.0,51.6,12,1.48,0.90,2.38,13.74,277,114,134,92,92,60,167,86,,,,,,,0.15,0.0,0.09,0.24,1.42,1.14,339,218,160,69,209,89,266,84,1.24,0.52,21,22,23,MID,Bournemouth
0.0,0.0,128309,0,0,-1,1,0,3,0.0,0.0,0,Jamal,0.0,73,False,Season-long loan to  Swansea City,2023-09-02T08:49:08.357551Z,4.9,128309.jpg,0.0,Lowe,0.0,False,,u,3,91,0,81,0,1260,0,0.0,0.0,Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,753,318,749,317,746,316,754,318,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,224,144,679,272,754,318,692,276,0.0,0.0,21,22,23,MID,Bournemouth
0.0,0.0,133845,0,0,-2,2,0,3,0.0,0.0,0,Emiliano,0.0,74,False,On loan to Hibernian until the end of the season,2024-01-24T07:58:53.768805Z,4.3,133845.jpg,0.0,Marcondes,0.0,False,,u,3,91,0,9461,0,9733,3,0.0,0.0,Marcondes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,616,231,606,234,583,226,621,234,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,591,328,445,146,629,241,548,197,0.0,0.0,21,22,23,MID,Bournemouth
100.0,100.0,223911,0,0,-2,2,0,2,0.0,0.0,0,Chris,0.0,75,False,,2023-09-26T18:00:07.515397Z,4.3,223911.jpg,0.7,Mepham,0.1,False,,a,3,91,4,2302,3,6881,0,0.0,0.9,Mepham,265,0,0,0,10,0,0,0,1,0,0,0,39,50.4,13.0,23.0,8.7,3,0.09,0.04,0.13,4.66,383,145,403,147,356,123,408,144,,,,,,,0.03,0.0,0.01,0.04,1.58,3.4,607,146,457,196,502,168,509,194,1.02,0.0,21,22,23,DEF,Bournemouth
,,128340,0,0,-4,4,0,4,0.5,0.5,0,Kieffer,0.5,76,False,,,4.6,128340.jpg,1.8,Moore,0.2,False,,a,3,91,14,19961,1,48769,1,0.1,3.0,Moore,100,1,0,0,2,0,0,0,0,0,0,2,38,37.4,27.9,81.0,14.1,0,1.44,0.33,1.77,2.26,407,45,359,48,209,44,364,46,,,,,,,1.3,0.0,0.3,1.6,2.03,1.8,334,63,242,31,323,41,314,50,0.0,0.0,21,22,23,FWD,Bournemouth
